,"STATEN ISLAND ANNUALIZE SALE FOR 2017.  (All Sales From  January 1, 2017 - December 31, 2017)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
786,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2145,172, ,A1,3306 VICTORY BOULEVARD, ,10314,1,0,1,8400,1008,1930,1,A1,560000,2017-12-05 00:00:00
787,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2149,12, ,A1,110 DAWSON CIRCLE, ,10314,1,0,1,6157,2080,1970,1,A1,0,2017-08-07 00:00:00
788,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2156,87, ,A5,33 TIMOTHY COURT, ,10314,1,0,1,1550,1950,1997,1,A5,462397,2017-12-18 00:00:00
789,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2156,98, ,A5,25 TIMOTHY COURT, ,10314,1,0,1,4450,1960,1996,1,A5,530000,2017-08-07 00:00:00
790,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2158,1, ,A2,9 FOREST STREET, ,10314,1,0,1,2810,932,1930,1,A2,0,2017-10-11 00:00:00
791,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2223,26, ,A5,205 SOMMER AVENUE, ,10314,1,0,1,2000,1200,2003,1,A5,525000,2017-03-01 00:00:00
792,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2223,49, ,A1,182 PAULDING AVENUE, ,10314,1,0,1,3960,1536,1970,1,A1,680000,2017-06-08 00:00:00
793,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2224,9, ,A5,107 SIDEVIEW AVENUE, ,10314,1,0,1,2500,1584,1975,1,A5,300000,2017-05-10 00:00:00
794,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2224,44, ,A5,186 SOMMER AVENUE, ,10314,1,0,1,2600,1184,1975,1,A5,0,2017-05-11 00:00:00
795,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2230,14, ,A5,45 SIDEVIEW AVENUE, ,10314,1,0,1,2500,1200,1995,1,A5,495000,2017-03-13 00:00:00
796,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2230,47, ,A5,122 SOMMER AVENUE, ,10314,1,0,1,2000,1800,1996,1,A5,500000,2017-11-02 00:00:00
797,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2231,316, ,A5,71 BERGLUND AVENUE, ,10314,1,0,1,1764,1816,1988,1,A5,0,2017-03-17 00:00:00
798,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2231,343, ,A1,116 BERGLUND AVENUE, ,10314,1,0,1,3552,2080,1970,1,A1,640000,2017-08-07 00:00:00
799,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2236,49, ,A5,22 MERRILL AVENUE, ,10314,1,0,1,1410,1800,2003,1,A5,438000,2017-09-15 00:00:00
800,5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,2236,50, ,A5,30 DANNY COURT, ,10314,1,0,1,2850,1800,2003,1,A5,420810,2017-01-13 00:00:00
801,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1495,23, ,B2,67 DEPPE PLACE, ,10314,2,0,2,4000,2036,1970,1,B2,0,2017-10-27 00:00:00
802,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1495,23, ,B2,67 DEPPE PLACE, ,10314,2,0,2,4000,2036,1970,1,B2,0,2017-10-27 00:00:00
803,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1497,70, ,B2,19 MADISON AVENUE, ,10314,2,0,2,4880,2504,1970,1,B2,680000,2017-05-01 00:00:00
804,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1498,51, ,B2,14 FARRADAY STREET, ,10314,2,0,2,1920,3656,1910,1,B2,455000,2017-03-27 00:00:00
805,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1515,42, ,B2,518 WEST CASWELL AVENUE, ,10314,2,0,2,3373,1344,2005,1,B2,630000,2017-04-03 00:00:00
806,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1557,24, ,B9,65 RICHARD LANE, ,10314,2,0,2,2850,2068,1980,1,B9,639900,2017-06-29 00:00:00
807,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1557,24, ,B9,65 RICHARD LANE, ,10314,2,0,2,2850,2068,1980,1,B9,0,2017-10-23 00:00:00
808,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1560,94, ,B2,30 LEONA STREET, ,10314,2,0,2,2068,2068,1975,1,B2,0,2017-09-29 00:00:00
809,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1560,125, ,B2,86 GARY COURT, ,10314,2,0,2,3360,2024,1975,1,B2,0,2017-05-26 00:00:00
810,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1560,141, ,B2,58 GARY COURT, ,10314,2,0,2,3200,2208,1975,1,B2,0,2017-04-25 00:00:00
811,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1560,143, ,B2,56 GARY COURT, ,10314,2,0,2,3200,2208,1975,1,B2,0,2017-10-20 00:00:00
812,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1560,151, ,B9,42 GARY COURT, ,10314,2,0,2,3000,2024,1975,1,B9,0,2017-08-31 00:00:00
813,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1574,34, ,B2,195 MERRILL AVENUE, ,10314,2,0,2,4600,2056,1970,1,B2,775000,2017-10-02 00:00:00
814,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1574,46, ,B2,219 MERRILL AVENUE, ,10314,2,0,2,4600,1996,1970,1,B2,0,2017-08-16 00:00:00
815,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1574,124, ,B2,15 COMMERCE STREET, ,10314,2,0,2,4620,2056,1970,1,B2,750000,2017-10-11 00:00:00
816,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1574,146, ,B2,55 COMMERCE STREET, ,10314,2,0,2,4200,2056,1970,1,B2,700000,2017-02-16 00:00:00
817,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1574,202, ,B2,286 ARLENE STREET, ,10314,2,0,2,6142,2600,1970,1,B2,0,2017-02-27 00:00:00
818,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1575,9, ,B2,39 OLIVER PLACE, ,10314,2,0,2,4200,2100,1970,1,B2,600000,2017-01-11 00:00:00
819,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1575,11, ,B2,37 OLIVER PLACE, ,10314,2,0,2,4200,1800,1970,1,B2,500000,2017-05-02 00:00:00
820,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1575,17, ,B2,27 OLIVER PLACE, ,10314,2,0,2,4200,2100,1970,1,B2,620000,2017-04-18 00:00:00
821,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1575,38, ,B2,108 FIELDSTONE ROAD, ,10314,2,0,2,4620,2296,1970,1,B2,0,2017-03-05 00:00:00
822,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1576,3, ,B2,57 NADAL PLACE, ,10314,2,0,2,4200,2194,1970,1,B2,0,2017-05-19 00:00:00
823,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1576,33, ,B2,4 OLIVER PLACE, ,10314,2,0,2,4515,2160,1970,1,B2,0,2017-06-07 00:00:00
824,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1581,20, ,B9,29 LEGGETT PLACE, ,10314,2,0,2,3450,2312,1980,1,B9,570000,2017-02-24 00:00:00
825,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1581,32, ,B9,9 LEGGETT PLACE, ,10314,2,0,2,2475,2464,1980,1,B9,0,2017-08-24 00:00:00
826,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1582,52, ,B9,48 LEGGETT PLACE, ,10314,2,0,2,2824,1760,1975,1,B9,619000,2017-10-13 00:00:00
827,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1583,47, ,B9,80 RENEE PLACE, ,10314,2,0,2,2316,1280,1978,1,B9,540000,2017-06-27 00:00:00
828,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1584,30, ,B2,2 MORGAN LANE, ,10314,2,0,2,4371,2544,1970,1,B2,740000,2017-11-21 00:00:00
829,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1595,165, ,B2,429 HILLMAN AVENUE, ,10314,2,0,2,3120,2048,1980,1,B2,630000,2017-06-12 00:00:00
830,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1597,30, ,B2,86 LANDER AVENUE, ,10314,2,0,2,3869,2231,2007,1,B2,0,2017-06-07 00:00:00
831,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1597,31, ,B2,82 LANDER AVENUE, ,10314,2,0,2,3815,2231,2007,1,B2,0,2017-06-07 00:00:00
832,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1597,107, ,B2,223 HILLMAN AVENUE, ,10314,2,0,2,4738,2808,1975,1,B2,750000,2017-02-22 00:00:00
833,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1597,125, ,B2,285 ARLENE STREET, ,10314,2,0,2,4000,2244,1965,1,B2,655000,2017-10-06 00:00:00
834,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1597,151, ,B2,233 ARLENE STREET, ,10314,2,0,2,4000,2617,1970,1,B2,0,2017-03-31 00:00:00
835,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1599,37, ,B2,204 ARLENE STREET, ,10314,2,0,2,4400,2631,1970,1,B2,0,2017-11-03 00:00:00
836,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1599,125, ,B2,59 FIELDSTONE ROAD, ,10314,2,0,2,4312,2152,1970,1,B2,675000,2017-02-08 00:00:00
837,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1600,23, ,B2,216 ROMAN AVENUE, ,10314,2,0,2,3953,1845,2015,1,B2,506998,2017-04-06 00:00:00
838,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1602,23, ,B2,146 ROMAN AVENUE, ,10314,2,0,2,2668,1884,2015,1,B2,609931,2017-03-28 00:00:00
839,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1602,28, ,B2,156 ROMAN AVENUE, ,10314,2,0,2,1383,1884,2015,1,B2,570220,2017-04-06 00:00:00
840,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1602,32, ,B2,135 ELSON STREET, ,10314,2,0,2,1310,1884,2015,1,B2,570220,2017-06-13 00:00:00
841,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1602,33, ,B2,137 ELSON STREET, ,10314,2,0,2,2565,1884,2015,1,B2,609931,2017-01-05 00:00:00
842,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1602,34, ,B2,143 ELSON STREET, ,10314,2,0,2,2700,1884,2015,1,B2,589566,2017-05-01 00:00:00
843,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1602,37, ,B2,149 ELSON STREET, ,10314,2,0,2,2369,1884,2015,1,B2,589566,2017-05-01 00:00:00
844,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1620,2, ,B9,189 LAMBERTS LANE, ,10314,2,0,2,3120,1638,1980,1,B9,0,2017-08-18 00:00:00
845,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1621,16, ,B9,60 LONGDALE STREET, ,10314,2,0,2,2500,1326,1981,1,B9,172545,2017-10-02 00:00:00
846,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1632,109, ,B9,118 FAHY AVENUE, ,10314,2,0,2,3150,2592,1987,1,B9,0,2017-05-03 00:00:00
847,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1632,150, ,B2,27 GAULDY AVENUE, ,10314,2,0,2,2550,1656,1975,1,B2,0,2017-04-24 00:00:00
848,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1644,26, ,B9,36 COMSTOCK AVENUE, ,10314,2,0,2,4536,1950,1970,1,B9,470000,2017-10-12 00:00:00
849,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1644,31, ,B9,8 ZECK COURT, ,10314,2,0,2,5404,1868,1970,1,B9,393432,2017-01-30 00:00:00
850,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1646,28, ,B9,61 COMSTOCK AVENUE, ,10314,2,0,2,3842,1700,1970,1,B9,10,2017-11-08 00:00:00
851,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1646,33, ,B9,69 COMSTOCK AVENUE, ,10314,2,0,2,3842,1700,1970,1,B9,0,2017-08-18 00:00:00
852,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1654,7, ,B2,288 ADA DRIVE, ,10314,2,0,2,3876,1960,1983,1,B2,0,2017-04-18 00:00:00
853,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1654,7, ,B2,288 ADA DRIVE, ,10314,2,0,2,3876,1960,1983,1,B2,0,2017-10-13 00:00:00
854,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1654,21, ,B2,272 ADA DRIVE, ,10314,2,0,2,3488,1960,1983,1,B2,430000,2017-05-01 00:00:00
855,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1654,69, ,B9,255 REGIS DRIVE, ,10314,2,0,2,3225,1683,1983,1,B9,520000,2017-06-02 00:00:00
856,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1654,78, ,B9,273 REGIS DRIVE, ,10314,2,0,2,3096,1683,1983,1,B9,0,2017-07-20 00:00:00
857,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1655,52, ,B9,196 REGIS DRIVE, ,10314,2,0,2,3330,1912,1974,1,B9,390000,2017-11-10 00:00:00
858,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1655,58, ,B9,184 REGIS DRIVE, ,10314,2,0,2,3360,1912,1974,1,B9,560000,2017-07-18 00:00:00
859,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1655,59, ,B9,182 REGIS DRIVE, ,10314,2,0,2,3450,1912,1974,1,B9,0,2017-01-24 00:00:00
860,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1655,61, ,B9,180 REGIS DRIVE, ,10314,2,0,2,3600,1912,1974,1,B9,70000,2017-08-18 00:00:00
861,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1657,61, ,B9,82 REGIS DRIVE, ,10314,2,0,2,3630,1896,1970,1,B9,449000,2017-03-13 00:00:00
862,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1658,38, ,B9,59 ADA DRIVE, ,10314,2,0,2,3350,1584,1980,1,B9,460831,2017-10-19 00:00:00
863,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1658,72, ,B2,123 ADA DRIVE, ,10314,2,0,2,3275,1624,1983,1,B2,534888,2017-01-03 00:00:00
864,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1658,77, ,B2,135 ADA DRIVE, ,10314,2,0,2,3250,1624,1983,1,B2,520000,2017-11-30 00:00:00
865,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1658,88, ,B2,155 ADA DRIVE, ,10314,2,0,2,3225,2220,1984,1,B2,557500,2017-07-26 00:00:00
866,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1658,117, ,B2,203 ADA DRIVE, ,10314,2,0,2,3305,1624,1980,1,B2,508000,2017-10-25 00:00:00
867,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1658,121, ,B2,209 ADA DRIVE, ,10314,2,0,2,3296,1624,1980,1,B2,491000,2017-01-27 00:00:00
868,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1658,123, ,B2,215 ADA DRIVE, ,10314,2,0,2,3296,1624,1980,1,B2,540000,2017-12-20 00:00:00
869,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1658,137, ,B2,241 ADA DRIVE, ,10314,2,0,2,3799,2121,1983,1,B2,590000,2017-10-27 00:00:00
870,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1658,139, ,B2,245 ADA DRIVE, ,10314,2,0,2,3930,2121,1983,1,B2,580000,2017-11-27 00:00:00
871,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1658,148, ,B2,259 ADA DRIVE, ,10314,2,0,2,3567,2121,1984,1,B2,550000,2017-03-24 00:00:00
872,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,76, ,B9,115 SPARTAN AVENUE, ,10303,2,0,2,3040,2256,1975,1,B9,0,2017-07-26 00:00:00
873,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,104, ,B2,53 SPARTAN AVENUE, ,10303,2,0,2,3800,2400,1980,1,B2,0,2017-05-05 00:00:00
874,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,262, ,B2,145 AMADOR STREET, ,10303,2,0,2,4275,2688,1970,1,B2,0,2017-10-06 00:00:00
875,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,391, ,B2,405 LISK AVENUE, ,10303,2,0,2,2880,1344,1975,1,B2,389900,2017-06-30 00:00:00
876,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,392, ,B2,407 LISK AVENUE, ,10303,2,0,2,2880,1344,1975,1,B2,450000,2017-05-11 00:00:00
877,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,435, ,B2,499 LISK AVENUE, ,10303,2,0,2,3000,1754,1980,1,B2,495000,2017-04-13 00:00:00
878,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,442, ,B2,511 LISK AVENUE, ,10303,2,0,2,4680,2642,1975,1,B2,0,2017-02-03 00:00:00
879,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,517, ,B2,58 BIRCH ROAD, ,10303,2,0,2,3420,2228,1970,1,B2,550000,2017-10-13 00:00:00
880,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,521, ,B2,66 BIRCH ROAD, ,10303,2,0,2,3420,2568,1970,1,B2,505000,2017-05-12 00:00:00
881,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,525, ,B2,74 BIRCH ROAD, ,10303,2,0,2,3420,2568,1970,1,B2,100,2017-06-02 00:00:00
882,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,525, ,B2,74 BIRCH ROAD, ,10303,2,0,2,3420,2568,1970,1,B2,475000,2017-06-27 00:00:00
883,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1670,537, ,B2,100 BIRCH ROAD, ,10303,2,0,2,3420,2732,1970,1,B2,0,2017-02-07 00:00:00
884,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1673,17, ,B9,25 YALE STREET, ,10303,2,0,2,2610,2256,1973,1,B9,285000,2017-09-18 00:00:00
885,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1674,11, ,B2,36 SPARTAN AVENUE, ,10303,2,0,2,3240,2100,1975,1,B2,620000,2017-08-02 00:00:00
886,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1680,95, ,B2,5B LUDWIG LANE, ,10303,2,0,2,1600,1800,2000,1,B2,0,2017-02-21 00:00:00
887,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1680,95, ,B2,5B LUDWIG LANE, ,10303,2,0,2,1600,1800,2000,1,B2,0,2017-05-12 00:00:00
888,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,1680,160, ,B2,111 LUDWIG LANE, ,10303,2,0,2,3328,1188,1975,1,B2,0,2017-02-15 00:00:00
889,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2070,20, ,B9,46 CROFT PLACE, ,10314,2,0,2,2652,1530,1979,1,B9,540000,2017-06-27 00:00:00
890,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2070,27, ,B9,58 CROFT PLACE, ,10314,2,0,2,2600,1530,1979,1,B9,560000,2017-02-16 00:00:00
891,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2070,33, ,B9,74 CROFT PLACE, ,10314,2,0,2,2600,1530,1979,1,B9,0,2017-06-06 00:00:00
892,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2073,104, ,B2,90 GOLLER PLACE, ,10314,2,0,2,2450,1408,1980,1,B2,483000,2017-07-26 00:00:00
893,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2074,43, ,B9,25 GOLLER PLACE, ,10314,2,0,2,4379,1530,1980,1,B9,605000,2017-08-01 00:00:00
894,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2148,8, ,B2,107 FOREST STREET, ,10314,2,0,2,5200,1978,1970,1,B2,0,2017-01-26 00:00:00
895,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2148,74, ,B2,462 ARLENE STREET, ,10314,2,0,2,4500,1978,1970,1,B2,510000,2017-10-06 00:00:00
896,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2151,81, ,B2,154 AMSTERDAM AVENUE, ,10314,2,0,2,4500,2357,1970,1,B2,0,2017-02-01 00:00:00
897,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2151,114, ,B2,238 AMSTERDAM AVENUE, ,10314,2,0,2,4500,2357,1970,1,B2,726436,2017-02-16 00:00:00
898,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2153,27, ,B2,43 SIGNS ROAD, ,10314,2,0,2,4500,2254,1965,1,B2,700000,2017-01-31 00:00:00
899,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2153,29, ,B2,49 SIGNS ROAD, ,10314,2,0,2,4500,2254,1965,1,B2,760000,2017-12-28 00:00:00
900,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2153,79, ,B2,87 AMSTERDAM AVENUE, ,10314,2,0,2,4600,2254,1965,1,B2,680000,2017-01-13 00:00:00
901,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2153,120, ,B2,19 AMSTERDAM AVENUE, ,10314,2,0,2,4275,2254,1965,1,B2,0,2017-07-25 00:00:00
902,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2154,44, ,B2,96 AMSTERDAM AVENUE, ,10314,2,0,2,4600,2004,1970,1,B2,549855,2017-07-24 00:00:00
903,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2155,69, ,B2,39 CARNEGIE AVENUE, ,10314,2,0,2,4550,1992,1970,1,B2,10,2017-05-10 00:00:00
904,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2155,73, ,B2,49 CARNEGIE AVENUE, ,10314,2,0,2,4550,1992,1970,1,B2,705000,2017-04-28 00:00:00
905,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2155,92, ,B2,95 CARNEGIE AVENUE, ,10314,2,0,2,4700,1992,1970,1,B2,630000,2017-07-11 00:00:00
906,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2155,132, ,B2,53 DAWSON COURT, ,10314,2,0,2,4600,2008,1970,1,B2,0,2017-12-11 00:00:00
907,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2155,134, ,B2,49 DAWSON COURT, ,10314,2,0,2,4261,2008,1970,1,B2,770000,2017-11-17 00:00:00
908,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2155,326, ,B2,24 FOREST STREET, ,10314,2,0,2,3847,0,2016,1,B2,865512,2017-08-24 00:00:00
909,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2155,329, ,B2,18 FOREST STREET, ,10314,2,0,2,3966,0,2016,1,B2,884859,2017-08-07 00:00:00
910,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2155,333, ,B2,24 FOREST STREET, ,10314,2,0,2,4063,0,2016,1,B2,884859,2017-08-09 00:00:00
911,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2197,18, ,B2,49 NOSTRAND AVENUE, ,10314,2,0,2,4640,2404,1975,1,B2,633220,2017-11-01 00:00:00
912,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2197,30, ,B2,91 NOSTRAND AVENUE, ,10314,2,0,2,4074,2520,1975,1,B2,0,2017-03-08 00:00:00
913,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2197,34, ,B2,99 NOSTRAND AVENUE, ,10314,2,0,2,4074,2520,1975,1,B2,825000,2017-07-31 00:00:00
914,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2197,106, ,B2,326 GRAHAM AVENUE, ,10314,2,0,2,4000,2344,1975,1,B2,790000,2017-12-29 00:00:00
915,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2197,138, ,B2,264 GRAHAM AVENUE, ,10314,2,0,2,4000,2344,1975,1,B2,0,2017-03-14 00:00:00
916,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2197,153, ,B2,94 NOSTRAND AVENUE, ,10314,2,0,2,4000,2344,1975,1,B2,740000,2017-11-15 00:00:00
917,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2224,1, ,B2,49 SPEEDWELL AVENUE, ,10314,2,0,2,4050,1760,2016,1,B2,778961,2017-04-17 00:00:00
918,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2224,67, ,B2,53 SPEEDWELL AVENUE, ,10314,2,0,2,4050,1760,2016,1,B2,778961,2017-04-17 00:00:00
919,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2231,189, ,B3,170 MERRILL AVENUE, ,10314,2,0,2,3300,1580,1970,1,B3,640000,2017-09-15 00:00:00
920,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2231,195, ,B2,158 MERRILL AVENUE, ,10314,2,0,2,4000,1800,1970,1,B2,0,2017-04-24 00:00:00
921,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2231,227, ,B2,342 ARLENE STREET, ,10314,2,0,2,4200,2282,1970,1,B2,100000,2017-02-02 00:00:00
922,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2231,248, ,B2,63 FIRTH ROAD, ,10314,2,0,2,4200,2227,1970,1,B2,745000,2017-05-10 00:00:00
923,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2231,254, ,B2,51 FIRTH ROAD, ,10314,2,0,2,4200,2227,1970,1,B2,750000,2017-01-19 00:00:00
924,5,BULLS HEAD,02 TWO FAMILY DWELLINGS                    ,1,2231,258, ,B2,45 FIRTH ROAD, ,10314,2,0,2,4200,2348,1970,1,B2,0,2017-01-09 00:00:00
