,Staten Island All Sales For 2010 (January 2010 - December 2010),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
12,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6211,51, ,A5,72 SEGUINE PLACE                         ,            ,10312,1,0,1,1508,1068,1986,1,A5,10000,2010-09-01 00:00:00
13,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,60, ,A5,89 LORRAINE AVENUE                       ,            ,10312,1,0,1,1650,2048,2004,1,A5,400000,2010-11-08 00:00:00
14,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,79, ,A2,1072 ARDEN AVENUE                        ,            ,10312,1,0,1,4200,500,1925,1,A2,0,2010-07-19 00:00:00
15,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,172, ,A1,73 JEANNETTE AVENUE                      ,            ,10312,1,0,1,4500,2454,1965,1,A1,802500,2010-09-21 00:00:00
16,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6219,11, ,A5,84 LORRAINE AVENUE                       ,            ,10312,1,0,1,2700,2285,2004,1,A5,423000,2010-01-27 00:00:00
17,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,20, ,A5,31 BARB STREET                           ,            ,10312,1,0,1,1585,1661,2004,1,A5,420000,2010-06-24 00:00:00
18,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,59, ,A5,32 ENDVIEW STREET                        ,            ,10312,1,0,1,1648,1816,2003,1,A5,0,2010-08-11 00:00:00
19,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,66, ,A5,48 ENDVIEW STREET                        ,            ,10312,1,0,1,1648,1816,2003,1,A5,0,2010-06-30 00:00:00
20,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,70, ,A5,56 ENDVIEW STREET                        ,            ,10312,1,0,1,1648,1816,2003,1,A5,425000,2010-09-22 00:00:00
21,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6221,28, ,A1,1046 ARDEN AVENUE                        ,            ,10312,1,0,1,8400,1872,1925,1,A1,0,2010-04-19 00:00:00
22,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6227,10, ,A2,117 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,5000,1096,1965,1,A2,90413,2010-10-07 00:00:00
23,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6227,71, ,A1,944 CARLTON BOULEVARD                    ,            ,10312,1,0,1,4125,1408,1935,1,A1,587500,2010-09-02 00:00:00
24,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,4, ,A2,259 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,9500,1228,1920,1,A2,545000,2010-10-19 00:00:00
25,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,41, ,A2,120 RATHBUN AVENUE                       ,            ,10312,1,0,1,6000,1182,1960,1,A2,0,2010-12-16 00:00:00
26,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,41, ,A2,120 RATHBUN AVENUE                       ,            ,10312,1,0,1,6000,1182,1960,1,A2,465000,2010-05-03 00:00:00
27,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,129, ,A2,959 ANNADALE ROAD                        ,            ,10312,1,0,1,7695,1848,1960,1,A2,0,2010-11-23 00:00:00
28,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,264, ,A2,153 NORTH PINE TERRACE                   ,            ,10312,1,0,1,7840,1912,1965,1,A2,0,2010-06-25 00:00:00
29,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,700, ,A1,77 BENNETT AVENUE                        ,            ,10312,1,0,1,8322,2144,1986,1,A1,820000,2010-04-05 00:00:00
30,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6251,12, ,A1,80 DOWNES AVENUE                         ,            ,10312,1,0,1,4000,2166,1974,1,A1,1000,2010-06-28 00:00:00
31,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6251,12, ,A1,80 DOWNES AVENUE                         ,            ,10312,1,0,1,4000,2166,1974,1,A1,1000,2010-01-06 00:00:00
32,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6259,40, ,A2,100 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,4000,1300,1955,1,A2,360500,2010-06-30 00:00:00
33,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6260,33, ,B2,204 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,6000,2230,1940,1,A2,370000,2010-07-29 00:00:00
34,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6260,33, ,B2,204 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,6000,2230,1940,1,A2,0,2010-07-29 00:00:00
35,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6260,33, ,B2,204 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,6000,2230,1940,1,A2,162750,2010-03-25 00:00:00
36,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6260,33, ,B2,204 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,6000,2230,1940,1,A2,0,2010-03-25 00:00:00
37,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6265,12, ,A1,294 RENSSELAER AVENUE                    ,            ,10312,1,0,1,4000,2592,2000,1,A1,0,2010-08-16 00:00:00
38,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6266,27, ,A1,278 SHELDON AVENUE                       ,            ,10312,1,0,1,4000,1494,1930,1,A1,0,2010-01-07 00:00:00
39,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6267,5, ,A5,238 SINCLAIR AVENUE                      ,            ,10312,1,0,1,2520,1824,2002,1,A5,455000,2010-10-29 00:00:00
40,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6267,36, ,A1,346 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,6000,4160,2008,1,A1,916425,2010-01-28 00:00:00
41,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6268,70, ,A2,231 SINCLAIR AVENUE                      ,            ,10312,1,0,1,4200,1884,1965,1,A2,0,2010-12-06 00:00:00
42,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6268,70, ,A2,231 SINCLAIR AVENUE                      ,            ,10312,1,0,1,4200,1884,1965,1,A2,0,2010-10-11 00:00:00
43,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6270,37, ,A2,440 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,12000,2776,1970,1,A2,300000,2010-05-06 00:00:00
44,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6273,18, ,A1,20 HOLCOMB AVENUE                        ,            ,10312,1,0,1,8400,1428,1989,1,A1,0,2010-10-20 00:00:00
45,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6277,68, ,A1,338 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,2620,1960,1,A1,715000,2010-03-25 00:00:00
46,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6278,32, ,A2,335 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,7000,2668,1970,1,A2,0,2010-03-30 00:00:00
47,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6278,35, ,A2,341 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,8000,1388,1950,1,A2,290725,2010-12-29 00:00:00
48,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6280,23, ,A1,390 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4080,2842,1955,1,A1,0,2010-08-28 00:00:00
49,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6281,10, ,A1,876 DRUMGOOLE ROAD EAST                  ,            ,10312,1,0,1,4212,3480,1974,1,A1,0,2010-08-05 00:00:00
50,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6281,43, ,A1,393 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,6000,2854,1975,1,A1,630000,2010-05-18 00:00:00
51,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6298,23, ,A2,74 RAMONA AVENUE                         ,            ,10312,1,0,1,4000,1932,1975,1,A2,460000,2010-09-29 00:00:00
52,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6298,25, ,A2,70 RAMONA AVENUE                         ,            ,10312,1,0,1,4000,1932,1975,1,A2,515000,2010-05-12 00:00:00
53,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6299,15, ,A2,404 RATHBUN AVENUE                       ,            ,10312,1,0,1,6000,1932,1975,1,A2,495000,2010-12-14 00:00:00
54,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6300,19, ,A3,440 RENSSELAER AVENUE                    ,            ,10312,1,0,1,13000,2957,1970,1,A3,695000,2010-08-12 00:00:00
55,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6301,73, ,A2,476 SHELDON AVENUE                       ,            ,10312,1,0,1,10000,1968,1970,1,A2,237500,2010-02-02 00:00:00
56,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6305,92, ,A3,6 CROWN PLACE                            ,            ,10312,1,0,1,10400,3788,1986,1,A3,0,2010-12-03 00:00:00
57,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6305,92, ,A3,6 CROWN PLACE                            ,            ,10312,1,0,1,10400,3788,1986,1,A3,0,2010-12-03 00:00:00
58,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6320,73, ,A1,58 BUFFINGTON AVENUE                     ,            ,10312,1,0,1,4000,1840,1970,1,A1,0,2010-03-22 00:00:00
59,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6320,73, ,A1,58 BUFFINGTON AVENUE                     ,            ,10312,1,0,1,4000,1840,1970,1,A1,0,2010-03-21 00:00:00
60,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6323,35, ,A1,190 TENAFLY PLACE                        ,            ,10312,1,0,1,4165,1070,1992,1,A1,525000,2010-06-10 00:00:00
61,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6349,1, ,A1,464 HAROLD AVENUE                        ,            ,10312,1,0,1,10126,2720,1982,1,A1,940000,2010-06-30 00:00:00
62,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6352,52, ,A3,80 BAYVIEW TERRACE                       ,            ,10312,1,0,1,6005,7580,1988,1,A3,0,2010-02-03 00:00:00
63,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6352,52, ,A3,80 BAYVIEW TERRACE                       ,            ,10312,1,0,1,6005,7580,1988,1,A3,0,2010-02-03 00:00:00
64,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6352,52, ,A3,80 BAYVIEW TERRACE                       ,            ,10312,1,0,1,6005,7580,1988,1,A3,0,2010-02-03 00:00:00
65,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6361,20, ,A1,219 KINGHORN STREET                      ,            ,10312,1,0,1,6750,2874,1984,1,A1,725000,2010-08-02 00:00:00
66,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6361,56, ,A1,152 NOEL STREET                          ,            ,10312,1,0,1,6440,2510,1983,1,A1,725000,2010-03-24 00:00:00
67,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6363,4, ,A1,303 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,8480,3600,1998,1,A1,996500,2010-07-15 00:00:00
68,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6364,101, ,A9,346 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,4225,3098,1980,1,A9,0,2010-12-21 00:00:00
69,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6369,35, ,A1,270 KOCH BOULEVARD                       ,            ,10312,1,0,1,9900,3694,1985,1,A1,978900,2010-09-02 00:00:00
70,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6370,4, ,A3,491 BARCLAY AVENUE                       ,            ,10312,1,0,1,6180,4808,1990,1,A3,900000,2010-06-25 00:00:00
71,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6373,11, ,A2,146 FINGAL STREET                        ,            ,10312,1,0,1,6000,1334,1940,1,A2,0,2010-04-12 00:00:00
72,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6378,35, ,A9,102 TALLMAN STREET                       ,            ,10312,1,0,1,4000,3789,1989,1,A9,725000,2010-07-29 00:00:00
73,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6394,9, ,A6,18 3 COURT                               ,            ,10312,1,0,1,10000,715,1950,1,A6,500000,2010-09-14 00:00:00
74,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6394,9, ,A6,18 3 COURT                               ,            ,10312,1,0,1,10000,715,1950,1,A6,0,2010-06-16 00:00:00
75,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6406,42, ,A9,282 NOEL STREET                          ,            ,10312,1,0,1,8373,4000,1987,1,A9,885000,2010-12-16 00:00:00
76,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6424,78, ,A1,27 RAE AVENUE                            ,            ,10312,1,0,1,10000,2104,1975,1,A1,0,2010-10-12 00:00:00
77,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6431,177, ,A1,375 POILLON AVENUE                       ,            ,10312,1,0,1,3420,1024,1940,1,A1,0,2010-08-20 00:00:00
78,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6441,105, ,A2,43 DOLE STREET                           ,            ,10312,1,0,1,12400,1320,1955,1,A2,0,2010-12-21 00:00:00
79,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6442,35, ,A1,263 POILLON AVENUE                       ,            ,10312,1,0,1,19000,2061,1940,1,A1,650000,2010-07-23 00:00:00
80,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6452,2, ,A1,40 ZEPHYR AVENUE                         ,            ,10312,1,0,1,6580,1584,1965,1,A1,0,2010-12-10 00:00:00
81,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6456,37, ,A1,241 KENWOOD AVENUE                       ,            ,10312,1,0,1,6380,7100,2002,1,A1,930000,2010-02-04 00:00:00
82,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6469,99, ,A1,82 POILLON AVENUE                        ,            ,10312,1,0,1,13156,3552,1997,1,A1,450000,2010-08-17 00:00:00
83,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,165, ,A3,545 ARBUTUS AVENUE                       ,            ,10312,1,0,1,10100,5432,1989,1,A3,0,2010-01-04 00:00:00
84,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,230, ,A3,30 NICOLOSI DRIVE                        ,            ,10312,1,0,1,23433,5400,1990,1,A3,0,2010-09-03 00:00:00
85,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,230, ,A3,30 NICOLOSI DRIVE                        ,            ,10312,1,0,1,23433,5400,1990,1,A3,0,2010-09-03 00:00:00
86,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,230, ,A3,30 NICOLOSI DRIVE                        ,            ,10312,1,0,1,23433,5400,1990,1,A3,0,2010-06-14 00:00:00
87,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6499,25, ,A3,500 JANSEN STREET                        ,            ,10312,1,0,1,35000,9200,1994,1,A3,0,2010-02-19 00:00:00
88,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6511,11, ,A1,8 RUGGLES STREET                         ,            ,10312,1,0,1,7500,1336,1928,1,A1,420000,2010-03-03 00:00:00
89,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6511,104, ,A2,5192 AMBOY ROAD                          ,            ,10312,1,0,1,7240,1144,1950,1,A2,399000,2010-10-13 00:00:00
90,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6523,15, ,A1,135 ARBUTUS AVENUE                       ,            ,10312,1,0,1,4620,770,1945,1,A1,390000,2010-11-12 00:00:00
91,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6523,19, ,A1,125 ARBUTUS AVENUE                       ,            ,10312,1,0,1,3450,3104,2005,1,A1,660000,2010-12-14 00:00:00
92,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,5425,9, ,B2,4678 HYLAN BOULEVARD                     ,            ,10312,2,0,2,5742,1906,1982,1,B2,0,2010-08-05 00:00:00
93,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,4, ,B2,180 SNEDEN AVENUE                        ,            ,10312,2,0,2,2600,2092,2005,1,B2,490000,2010-08-01 00:00:00
94,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,8, ,B2,188 SNEDEN AVENUE                        ,            ,10312,2,0,2,2600,2092,2005,1,B2,0,2010-09-25 00:00:00
95,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,14, ,B2,202 SNEDEN AVENUE                        ,            ,10312,2,0,2,2600,2092,2005,1,B2,0,2010-12-10 00:00:00
96,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,71, ,A5,191 MOSELY AVENUE                        ,            ,10312,1,0,1,2665,2092,2007,1,B2,490000,2010-06-04 00:00:00
97,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,71, ,A5,191 MOSELY AVENUE                        ,            ,10312,1,0,1,2665,2092,2007,1,B2,0,2010-01-26 00:00:00
98,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6212,156, ,B2,115 JEANNETTE AVENUE                     ,            ,10312,2,0,2,4300,2500,2000,1,B2,599000,2010-03-05 00:00:00
99,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6212,156, ,B2,115 JEANNETTE AVENUE                     ,            ,10312,2,0,2,4300,2500,2000,1,B2,0,2010-03-05 00:00:00
100,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6233,68, ,B2,163 RATHBUN AVENUE                       ,            ,10312,2,0,2,4000,2570,2006,1,B2,600000,2010-06-16 00:00:00
101,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6237,33, ,B2,192 VINELAND AVENUE                      ,            ,10312,2,0,2,4000,2950,2000,1,B2,705000,2010-10-29 00:00:00
102,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6249,247, ,B2,132 NORTH PINE TERRACE                   ,            ,10312,2,0,2,4000,2008,1965,1,B2,76000,2010-04-05 00:00:00
103,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6250,16, ,B2,126 BENNETT AVENUE                       ,            ,10312,2,0,2,4242,1952,1970,1,B2,488500,2010-12-10 00:00:00
104,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6250,16, ,B2,126 BENNETT AVENUE                       ,            ,10312,2,0,2,4242,1952,1970,1,B2,0,2010-01-12 00:00:00
105,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6252,59, ,B2,33 DOWNES AVENUE                         ,            ,10312,2,0,2,3000,1480,1986,1,B2,400000,2010-04-02 00:00:00
106,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6252,81, ,B2,77 DOWNES AVENUE                         ,            ,10312,2,0,2,3000,1320,1984,1,B2,0,2010-01-26 00:00:00
107,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6260,58, ,B2,241 DETROIT AVENUE                       ,            ,10312,2,0,2,4000,3083,1990,1,B2,599000,2010-10-29 00:00:00
108,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6266,11, ,B2,310 SHELDON AVENUE                       ,            ,10312,2,0,2,4000,2150,2010,1,B2,750000,2010-12-13 00:00:00
109,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6270,5, ,B1,334 CROWN AVENUE                         ,            ,10312,2,0,2,4000,2080,1975,1,B1,0,2010-09-01 00:00:00
110,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6270,7, ,B1,330 CROWN AVENUE                         ,            ,10312,2,0,2,6000,2324,1975,1,B1,0,2010-09-01 00:00:00
111,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6270,72, ,B2,315 VINELAND AVENUE                      ,            ,10312,2,0,2,4000,2720,1970,1,B2,0,2010-01-22 00:00:00
112,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6278,22, ,A1,315 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,2500,1975,1,B2,0,2010-01-25 00:00:00
113,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6296,5, ,B1,488 IONIA AVENUE                         ,            ,10312,2,0,2,7000,2560,1970,1,B1,845000,2010-06-28 00:00:00
114,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6297,23, ,B2,436 LAMONT AVENUE                        ,            ,10312,2,0,2,4000,2170,1970,1,B2,550000,2010-06-23 00:00:00
115,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6301,3, ,B2,462 SHELDON AVENUE                       ,            ,10312,2,0,2,12000,5065,1999,1,B2,0,2010-10-29 00:00:00
116,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6305,114, ,B1,375 VINELAND AVENUE                      ,            ,10312,2,0,2,10000,3976,1986,1,B1,566666,2010-12-21 00:00:00
117,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6305,124, ,B1,395 VINELAND AVENUE                      ,            ,10312,2,0,2,10000,4688,1986,1,B1,900000,2010-11-03 00:00:00
118,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6321,34, ,B2,5223 AMBOY ROAD                          ,            ,10312,2,0,2,18442,3288,1899,1,B2,0,2010-11-12 00:00:00
119,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6323,22, ,B2,AMBOY ROAD                               ,            ,10312,2,0,2,5144,2170,2010,1,B2,570000,2010-08-11 00:00:00
120,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6349,38, ,A1,115 BENNETT PLACE                        ,            ,10312,1,0,1,9960,5400,1985,1,B2,0,2010-11-17 00:00:00
121,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6350,7, ,B2,106 BENNETT PLACE                        ,            ,10312,2,0,2,8000,4208,1985,1,B2,0,2010-09-14 00:00:00
122,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6350,45, ,B1,465 HOLDRIDGE AVENUE                     ,            ,10312,2,0,2,10003,5192,1990,1,B1,1210000,2010-01-08 00:00:00
123,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6352,25, ,B2,133 PEARE PLACE                          ,            ,10312,2,0,2,10000,3604,1984,1,B2,0,2010-07-23 00:00:00
124,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6353,3, ,B2,4796 HYLAN BOULEVARD                     ,            ,10312,2,0,2,4003,2850,2006,1,B2,680000,2010-08-27 00:00:00
125,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6359,5, ,B2,65 RYAN PLACE                            ,            ,10312,2,0,2,4000,2364,1984,1,B2,10,2010-09-24 00:00:00
126,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6360,25, ,B2,591 BARCLAY AVENUE                       ,            ,10312,2,0,2,10004,2592,1978,1,B2,0,2010-03-11 00:00:00
127,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6373,23, ,B2,4782 AMBOY ROAD                          ,            ,10312,2,0,2,19617,9050,2000,1,B2,980000,2010-12-14 00:00:00
128,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6403,12, ,B2,351 KINGHORN STREET                      ,            ,10312,2,0,2,4000,3200,2001,1,B2,650000,2010-02-23 00:00:00
129,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6424,44, ,B2,292 BARCLAY AVENUE                       ,            ,10312,2,0,2,4000,1649,1975,1,B2,0,2010-11-10 00:00:00
130,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6442,134, ,B2,37 NEWTON STREET                         ,            ,10312,2,0,2,7550,4741,1960,1,B2,999000,2010-04-07 00:00:00
131,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6453,13, ,B2,446 POILLON AVENUE                       ,            ,10312,2,0,2,10020,3970,1997,1,B2,1075000,2010-10-29 00:00:00
