,Staten Island All Sales For 2005 (January 2005 - December 2005),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
3677,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,4645,1087, ,R3,282 TIMBER RIDGE DRIVE                   ,5282,10306,1,0,1,0,0,1981,1,R3,230000,2005-01-05 00:00:00
3678,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,4645,1109, ,R3,332 TIMBER RIDGE DRIVE                   ,6332,10306,1,0,1,0,0,1981,1,R3,290000,2005-11-30 00:00:00
3679,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,4645,1132, ,R3,58 NANCY COURT                           ,8058,10306,1,0,1,0,0,1981,1,R3,340000,2005-06-28 00:00:00
3680,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5190,1007, ,R3,7 YACHT CLUB COVE                        ,7,10308,1,0,1,0,0,1971,1,R3,430000,2005-11-11 00:00:00
3681,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5190,1008, ,R3,8 YACHT CLUB COVE                        ,8,10308,1,0,1,0,0,1971,1,R3,390000,2005-02-11 00:00:00
3682,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5190,1021, ,R3,21 YACHT CLUB COVE                       ,21,10308,1,0,1,0,0,1971,1,R3,455000,2005-07-26 00:00:00
3683,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5190,1052, ,R3,52 YACHT CLUB COVE                       ,52,10308,1,0,1,0,0,1971,1,R3,382000,2005-05-03 00:00:00
3684,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5275,1001, ,R3,31A RUSSELL STREET                       ,A           ,10308,1,0,1,0,0,1986,1,R3,276000,2005-12-16 00:00:00
3685,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5275,1002, ,R3,31B RUSSELL STREET                       ,31B         ,10308,1,0,1,0,0,1985,1,R3,248000,2005-02-08 00:00:00
3686,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5275,1005, ,R3,31E RUSSELL STREET                       ,E           ,10308,1,0,1,0,0,1985,1,R3,280000,2005-12-20 00:00:00
3687,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5303,1001, ,R3,5 HARBOUR COURT                          ,5,10308,1,0,1,0,0,1987,1,R3,473000,2005-02-16 00:00:00
3688,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5303,1026, ,R3,64 HARBOUR COURT                         ,64,10308,1,0,1,0,0,1987,1,R3,633000,2005-01-31 00:00:00
3689,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5303,1030, ,R3,56 HARBOUR COURT                         ,56,10308,1,0,1,0,0,1987,1,R3,630000,2005-11-18 00:00:00
3690,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5303,1049, ,R3,133 TENNYSON DRIVE                       ,133,10308,1,0,1,0,0,1990,1,R3,989000,2005-07-11 00:00:00
3691,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5303,1058, ,R3,153 TENNYSON DRIVE                       ,153,10308,1,0,1,0,0,1990,1,R3,625000,2005-12-02 00:00:00
3692,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5310,1006, ,R3,38 FILIPE LANE                           ,6,10308,1,0,1,0,0,1987,1,R3,330000,2005-05-20 00:00:00
3693,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5437,1004, ,R3,164 KATAN AVENUE                         ,B2          ,10308,1,0,1,0,0,1985,1,R3,283000,2005-06-30 00:00:00
3694,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5438,1009, ,R3,246 KATAN AVENUE                         ,A           ,10308,1,0,1,0,0,1988,1,R3,0,2005-06-04 00:00:00
3695,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5438,1016, ,R3,240B KATAN AVENUE                        ,B           ,10308,1,0,1,0,0,1988,1,R3,314000,2005-12-07 00:00:00
3696,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5438,1020, ,R3,228 KATAN AVENUE                         ,B           ,10308,1,0,1,0,0,1988,1,R3,275000,2005-08-02 00:00:00
3697,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5438,1027, ,R3,210A KATAN AVENUE                        ,49A         ,10308,1,0,1,0,0,1986,1,R3,272000,2005-11-18 00:00:00
3698,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5438,1028, ,R3,210 KATAN AVENUE                         ,B           ,10308,1,0,1,0,0,1988,1,R3,287500,2005-10-26 00:00:00
3699,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5438,1028, ,R3,210 KATAN AVENUE                         ,B           ,10308,1,0,1,0,0,1988,1,R3,0,2005-01-21 00:00:00
3700,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5439,1022, ,R3,152 COLON AVENUE                         ,            ,10308,1,0,1,0,0,1988,1,R3,300000,2005-09-29 00:00:00
3701,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5439,1038, ,R3,31B KATAN LOOP                           ,B           ,10308,1,0,1,0,0,1988,1,R3,271400,2005-08-19 00:00:00
3702,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1008, ,R3,4219 AMBOY ROAD                          ,7B          ,10308,1,0,1,0,0,1984,1,R3,218000,2005-01-31 00:00:00
3703,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1010, ,R3,4219H AMBOY ROAD                         ,8,10308,1,0,1,0,0,1984,1,R3,0,2005-02-07 00:00:00
3704,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1028, ,R3,4199 AMBOY ROAD                          ,6B          ,10308,1,0,1,0,0,1984,1,R3,207000,2005-05-20 00:00:00
3705,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1031, ,R3,4199 AMBOY ROAD                          ,5A          ,10308,1,0,1,0,0,1984,1,R3,210000,2005-05-11 00:00:00
3706,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1035, ,R3,4199 AMBOY ROAD                          ,1A          ,10308,1,0,1,0,0,1984,1,R3,206000,2005-07-18 00:00:00
3707,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1037, ,R3,4185 AMBOY ROAD                          ,6B          ,10308,1,0,1,0,0,1984,1,R3,190000,2005-04-22 00:00:00
3708,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1043, ,R3,4185B AMBOY ROAD                         ,2,10308,1,0,1,0,0,1984,1,R3,265000,2005-04-26 00:00:00
3709,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1051, ,R3,4189D AMBOY ROAD                         ,4,10308,1,0,1,0,0,1984,1,R3,295000,2005-08-11 00:00:00
3710,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1064, ,R3,4193B AMBOY ROAD                         ,2B          ,10308,1,0,1,0,0,1984,1,R3,225000,2005-01-21 00:00:00
3711,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1065, ,R3,4193B AMBOY ROAD                         ,2A          ,10308,1,0,1,0,0,1984,1,R3,180000,2005-04-21 00:00:00
3712,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1067, ,R3,4193 AMBOY ROAD                          ,1B          ,10308,1,0,1,0,0,1984,1,R3,216300,2005-08-02 00:00:00
3713,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1082, ,R3,4211 AMBOY ROAD                          ,8B          ,10308,1,0,1,0,0,1984,1,R3,0,2005-06-14 00:00:00
3714,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5460,1090, ,R3,4211B AMBOY ROAD                         ,2,10308,1,0,1,0,0,1984,1,R3,0,2005-05-05 00:00:00
3715,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5461,1002, ,R3,18 ABINGDON AVENUE                       ,18,10308,1,0,1,0,0,1988,1,R3,212000,2005-06-30 00:00:00
3716,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5461,1018, ,R3,34A ABINGDON AVENUE                      ,34A         ,10308,1,0,1,0,0,1989,1,R3,285000,2005-10-06 00:00:00
3717,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5475,1002, ,R3,360 BARLOW AVENUE                        ,2,10308,1,0,1,0,0,1985,1,R3,260000,2005-07-29 00:00:00
3718,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5475,1012, ,R3,360 BARLOW AVENUE                        ,15,10308,1,0,1,0,0,1985,1,R3,244000,2005-03-11 00:00:00
3719,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5475,1029, ,R3,360 BARLOW AVENUE                        ,33,10308,1,0,1,0,0,1985,1,R3,252500,2005-11-01 00:00:00
3720,5,GREAT KILLS              ,04  TAX CLASS 1 CONDOS                      ,1A,5475,1042, ,R3,360 BARLOW AVENUE                        ,B-8         ,10308,1,0,1,0,0,1985,1,R3,260000,2005-04-21 00:00:00
3721,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,1,5203,57, ,B9,WHITMAN AVENUE                           ,            ,10308,2,0,2,3000,1630,2005,1,V2,400000,2005-04-01 00:00:00
3722,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,1B,5226,11, ,V0,RAMBLEWOOD AVENUE                        ,            ,10308,0,0,0,4075,0,0,1,V0,0,2005-04-11 00:00:00
3723,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,1,5271,1, ,B2,WIMAN AVENUE                             ,            ,10308,2,0,2,4551,3400,2006,1,V0,320000,2005-06-15 00:00:00
3724,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,1B,5294,10, ,V0,RICHMOND AVENUE                          ,            ,10312,0,0,0,1840,0,0,1,V0,0,2005-09-22 00:00:00
3725,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,  ,5307,7, ,  ,4102 HYLAN BOULEVARD                     ,            ,10308,0,0,0,0,0,0,1,V0,0,2005-06-02 00:00:00
3726,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,  ,5307,13, ,  ,GOODALL STREET                           ,            ,10308,0,0,0,0,0,0,1,V0,0,2005-06-02 00:00:00
3727,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,  ,5307,14, ,  ,GOODALL STREET                           ,            ,10308,0,0,0,0,0,0,1,V0,0,2005-06-02 00:00:00
3728,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,1B,5308,28, ,V0,WIMAN AVENUE                             ,            ,10308,0,0,0,11880,0,0,1,V0,0,2005-02-12 00:00:00
3729,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,1B,5308,28, ,V0,WIMAN AVENUE                             ,            ,10308,0,0,0,11880,0,0,1,V0,0,2005-02-08 00:00:00
3730,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,1B,5315,57, ,V0,ROBINSON AVENUE                          ,            ,10312,0,0,0,1300,0,0,1,V0,0,2005-11-01 00:00:00
3731,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,1,5436,21, ,B2,GIFFORDS LANE                            ,            ,10308,2,0,2,3313,2573,2006,1,V0,1170000,2005-12-13 00:00:00
3732,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,1,5436,28, ,B2,GIFFORDS LANE                            ,            ,10308,2,0,2,3185,2224,2006,1,V0,0,2005-12-13 00:00:00
3733,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,1B,5442,15, ,V0,STEIG AVENUE                             ,            ,10308,0,0,0,5050,0,0,1,V0,0,2005-05-26 00:00:00
3734,5,GREAT KILLS              ,05  TAX CLASS 1 VACANT LAND                 ,  ,5531,18, ,  ,3391 RICHMOND AVENUE                     ,            ,10312,0,0,0,0,0,0,1,V0,470000,2005-12-23 00:00:00
3735,5,GREAT KILLS              ,06  TAX CLASS 1 - OTHER                     ,1,5256,30, ,G0,90A RAMBLEWOOD AVENUE                    ,            ,10308,0,0,0,1900,0,1901,1,G0,456000,2005-09-28 00:00:00
3736,5,GREAT KILLS              ,06  TAX CLASS 1 - OTHER                     ,1,5322,50, ,G0,90 OCEANIC AVENUE                        ,            ,10312,0,0,0,2680,0,1901,1,G0,0,2005-01-27 00:00:00
3737,5,GREAT KILLS              ,07  RENTALS - WALKUP APARTMENTS             ,2A,5127,46, ,C3,118 GREAT KILLS ROAD                     ,            ,10308,4,0,4,8460,3150,1925,2,C3,555000,2005-02-11 00:00:00
3738,5,GREAT KILLS              ,07  RENTALS - WALKUP APARTMENTS             ,2B,5444,104, ,C1,304 GIFFORDS LANE                        ,9,10308,9,0,9,9212,4250,1931,2,C1,0,2005-06-29 00:00:00
3739,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,4640,22, ,C6,"3745 AMBOY ROAD, 10B                     ",            ,10308,0,0,0,0,0,1974,2,C6,170000,2005-04-25 00:00:00
3740,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,4640,22, ,C6,"3747 AMBOY ROAD, 8B                      ",            ,10308,0,0,0,0,0,1974,2,C6,104400,2005-07-14 00:00:00
3741,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,4640,22, ,C6,"3747 AMBOY ROAD, 3B                      ",            ,10308,0,0,0,0,0,1974,2,C6,104400,2005-07-14 00:00:00
3742,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,4640,22, ,C6,"3747 AMBOY ROAD, 3A                      ",            ,10308,0,0,0,0,0,1974,2,C6,139500,2005-07-21 00:00:00
3743,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,5229,7, ,C6,475 ARMSTRONG AVENUE                     ,            ,10308,60,0,60,79875,38647,1974,2,C6,65000,2005-04-08 00:00:00
3744,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,5229,7, ,C6,"475 ARMSTRONG AVENUE, E2                 ",            ,10308,0,0,0,0,0,1974,2,C6,40000,2005-04-08 00:00:00
3745,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,5229,7, ,C6,"475 ARMSTRONG AVE, H4                    ",            ,10308,0,0,0,0,0,1974,2,C6,125000,2005-06-22 00:00:00
3746,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,5229,7, ,C6,"475 ARMSTRONG AVE, F1                    ",            ,10308,0,0,0,0,0,1974,2,C6,83000,2005-06-23 00:00:00
3747,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,5229,7, ,C6,"475 ARMSTRONG AVE, H1                    ",            ,10308,0,0,0,0,0,1974,2,C6,130500,2005-06-22 00:00:00
3748,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,5229,7, ,C6,"475 ARMSTRONG AVENUE, F 4                ",            ,10308,0,0,0,0,0,1974,2,C6,65000,2005-04-08 00:00:00
3749,5,GREAT KILLS              ,09  COOPS - WALKUP APARTMENTS               ,2,5229,7, ,C6,"475 ARMSTRONG AVE, B2                    ",            ,10308,0,0,0,0,0,1974,2,C6,160000,2005-12-16 00:00:00
3750,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1031, ,R2,125 CORTELYOU AVENUE                     ,40909,10312,1,0,1,0,0,1972,2,R2,180000,2005-07-01 00:00:00
3751,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1039, ,R2,131 CORTELYOU AVENUE                     ,40910,10312,1,0,1,0,0,1972,2,R2,220000,2005-07-08 00:00:00
3752,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1039, ,R2,131 CORTELYOU AVENUE                     ,40910,10312,1,0,1,0,0,1972,2,R2,0,2005-07-08 00:00:00
3753,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1066, ,R2,149 CORTELYOU AVENUE                     ,B-1         ,10312,1,0,1,0,0,1972,2,R2,0,2005-12-05 00:00:00
3754,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1067, ,R2,149 CORTELYOU AVENUE                     ,B-2         ,10312,1,0,1,0,0,1972,2,R2,180000,2005-05-23 00:00:00
3755,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1075, ,R2,149 CORTELYOU AVENUE                     ,40942,10312,1,0,1,0,0,1972,2,R2,0,2005-12-16 00:00:00
3756,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1082, ,R2,894 ARMSTRONG AVENUE                     ,40911,10308,1,0,1,0,0,1972,2,R2,0,2005-05-20 00:00:00
3757,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1089, ,R2,892 ARMSTRONG AVENUE                     ,B-2         ,10308,1,0,1,0,0,1972,2,R2,205000,2005-08-31 00:00:00
3758,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1101, ,R2,890 ARMSTRONG AVENUE                     ,B-3         ,10308,1,0,1,0,0,1972,2,R2,170000,2005-06-29 00:00:00
3759,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1105, ,R2,890 ARMSTRONG AVENUE                     ,40912,10308,1,0,1,0,0,1972,2,R2,215000,2005-10-27 00:00:00
3760,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1113, ,R2,910 ARMSTRONG AVENUE                     ,40912,10308,1,0,1,0,0,1972,2,R2,197000,2005-08-02 00:00:00
3761,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1114, ,R2,910 ARMSTRONG AVENUE                     ,40940,10308,1,0,1,0,0,1972,2,R2,200000,2005-09-29 00:00:00
3762,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1136, ,R2,922 ARMSTRONG AVE                        ,40911,10308,1,0,1,0,0,1972,2,R2,285000,2005-08-29 00:00:00
3763,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1138, ,R2,922 ARMSTRONG AVENUE                     ,40940,10308,1,0,1,0,0,1972,2,R2,160000,2005-02-07 00:00:00
3764,5,GREAT KILLS              ,12  CONDOS - WALKUP APARTMENTS              ,2,5491,1146, ,R2,924 ARMSTRONG AVENUE                     ,40940,10308,1,0,1,0,0,1972,2,R2,164900,2005-11-12 00:00:00
3765,5,GREAT KILLS              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,4500,1002, ,R4,3465 AMBOY ROAD                          ,1B          ,10306,1,0,1,0,0,1979,2,R4,355000,2005-08-09 00:00:00
3766,5,GREAT KILLS              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,4500,1003, ,R4,3465 AMBOY ROAD                          ,1C          ,10306,1,0,1,0,0,1979,2,R4,0,2005-03-06 00:00:00
3767,5,GREAT KILLS              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,4500,1029, ,R4,3465 AMBOY ROAD                          ,4E          ,10306,1,0,1,0,0,1979,2,R4,0,2005-02-09 00:00:00
3768,5,GREAT KILLS              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,4500,1036, ,R4,3461 AMBOY RD                            ,1A          ,10306,1,0,1,0,0,1979,2,R4,0,2005-09-14 00:00:00
3769,5,GREAT KILLS              ,14  RENTALS - 4-10 UNIT                     ,2A,5428,9, ,S9,3991 AMBOY ROAD                          ,            ,10308,2,2,4,3686,4408,1931,2,S9,850000,2005-11-07 00:00:00
3770,5,GREAT KILLS              ,21  OFFICE BUILDINGS                        ,4,5216,4, ,O9,4062 AMBOY ROAD                          ,            ,10308,0,2,2,5310,1736,1930,4,O9,0,2005-02-28 00:00:00
3771,5,GREAT KILLS              ,21  OFFICE BUILDINGS                        ,4,5272,43, ,O7,292 NELSON AVENUE                        ,            ,10308,0,2,2,4025,1440,1931,4,O9,450000,2005-01-06 00:00:00
3772,5,GREAT KILLS              ,21  OFFICE BUILDINGS                        ,4,5495,81, ,O7,4434 AMBOY ROAD                          ,            ,10312,0,3,3,48960,22147,1971,4,O7,0,2005-03-07 00:00:00
3773,5,GREAT KILLS              ,21  OFFICE BUILDINGS                        ,4,5526,22, ,O8,3453 RICHMOND AVENUE                     ,            ,10312,1,1,2,10350,4875,2005,4,O8,904302,2005-08-19 00:00:00
3774,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5143,22, ,K1,3986-94 AMBOY ROAD                       ,            ,10308,0,4,4,20000,5000,1931,4,K1,0,2005-03-04 00:00:00
3775,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5208,1, ,K2,3990 HYLAN BOULEVARD                     ,            ,10308,0,1,1,3551,2000,1968,4,K2,98507,2005-06-09 00:00:00
3776,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5276,42, ,K5,4069 HYLAN BLVD                          ,            ,10308,0,1,1,2000,1328,1931,4,K1,280000,2005-09-22 00:00:00
3777,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5286,37, ,K1,4209 HYLAN BOULEVARD                     ,            ,10308,0,2,2,4250,2200,1962,4,K1,699000,2005-04-28 00:00:00
3778,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5298,14, ,K1,4018 HYLAN BOULEVARD                     ,            ,10308,0,1,1,2200,960,1986,4,K1,285000,2005-05-25 00:00:00
3779,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5298,18, ,K1,4012 HYLAN BOULEVARD                     ,            ,10308,0,1,1,2200,960,1986,4,K1,0,2005-12-20 00:00:00
3780,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5307,1, ,K2,4116 HYLAN BOULEVARD                     ,            ,10308,0,2,2,4435,1600,1931,4,K2,0,2005-03-17 00:00:00
3781,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5307,6, ,O6,4106 HYLAN BOULEVARD                     ,            ,10308,0,1,1,17239,9600,2006,4,K1,1750000,2005-06-02 00:00:00
3782,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5310,7, ,K5,4126 HYLAN BOULEVARD                     ,            ,10308,0,2,2,10000,6150,1968,4,K1,700000,2005-08-02 00:00:00
3783,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5428,8, ,K9,3987 AMBOY ROAD                          ,            ,10308,0,1,1,13640,10090,1960,4,K9,3400000,2005-07-27 00:00:00
3784,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5429,10, ,K1,4045 AMBOY ROAD                          ,            ,10308,0,1,1,11425,6000,1931,4,K1,0,2005-03-04 00:00:00
3785,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5433,10, ,K4,27 BROWER COURT                          ,            ,10308,2,1,3,4400,3240,1986,4,K4,1175000,2005-12-07 00:00:00
3786,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5495,1, ,K6,4310 AMBOY ROAD                          ,            ,10312,0,16,16,157350,48880,1979,4,K6,0,2005-03-07 00:00:00
3787,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5495,65, ,K1,4368 AMBOY ROAD                          ,            ,10312,0,2,2,18889,14972,1996,4,K1,0,2005-03-07 00:00:00
3788,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5495,65, ,K1,4368 AMBOY ROAD                          ,            ,10312,0,2,2,18889,14972,1996,4,K1,0,2005-03-07 00:00:00
3789,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5495,92, ,K2,4456 AMBOY ROAD                          ,            ,10312,0,2,2,30900,17357,1973,4,K2,0,2005-03-07 00:00:00
3790,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5497,4, ,K4,4307 AMBOY ROAD                          ,            ,10312,1,1,2,5000,4950,1970,4,K2,0,2005-04-20 00:00:00
3791,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5497,7, ,K6,4343 AMBOY ROAD                          ,            ,10312,0,10,10,239411,61246,1976,4,K6,0,2005-01-27 00:00:00
3792,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5497,72, ,O6,4445 AMBOY ROAD                          ,            ,10312,0,1,1,51000,3500,2005,4,K5,0,2005-01-27 00:00:00
3793,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5533,62, ,K6,3247 RICHMOND AVENUE                     ,            ,10312,0,2,2,43200,11840,1975,4,K6,0,2005-09-15 00:00:00
3794,5,GREAT KILLS              ,22  STORE BUILDINGS                         ,4,5533,62, ,K6,3247 RICHMOND AVENUE                     ,            ,10312,0,2,2,43200,11840,1975,4,K6,203650,2005-04-22 00:00:00
3795,5,GREAT KILLS              ,29  COMMERCIAL GARAGES                      ,4,5497,1, ,G9,4301 AMBOY ROAD                          ,            ,10312,0,1,1,6864,3250,1952,4,G8,0,2005-04-20 00:00:00
3796,5,GREAT KILLS              ,31  COMMERCIAL VACANT LAND                  ,1,4575,65, ,A1,CORBIN AVENUE                            ,            ,10308,1,0,1,1600,1577,2007,4,V1,750000,2005-03-03 00:00:00
3797,5,GREAT KILLS              ,31  COMMERCIAL VACANT LAND                  ,4,5202,173, ,V1,MANSION AVENUE                           ,            ,10308,0,0,0,84029,0,0,4,V1,800000,2005-01-21 00:00:00
3798,5,GREAT KILLS              ,31  COMMERCIAL VACANT LAND                  ,4,5226,69, ,V1,AMBOY ROAD                               ,            ,10308,0,0,0,1340,0,0,4,V1,0,2005-04-20 00:00:00
3799,5,GREAT KILLS              ,31  COMMERCIAL VACANT LAND                  ,4,5429,20, ,G7,20A GIFFORDS GLEN                        ,            ,10308,0,0,0,3375,0,0,4,V1,0,2005-03-04 00:00:00
3800,5,GREAT KILLS              ,31  COMMERCIAL VACANT LAND                  ,4,5429,21, ,G7,NOLAN AVENUE                             ,            ,10308,0,0,0,8000,0,0,4,V1,0,2005-03-23 00:00:00
3801,5,GREAT KILLS              ,31  COMMERCIAL VACANT LAND                  ,  ,5497,147, ,  ,RICHMOND AVENUE                          ,            ,10312,0,0,0,0,0,0,4,V1,0,2005-06-30 00:00:00
3802,5,GREAT KILLS              ,33  EDUCATIONAL FACILITIES                  ,1,5436,24, ,B2,46 GIFFORDS LANE                         ,            ,10308,2,0,2,3159,2224,2006,4,W9,0,2005-12-13 00:00:00
3803,5,GREAT KILLS              ,36  OUTDOOR RECREATIONAL FACILITIES         ,4,5303,150, ,Q8,WIMAN AVENUE                             ,            ,10308,0,0,0,208490,0,0,4,Q8,45000,2005-07-19 00:00:00
3804,5,GREAT KILLS              ,37  RELIGIOUS FACILITIES                    ,4,4986,20, ,M1,200 HOPKINS AVENUE                       ,            ,10306,0,1,1,14000,7500,1962,4,M1,310000,2005-02-24 00:00:00
