,"BRONX ANNUALIZE SALES FOR 2013.  (All Sales From  Jan 1, 2013 - Dec 31, 2013.)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2014  Coop Sales Files as of 4/8/2014,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name and Descriptive Data is as of 4/13/2014,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
1109,2,CO-OP CITY               ,02  TWO FAMILY DWELLINGS                    ,1,5245,13, ,B2,3329 DE LAVALL AVENUE                    ,            ,10475,2,0,2,3750,1664,1925,1,B2,335000,2013-01-30 00:00:00
1110,2,CO-OP CITY               ,11A CONDO-RENTALS                           ,2,5141,1001, ,RR,2219 GIVAN AVENUE                        ,1,10475,101,0,101,0,96463,2013,2,RR,675000,2013-01-29 00:00:00
1111,2,CO-OP CITY               ,11A CONDO-RENTALS                           ,2,5141,1002, ,RR,2219 GIVAN AVENUE                        ,2,10475,79,0,79,0,68948,2013,2,RR,2800000,2013-01-29 00:00:00
1112,2,CO-OP CITY               ,29  COMMERCIAL GARAGES                      ,4,5141,101, ,G4,2001 BARTOW AVENUE                       ,            ,10475,0,1,1,21025,1941,1972,4,G4,6350000,2013-07-01 00:00:00
1113,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5320,24, ,A1,3164 FAIRMOUNT AVENUE                    ,            ,10465,1,0,1,3575,2340,1930,1,A1,350000,2013-08-14 00:00:00
1114,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5323,41, ,A2,1171 THROGMORTON                         ,            ,10465,1,0,1,1875,822,1920,1,A2,255000,2013-04-26 00:00:00
1115,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5324,2, ,A5,3193 FAIRMOUNT AVENUE                    ,            ,10465,1,0,1,1664,1440,1945,1,A5,375000,2013-12-11 00:00:00
1116,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5327,27, ,A5,3258 FAIRMOUNT AVENUE                    ,            ,10465,1,0,1,2233,1758,1950,1,A5,0,2013-09-06 00:00:00
1117,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5328,16, ,A2,1120 DEAN AVENUE                         ,            ,10465,1,0,1,2500,392,1920,1,A2,990000,2013-10-10 00:00:00
1118,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5342,51, ,A1,1225 FAIRFAX AVE                         ,            ,10465,1,0,1,3555,1246,1910,1,A1,380000,2013-09-05 00:00:00
1119,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5345,21, ,A1,3204 WATERBURY AVENUE                    ,            ,10465,1,0,1,2500,1200,1930,1,A1,0,2013-04-04 00:00:00
1120,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5406,120, ,A1,3202 RAWLINS AVE                         ,            ,10465,1,0,1,3605,1407,1925,1,A1,425000,2013-05-30 00:00:00
1121,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5406,223, ,A1,3175 WATERBURY AVENUE                    ,            ,10465,1,0,1,3230,1683,1940,1,A1,415000,2013-01-24 00:00:00
1122,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5407,37, ,A5,1365 KEARNEY AVENUE                      ,            ,10465,1,0,1,2302,1944,1955,1,A5,425000,2013-01-14 00:00:00
1123,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5407,47, ,A5,1345 KEARNEY AVENUE                      ,            ,10465,1,0,1,3806,1944,1955,1,A5,465000,2013-12-19 00:00:00
1124,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5408,150, ,A1,3206 PARSIFAL PLACE                      ,            ,10465,1,0,1,2060,1548,1935,1,A1,292000,2013-06-14 00:00:00
1125,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5408,344, ,A2,1320 LOHENGRIN PLACE                     ,            ,10465,1,0,1,3742,2133,1930,1,A2,450000,2013-07-12 00:00:00
1126,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5408,385, ,A1,3149 VALHALLA DRIVE                      ,            ,10465,1,0,1,2250,1422,1930,1,A1,450000,2013-06-18 00:00:00
1127,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5408,438, ,A1,3192 VALHALLA DRIVE                      ,            ,10465,1,0,1,2250,1216,1925,1,A1,79123,2013-04-17 00:00:00
1128,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5409,93, ,A1,3298 CAMPBELL DRIVE                      ,            ,10465,1,0,1,5000,2124,1925,1,A1,0,2013-05-31 00:00:00
1129,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5409,328, ,A2,3293 AGAR PLACE                          ,            ,10465,1,0,1,7258,3020,1950,1,A2,0,2013-12-20 00:00:00
1130,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5409,600, ,A1,1356 STADIUM AVENUE                      ,            ,10465,1,0,1,3801,2184,1960,1,A1,720000,2013-07-19 00:00:00
1131,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5409,684, ,A1,3336 COUNTRY CLUB ROAD                   ,            ,10465,1,0,1,6297,1360,1930,1,A1,390000,2013-05-02 00:00:00
1132,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5410,317, ,A5,1450 OHM AVENUE                          ,            ,10465,1,0,1,3300,1890,1965,1,A5,425000,2013-10-09 00:00:00
1133,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5411,127, ,A1,3135 COUNTRY CLUB ROAD                   ,            ,10465,1,0,1,3554,1494,1925,1,A1,0,2013-08-02 00:00:00
1134,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5412,140, ,A5,1558 OHM AVE                             ,            ,10465,1,0,1,3200,1638,1960,1,A5,410000,2013-11-25 00:00:00
1135,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5412,150, ,A1,3214 AMPERE AVENUE                       ,            ,10465,1,0,1,3300,1732,1950,1,A1,430000,2013-05-28 00:00:00
1136,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5413,82, ,A2,1604 KENNELWORTH PLACE                   ,            ,10465,1,0,1,3750,2442,1955,1,A2,475000,2013-04-22 00:00:00
1137,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5413,134, ,A2,1623 STADIUM AVENUE                      ,            ,10465,1,0,1,5000,1896,1960,1,A2,0,2013-04-05 00:00:00
1138,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5413,149, ,A5,3203 AMPERE AVENUE                       ,            ,10465,1,0,1,2450,1632,1960,1,A5,0,2013-11-02 00:00:00
1139,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5414,193, ,A2,3271 RADIO DRIVE                         ,            ,10465,1,0,1,3750,1368,1920,1,A2,0,2013-05-29 00:00:00
1140,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5415,12, ,A5,1534 STADIUM AVENUE                      ,            ,10465,1,0,1,2500,1836,1975,1,A5,465000,2013-09-09 00:00:00
1141,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5415,40, ,A5,1527 RESEARCH AVENUE                     ,            ,10465,1,0,1,2500,1683,1970,1,A5,0,2013-10-24 00:00:00
1142,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5416,6, ,A1,1622 STADIUM AVENUE                      ,            ,10465,1,0,1,2500,912,1925,1,A1,240000,2013-06-19 00:00:00
1143,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5416,6, ,A1,1622 STADIUM                             ,            ,10465,1,0,1,2500,912,1925,1,A1,477500,2013-01-06 00:00:00
1144,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5416,12, ,A2,1638 STADIUM AVENUE                      ,            ,10465,1,0,1,5000,1800,1940,1,A2,490000,2013-08-28 00:00:00
1145,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5416,115, ,A1,1610 LIBRARY AVENUE                      ,            ,10465,1,0,1,4500,2336,1992,1,A1,441000,2013-07-08 00:00:00
1146,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5416,161, ,A1,1625 BAY VIEW AVENUE                     ,            ,10465,1,0,1,2758,2052,1960,1,A1,444792,2013-02-05 00:00:00
1147,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5417,162, ,A2,1671 BAY SHORE AVENUE                    ,            ,10465,1,0,1,3874,2220,1935,1,A2,300000,2013-03-01 00:00:00
1148,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5417,174, ,A5,1653 BAYSHORE AVENUE                     ,            ,10465,1,0,1,2500,1836,1955,1,A5,437500,2013-10-15 00:00:00
1149,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5417,180, ,A5,1635 BAY SHORE AVENUE                    ,            ,10465,1,0,1,2625,1728,1955,1,A5,0,2013-03-20 00:00:00
1150,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5459,51, ,A5,1028 THROGMORTON AVENUE                  ,            ,10465,1,0,1,1800,1816,1960,1,A5,405000,2013-02-28 00:00:00
1151,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5460,6, ,A5,3214 LAYTON AVENUE                       ,            ,10465,1,0,1,1566,1528,1955,1,A5,0,2013-05-10 00:00:00
1152,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5460,14, ,B3,1027 WILCOX AVENUE                       ,            ,10465,2,0,2,4738,1735,1915,1,A1,0,2013-03-10 00:00:00
1153,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5460,35, ,A5,1004 VINCENT AVENUE                      ,            ,10465,1,0,1,1710,1683,1965,1,A5,0,2013-04-19 00:00:00
1154,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5460,45, ,A5,1024 VINCENT AVENUE                      ,            ,10465,1,0,1,1710,1683,1965,1,A5,0,2013-01-21 00:00:00
1155,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5465,33, ,A2,3265A BARKLEY AVENUE                     ,            ,10465,1,0,1,809,570,1940,1,A2,179250,2013-05-16 00:00:00
1156,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5465,39, ,A5,1002 CLARENCE AVENUE                     ,            ,10465,1,0,1,1706,1872,1950,1,A5,415000,2013-07-23 00:00:00
1157,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5465,44, ,A5,1012 CLARENCE AVENUE                     ,            ,10465,1,0,1,1706,1692,1950,1,A5,0,2013-03-18 00:00:00
1158,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5466,12, ,A5,1493 SHORE DRIVE                         ,            ,10465,1,0,1,2588,1332,1960,1,A5,0,2013-01-24 00:00:00
1159,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5466,14, ,A5,1489 SHORE DRIVE                         ,            ,10465,1,0,1,2588,1332,1960,1,A5,0,2013-03-09 00:00:00
1160,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5466,33, ,A5,1455 SHORE DRIVE                         ,            ,10465,1,0,1,2250,1938,1960,1,A5,0,2013-10-23 00:00:00
1161,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5466,33, ,A5,1455 SHORE DRIVE                         ,            ,10465,1,0,1,2250,1938,1960,1,A5,0,2013-09-19 00:00:00
1162,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5466,43, ,A5,1004 DEAN AVENUE                         ,            ,10465,1,0,1,2115,2268,1960,1,A5,300000,2013-07-31 00:00:00
1163,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5468,7, ,A1,927 CLARENCE AVENUE                      ,            ,10465,1,0,1,4086,2336,1920,1,A1,552000,2013-12-20 00:00:00
1164,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5472,13, ,A5,853 VINCENT AVENUE                       ,            ,10465,1,0,1,1758,1317,1955,1,A5,393617,2013-08-02 00:00:00
1165,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5472,20, ,A5,833 VINCENT AVENUE                       ,            ,10465,1,0,1,1800,1092,1925,1,A5,352500,2013-05-09 00:00:00
1166,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5472,65, ,A5,843 VINCENT AVE                          ,            ,10465,1,0,1,1833,924,1925,1,A5,293550,2013-11-08 00:00:00
1167,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5472,111, ,A5,857 VINCENT AVENUE                       ,            ,10465,1,0,1,1758,1326,1955,1,A5,391400,2013-05-08 00:00:00
1168,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5473,50, ,A2,832 VINCENT AVENUE                       ,            ,10465,1,0,1,2500,874,1930,1,A2,275000,2013-11-21 00:00:00
1169,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5476,39, ,A1,712 VINCENT AVENUE                       ,            ,10465,1,0,1,5000,2840,1955,1,A1,755000,2013-05-29 00:00:00
1170,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5480,13, ,A5,755 CLARENCE AVE                         ,            ,10465,1,0,1,1700,1402,1950,1,A5,300000,2013-01-11 00:00:00
1171,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5480,50, ,A2,718 WILCOX AVENUE                        ,            ,10465,1,0,1,2500,1062,1920,1,A2,0,2013-07-31 00:00:00
1172,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5480,52, ,A2,722 WILCOX AVENUE                        ,            ,10465,1,0,1,2500,910,1920,1,A2,285000,2013-11-26 00:00:00
1173,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5480,54, ,A2,728 WILCOX AVENUE                        ,            ,10465,1,0,1,2500,954,1920,1,A2,389000,2013-11-13 00:00:00
1174,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5480,54, ,A2,728 WILCOX AVENUE                        ,            ,10465,1,0,1,2500,954,1920,1,A2,225000,2013-03-22 00:00:00
1175,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5480,110, ,A5,765 CLARENCE AVENUE                      ,            ,10465,1,0,1,1750,1683,1950,1,A5,382000,2013-03-29 00:00:00
1176,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5481,60, ,A2,720 CLARENCE AVENUE                      ,            ,10465,1,0,1,5850,2450,1920,1,A2,595000,2013-06-14 00:00:00
1177,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5483,30, ,A2,3160 RANDALL AVENUE                      ,            ,10465,1,0,1,2500,804,1920,1,A2,155000,2013-02-21 00:00:00
1178,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5483,44, ,A2,631 VINCENT AVENUE                       ,            ,10465,1,0,1,3750,838,1910,1,A2,240000,2013-12-16 00:00:00
1179,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5484,7, ,A2,620 VINCENT AVE                          ,            ,10465,1,0,1,3200,1852,1920,1,A2,0,2013-12-09 00:00:00
1180,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5484,9, ,A2,622 VINCENT AVE                          ,            ,10465,1,0,1,5550,1776,1930,1,A2,0,2013-12-09 00:00:00
1181,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5484,17, ,A2,638 VINCENT AVENUE                       ,            ,10465,1,0,1,2500,428,1920,1,A2,170000,2013-12-27 00:00:00
1182,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5485,72, ,A2,605 CLARENCE AVENUE                      ,            ,10465,1,0,1,2358,735,1930,1,A2,295000,2013-12-27 00:00:00
1183,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5486,14, ,A1,628 CLARENCE AVENUE                      ,            ,10465,1,0,1,2416,1658,1920,1,A1,350000,2013-09-25 00:00:00
1184,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5486,17, ,A2,632 CLARENCE AVENUE                      ,            ,10465,1,0,1,5300,1260,1920,1,A2,126750,2013-12-31 00:00:00
1185,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5486,17, ,A2,632 CLARENCE AVENUE                      ,            ,10465,1,0,1,5300,1260,1920,1,A2,0,2013-02-25 00:00:00
1186,2,COUNTRY CLUB             ,01  ONE FAMILY DWELLINGS                    ,1,5486,32, ,A2,662 CLARENCE                             ,            ,10465,1,0,1,2500,1380,1920,1,A2,243000,2013-12-18 00:00:00
1187,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5319,31, ,B2,3144 BAISLEY AVENUE                      ,            ,10465,2,0,2,9500,3290,1920,1,B2,425000,2013-02-12 00:00:00
1188,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5323,15, ,B2,1154 ELLSWORTH AVENUE                    ,            ,10465,2,0,2,4592,3722,1910,1,B2,561000,2013-08-22 00:00:00
1189,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5324,24, ,B2,3180 BAISLEY AVENUE                      ,            ,10465,2,0,2,4500,4212,1910,1,B2,630000,2013-10-03 00:00:00
1190,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5326,12, ,B1,1110 WILCOX AVENUE                       ,            ,10465,2,0,2,4750,2782,1920,1,B1,490000,2013-08-02 00:00:00
1191,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5330,34, ,B1,3264 WATERBURY AVENUE                    ,            ,10465,2,0,2,2619,1944,1965,1,B1,480000,2013-02-14 00:00:00
1192,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5343,32, ,B3,3144 WATERBURY AVENUE                    ,            ,10465,2,0,2,2542,1872,1950,1,B3,385000,2013-03-12 00:00:00
1193,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5406,75, ,B3,3184 RAWLINS AVENUE                      ,            ,10465,2,0,2,2245,1772,1955,1,B3,445000,2013-12-17 00:00:00
1194,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5406,129, ,B1,3216 RAWLINS AVENUE                      ,            ,10465,2,0,2,2883,1805,1965,1,B1,0,2013-06-04 00:00:00
1195,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5408,1, ,B2,3132 COUNTRY CLUB ROAD                   ,            ,10465,2,0,2,2565,1872,1950,1,B2,672045,2013-09-12 00:00:00
1196,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5408,1, ,B2,3132 COUNTRY CLUB ROAD                   ,            ,10465,2,0,2,2565,1872,1950,1,B2,305000,2013-04-25 00:00:00
1197,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5408,15, ,B1,1394 KEARNEY AVENUE                      ,            ,10465,2,0,2,3110,2164,1950,1,B1,0,2013-08-08 00:00:00
1198,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5408,158, ,B1,3221 RAWLINS AVENUE                      ,            ,10465,2,0,2,5850,2648,1955,1,B1,615000,2013-07-30 00:00:00
1199,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5408,202, ,B2,3151 RAWLINS AVENUE                      ,            ,10465,2,0,2,2764,1640,1930,1,B2,498200,2013-01-11 00:00:00
1200,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5408,219, ,B3,1366 KEARNEY AVENUE                      ,            ,10465,2,0,2,2500,2068,1925,1,B3,490000,2013-12-04 00:00:00
1201,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5408,396, ,B3,1377 SIEGFRIED PLACE                     ,            ,10465,2,0,2,4261,2616,1955,1,B3,0,2013-12-03 00:00:00
1202,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5408,416, ,B3,1331 SIEGFRIED PLACE                     ,            ,10465,2,0,2,5850,2165,1950,1,B3,0,2013-10-30 00:00:00
1203,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5409,307, ,B3,3312 POLO PLACE                          ,            ,10465,2,0,2,3480,1112,1945,1,B3,0,2013-03-15 00:00:00
1204,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5409,744, ,B3,3234 SPENCER DRIVE                       ,            ,10465,2,0,2,2729,1536,1930,1,B3,288000,2013-10-18 00:00:00
1205,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5410,184, ,B1,3221 RANDOLPH PLACE                      ,            ,10465,2,0,2,3276,2180,1960,1,B1,0,2013-04-30 00:00:00
1206,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5410,270, ,B1,1475 OHM AVENUE                          ,            ,10465,2,0,2,3750,3495,2010,1,B1,290000,2013-10-10 00:00:00
1207,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5410,320, ,B1,1456 OHM AVENUE                          ,            ,10465,2,0,2,2700,3036,1965,1,B1,0,2013-12-02 00:00:00
1208,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5411,68, ,B3,1444 MACDONOUGH PLACE                    ,            ,10465,2,0,2,5500,3600,1950,1,B3,450000,2013-04-12 00:00:00
1209,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5411,106, ,B3,1478 DWIGHT PLACE                        ,            ,10465,2,0,2,4925,2605,1945,1,B3,275000,2013-09-19 00:00:00
1210,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5411,248, ,B1,1515 DWIGHT PLACE                        ,            ,10465,2,0,2,3197,2440,2000,1,B1,0,2013-09-04 00:00:00
1211,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5411,311, ,B1,1521 ROBERTSON PLACE                     ,            ,10465,2,0,2,2500,2322,1930,1,B1,450000,2013-10-04 00:00:00
1212,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5413,2, ,B2,1612 ROBERTSON PLACE                     ,            ,10465,2,0,2,5000,3760,1920,1,B2,380080,2013-04-26 00:00:00
1213,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5413,116, ,B1,3290 MIDDLETOWN ROAD                     ,            ,10465,2,0,2,5500,3498,1950,1,B1,700000,2013-07-10 00:00:00
1214,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5414,8, ,B1,1464 STADIUM AVENUE                      ,            ,10465,2,0,2,4000,3234,1960,1,B1,0,2013-02-20 00:00:00
1215,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5414,30, ,B1,3283 SPENCER DRIVE                       ,            ,10465,2,0,2,3950,2904,1960,1,B1,0,2013-02-23 00:00:00
1216,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5414,82, ,B1,1478 STADIUM AVENUE                      ,            ,10465,2,0,2,2900,2900,1965,1,B1,615000,2013-02-20 00:00:00
1217,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5414,216, ,B1,3264 GRISWOLD AVENUE                     ,            ,10465,2,0,2,4750,1880,1935,1,B1,0,2013-07-09 00:00:00
1218,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5415,75, ,B3,1534 RESEARCH AVE                        ,            ,10465,2,0,2,2500,1641,1915,1,B3,0,2013-09-23 00:00:00
1219,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5415,84, ,B1,3260 AMPERE AVENUE                       ,            ,10465,2,0,2,2600,1800,1925,1,B1,474900,2013-07-01 00:00:00
1220,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5416,86, ,B1,1675 LIBRARY AVENUE                      ,            ,10465,2,0,2,5000,3003,1950,1,B1,0,2013-09-06 00:00:00
1221,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5416,109, ,B1,3251 AMPERE AVENUE                       ,            ,10465,2,0,2,2500,1702,1960,1,B1,96354,2013-06-05 00:00:00
1222,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5416,172, ,B9,3287 AMPERE AVENUE                       ,            ,10465,2,0,2,1860,2565,1950,1,B9,0,2013-06-27 00:00:00
1223,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5417,94, ,B1,3303 GRISWOLD AVENUE                     ,            ,10465,2,0,2,4000,4128,2004,1,B1,0,2013-08-05 00:00:00
1224,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5417,233, ,B1,100 OUTLOOK AVENUE                       ,            ,10465,2,0,2,3743,3430,2002,1,B1,715000,2013-04-29 00:00:00
1225,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5417,240, ,B1,114 OUTLOOK AVENUE                       ,            ,10465,2,0,2,2400,3393,2002,1,B1,775000,2013-09-24 00:00:00
1226,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5458,20, ,B3,1017 THROGMORTON AVENUE                  ,            ,10465,2,0,2,1782,2636,1960,1,B3,422000,2013-06-24 00:00:00
1227,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5458,43, ,B2,1030 THROGS NECK EXPRESSW                ,            ,10465,2,0,2,1970,1680,1930,1,B2,85000,2013-01-08 00:00:00
1228,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5459,9, ,B3,1059 VINCENT AVENUE                      ,            ,10465,2,0,2,893,1520,1925,1,B3,365000,2013-05-08 00:00:00
1229,2,COUNTRY CLUB             ,02  TWO FAMILY DWELLINGS                    ,1,5459,11, ,B1,1051 VINCENT AVENUE                      ,            ,10465,2,0,2,682,1140,1925,1,B1,140000,2013-04-30 00:00:00
