,"BRONX ANNUALIZE SALES FOR 2013.  (All Sales From  Jan 1, 2013 - Dec 31, 2013.)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2014  Coop Sales Files as of 4/8/2014,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name and Descriptive Data is as of 4/13/2014,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
4,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3028,25, ,A5,412 EAST 179TH STREET                    ,            ,10457,1,0,1,1842,2048,1901,1,A5,355000,2013-07-08 00:00:00
5,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3039,28, ,A1,2329 WASHINGTON AVENUE                   ,            ,10458,1,0,1,1103,1290,1910,1,A1,120000,2013-11-14 00:00:00
6,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3039,28, ,A1,2329 WASHINGTON AVENUE                   ,            ,10458,1,0,1,1103,1290,1910,1,A1,474819,2013-05-20 00:00:00
7,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3046,39, ,A1,2075 BATHGATE AVENUE                     ,            ,10457,1,0,1,1986,1344,1899,1,A1,210000,2013-03-12 00:00:00
8,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3046,52, ,A1,2047 BATHGATE AVENUE                     ,            ,10457,1,0,1,2329,1431,1901,1,A1,343116,2013-07-01 00:00:00
9,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3048,53, ,S1,4411 3 AVENUE                            ,            ,10457,1,1,2,2569,3750,1931,1,S1,225000,2013-08-15 00:00:00
10,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,2927,130, ,B1,1467 CROTONA PLACE                       ,            ,10456,2,0,2,1900,2394,1994,1,B1,380000,2013-11-04 00:00:00
11,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,2929,117, ,B1,3860 3 AVENUE                            ,            ,10457,2,0,2,2498,2394,1995,1,B1,390000,2013-06-24 00:00:00
12,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3030,60, ,B3,4469 PARK AVENUE                         ,            ,10457,2,0,2,1542,1542,1899,1,B3,207000,2013-06-27 00:00:00
13,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3035,27, ,B1,454 EAST 179 STREET                      ,            ,10457,2,0,2,1819,2340,1998,1,B1,0,2013-07-01 00:00:00
14,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3036,16, ,B2,4354 PARK AVENUE                         ,            ,10457,2,0,2,3525,2316,1899,1,B2,328000,2013-06-26 00:00:00
15,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3039,65, ,B2,465 EAST 185 STREET                      ,            ,10458,2,0,2,1667,1296,1910,1,B2,369000,2013-03-07 00:00:00
16,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3040,5, ,S2,4654-4656 PARK AVENUE                    ,            ,10458,2,1,3,5000,5881,1910,1,S2,308000,2013-02-28 00:00:00
17,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3046,54, ,B2,2043 BATHGATE AVENUE                     ,            ,10457,2,0,2,2483,1512,1901,1,B2,0,2013-08-27 00:00:00
18,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3046,54, ,B2,2043 BATHGATE AVENUE                     ,            ,10457,2,0,2,2483,1512,1901,1,B2,0,2013-01-09 00:00:00
19,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3052,37, ,S2,4557 3 AVENUE                            ,            ,10458,2,1,3,885,2655,1931,1,S2,0,2013-05-14 00:00:00
20,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3036,33, ,C0,2091 WASHINGTON AVENUE                   ,            ,10457,3,0,3,2022,3854,1899,1,C0,0,2013-06-27 00:00:00
21,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3037,37, ,C0,4418 PARK AVENUE                         ,            ,10457,3,0,3,3525,3290,1899,1,C0,440000,2013-02-15 00:00:00
22,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3038,125, ,C0,468 EAST 183 STREET                      ,            ,10458,3,0,3,1216,2916,2004,1,C0,662115,2013-01-15 00:00:00
23,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3041,11, ,C0,452 CYRUS PLACE                          ,            ,10458,3,0,3,3742,2280,1910,1,C0,0,2013-07-25 00:00:00
24,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3046,28, ,C0,2092 WASHINGTON AVENUE                   ,            ,10457,3,0,3,2362,3438,2011,1,C0,510000,2013-12-19 00:00:00
25,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3050,1, ,C0,2186 WASHINGTON AVENUE                   ,            ,10457,3,0,3,1505,2640,1901,1,C0,460000,2013-05-10 00:00:00
26,2,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3036,36, ,V0,2085 WASHINGTON AVENUE                   ,            ,10457,0,0,0,2099,0,0,1,V0,40730,2013-01-09 00:00:00
27,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2908,15, ,C1,442 EAST 176 STREET                      ,            ,10457,24,0,24,4968,15396,1910,2,C1,0,2013-06-26 00:00:00
28,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2908,17, ,C1,446 EAST 176 STREET                      ,            ,10457,24,0,24,5616,15536,1931,2,C1,0,2013-06-26 00:00:00
29,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2909,12, ,C7,4196 PARK AVENUE                         ,            ,10457,10,1,11,3483,12863,1931,2,C7,0,2013-06-26 00:00:00
30,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,2917,6, ,C1,1824 WASHINGTON AVENUE                   ,            ,10457,8,0,8,3240,9340,1931,2,C1,0,2013-06-26 00:00:00
31,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,2924,37, ,C7,4173 3 AVENUE                            ,            ,10457,8,2,10,2500,7184,1931,2,C7,50000,2013-08-15 00:00:00
32,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2927,9, ,C7,3758 3 AVENUE                            ,            ,10456,18,3,21,5000,18490,1931,2,C7,0,2013-06-27 00:00:00
33,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,2928,14, ,C7,538 CLAREMONT PARKWAY                    ,            ,10456,14,6,20,3425,15022,1931,2,C7,0,2013-06-27 00:00:00
34,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3038,55, ,C1,450 EAST 184TH STREET                    ,            ,10458,47,0,47,10000,40715,1926,2,C1,4050000,2013-11-01 00:00:00
35,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3040,7, ,C7,444 EAST 187 STREET                      ,            ,10458,28,2,30,5000,22500,1926,2,C7,0,2013-07-31 00:00:00
36,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3041,1, ,C7,441 EAST 187TH ST                        ,            ,10458,18,2,20,3400,15300,1910,2,C7,0,2013-07-16 00:00:00
37,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3044,29, ,C1,1991 BATHGATE AVENUE                     ,            ,10457,17,0,17,3539,15175,1908,2,C1,4948000,2013-06-26 00:00:00
38,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3050,16, ,C7,2260 WASHINGTON AVENUE                   ,            ,10457,20,3,23,5693,16200,1927,2,C7,1897566,2013-11-08 00:00:00
39,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3050,101, ,C1,2252 BASSFORD AVENUE                     ,            ,10457,8,0,8,2692,8820,1910,2,C1,4429,2013-08-05 00:00:00
40,2,BATHGATE                 ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3046,3, ,D1,2028 WASHINGTON AVENUE                   ,            ,10457,34,0,34,6825,29300,1928,2,D1,0,2013-06-26 00:00:00
41,2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2B,2924,36, ,S9,4175 3 AVENUE                            ,            ,10457,6,2,8,2400,7124,1931,2,S9,0,2013-05-21 00:00:00
42,2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2A,3029,67, ,S3,413 EAST 179 STREET                      ,            ,10457,3,1,4,5424,5082,1910,2,S3,450000,2013-08-27 00:00:00
43,2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2A,3052,36, ,S4,4559 3 AVENUE                            ,            ,10458,4,1,5,945,2835,1931,2,S4,0,2013-05-13 00:00:00
44,2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2A,3052,38, ,S9,4555 3 AVENUE                            ,            ,10458,2,3,5,2050,3497,1931,2,S9,0,2013-05-14 00:00:00
45,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2900,10, ,K1,1834 WEBSTER AVENUE                      ,            ,10457,0,1,1,5740,11480,1988,4,K1,0,2013-06-26 00:00:00
46,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2912,24, ,K1,510 CLAREMONT PARKWAY                    ,            ,10457,0,1,1,2623,2500,1931,4,K1,500000,2013-12-16 00:00:00
47,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2918,16, ,K2,470 EAST TREMONT AVENUE                  ,            ,10457,0,9,9,15188,27524,1920,4,K2,0,2013-03-12 00:00:00
48,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3030,145, ,K9,2252 WEBSTER AVENUE                      ,            ,10457,0,3,3,6480,5750,1913,4,K9,495000,2013-09-19 00:00:00
49,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3030,145, ,K9,2252 WEBSTER AVENUE                      ,            ,10457,0,3,3,6480,5750,1913,4,K9,400000,2013-09-11 00:00:00
50,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3043,35, ,K1,489 EAST TREMONT AVENUE                  ,            ,10457,0,1,1,2094,2094,2001,4,K1,0,2013-09-23 00:00:00
51,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3043,43, ,K1,503 EAST TREMONT AVENUE                  ,            ,10457,0,1,1,3237,3237,2001,4,K1,0,2013-09-23 00:00:00
52,2,BATHGATE                 ,27  FACTORIES                               ,4,3029,37, ,F5,420 EAST 180 STREET                      ,            ,10457,0,1,1,1578,3077,1997,4,F5,0,2013-02-21 00:00:00
53,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,2900,7, ,G2,1828 WEBSTER AVENUE                      ,            ,10457,0,1,1,8870,8870,1925,4,G2,0,2013-06-26 00:00:00
54,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,2900,12, ,G9,1838 WEBSTER AVE.                        ,            ,10457,0,2,2,8444,1600,1900,4,G9,0,2013-06-26 00:00:00
55,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3028,1, ,G7,401 EAST 178TH STREET                    ,            ,10457,0,0,0,3528,0,0,4,G7,0,2013-08-17 00:00:00
56,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3032,37, ,G7,PARK AVENUE                              ,            ,10458,0,0,0,9375,0,0,4,G7,0,2013-02-07 00:00:00
57,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3032,37, ,G7,PARK AVENUE                              ,            ,10458,0,0,0,9375,0,0,4,G7,945000,2013-01-24 00:00:00
58,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,13, ,G7,4282 PARK AVENUE                         ,            ,10457,0,0,0,4135,0,0,4,G7,0,2013-03-15 00:00:00
59,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2907,1, ,V1,EAST 174 STREET                          ,            ,10457,0,0,0,41,0,0,4,V1,0,2013-09-25 00:00:00
60,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2907,56, ,V9,1741 WASHINGTON AVENUE                   ,            ,10457,0,0,0,2260,0,0,4,V9,0,2013-09-25 00:00:00
61,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2907,57, ,V9,1739 WASHINGTON AVENUE                   ,            ,10457,0,0,0,2259,0,0,4,V9,0,2013-09-25 00:00:00
62,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2907,58, ,V9,1737 WASHINGTON AVENUE                   ,            ,10457,0,0,0,2259,0,0,4,V9,0,2013-09-25 00:00:00
63,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2922,2, ,V9,1734 BATHGATE AVE                        ,            ,10457,0,0,0,108560,0,0,4,V9,3500000,2013-05-02 00:00:00
64,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2922,2, ,V9,1734 BATHGATE AVE                        ,            ,10457,0,0,0,108560,0,0,4,V9,1,2013-05-02 00:00:00
65,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,2922,2, ,V9,1734 BATHGATE AVE                        ,            ,10457,0,0,0,108560,0,0,4,V9,1,2013-05-02 00:00:00
66,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,3028,75, ,V1,1978 WEBSTER AVENUE                      ,            ,10457,0,0,0,1096,0,0,4,V1,0,2013-08-17 00:00:00
67,2,BATHGATE                 ,37  RELIGIOUS FACILITIES                    ,4,3038,1, ,M9,4500 PARK AVENUE                         ,            ,10457,0,1,1,4594,4594,1989,4,M9,866000,2013-11-13 00:00:00
68,2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2899,50, ,Z9,414 EAST 175 STREET                      ,            ,10457,0,0,0,5410,0,0,4,Z9,160000,2013-05-31 00:00:00
69,2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2907,61, ,Z9,457 EAST 174 STREET                      ,            ,10457,0,0,0,5000,0,0,4,Z9,0,2013-09-25 00:00:00
70,2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2918,22, ,Z9,490 EAST TREMONT AVENUE                  ,            ,10457,0,0,0,3375,11680,1950,4,Z9,370000,2013-05-10 00:00:00
71,2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2918,22, ,Z9,490 EAST TREMONT AVENUE                  ,            ,10457,0,0,0,3375,11680,1950,4,Z9,0,2013-03-18 00:00:00
72,2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,3041,35, ,Z9,4704 PARK AVENUE                         ,            ,10458,0,1,1,7148,492,1931,4,Z9,700000,2013-07-25 00:00:00
73,2,BATHGATE                 ,43  CONDO OFFICE BUILDINGS                  ,4,3033,1002, ,RB,400 EAST FORDHAM ROAD                    ,COM         ,10458,0,0,1,0,0,0,4,RB,47640040,2013-11-13 00:00:00
74,2,BATHGATE                 ,46  CONDO STORE BUILDINGS                   ,4,3033,1001, ,RK,400 EAST FORDHAM ROAD                    ,RETL        ,10458,0,0,1,0,0,0,4,RK,86260000,2013-11-13 00:00:00
75,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4706,38, ,A2,3550 LACONIA                             ,            ,10469,1,0,1,2500,1441,1910,1,A2,207478,2013-09-25 00:00:00
76,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4711,100, ,A5,1313 HICKS STREET                        ,            ,10469,1,0,1,1710,1701,1950,1,A5,0,2013-06-19 00:00:00
77,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4715,22, ,A5,1156 E. 221 STREET                       ,            ,10469,1,0,1,1842,1744,1950,1,A5,367000,2013-04-25 00:00:00
78,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4715,54, ,A9,3836 LACONIA AVENUE                      ,            ,10469,1,0,1,1795,1690,1950,1,A9,275000,2013-12-20 00:00:00
79,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4724,6, ,A2,3487 KINGSLAND AVENUE                    ,            ,10469,1,0,1,2288,1480,1925,1,A2,235000,2013-07-30 00:00:00
80,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4724,6, ,A2,3487 KINGSLAND AVENUE                    ,            ,10469,1,0,1,2288,1480,1925,1,A2,0,2013-01-02 00:00:00
81,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4725,46, ,A9,1451 HICKS STREET                        ,            ,10469,1,0,1,1710,1890,1945,1,A9,265000,2013-01-28 00:00:00
82,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4728,106, ,A5,3416 KINGSLAND AVENUE                    ,            ,10469,1,0,1,1740,1224,1960,1,A5,210000,2013-04-29 00:00:00
83,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4730,44, ,A5,3416 GUNTHER AVENUE                      ,            ,10469,1,0,1,1710,1714,1950,1,A5,0,2013-05-04 00:00:00
84,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4734,50, ,A5,3314 BOUCK AVENUE                        ,            ,10469,1,0,1,1900,1567,1940,1,A5,35673,2013-04-18 00:00:00
85,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4734,90, ,A5,3221 WILSON AVENUE                       ,            ,10469,1,0,1,2000,1800,1940,1,A5,0,2013-12-27 00:00:00
86,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4735,38, ,A5,3302 WILSON AVENUE                       ,            ,10469,1,0,1,2216,1620,1930,1,A5,335500,2013-03-26 00:00:00
87,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4735,62, ,A5,3362 WILSON AVENUE                       ,            ,10469,1,0,1,2450,1820,1930,1,A5,370000,2013-10-28 00:00:00
88,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4735,62, ,A5,3362 WILSON AVENUE                       ,            ,10469,1,0,1,2450,1820,1930,1,A5,184000,2013-03-19 00:00:00
89,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4737,31, ,A5,3319 FENTON AVENUE                       ,            ,10469,1,0,1,2388,2267,1945,1,A5,0,2013-10-22 00:00:00
90,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4737,38, ,A5,3305 FENTON AVENUE                       ,            ,10469,1,0,1,1900,1406,1945,1,A5,185000,2013-09-26 00:00:00
91,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4741,8, ,A5,3249 FENTON AVE                          ,            ,10469,1,0,1,2025,1280,1920,1,A5,264600,2013-10-21 00:00:00
92,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4741,18, ,A5,3229 FENTON AVENUE                       ,            ,10469,1,0,1,2050,1280,1920,1,A5,326300,2013-10-30 00:00:00
93,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4742,7, ,A5,3253 CORSA AVENUE                        ,            ,10469,1,0,1,1800,1260,1950,1,A5,360000,2013-01-18 00:00:00
94,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4743,32, ,A5,3301 EASTCHESTER ROAD                    ,            ,10469,1,0,1,1892,1782,1950,1,A5,375000,2013-04-18 00:00:00
95,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4743,125, ,A5,3323 EASTCHESTER ROAD                    ,            ,10469,1,0,1,3092,1782,1950,1,A5,0,2013-06-11 00:00:00
96,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4745,44, ,A5,3318 MICKLE AVENUE                       ,            ,10469,1,0,1,1520,1432,1960,1,A5,0,2013-11-04 00:00:00
97,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4745,59, ,A1,3348 MICKLE AVENUE                       ,            ,10469,1,0,1,1916,1496,1920,1,A1,1,2013-10-29 00:00:00
98,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4746,1, ,A5,3262 CORSA AVENUE                        ,            ,10469,1,0,1,2025,1400,1950,1,A5,315000,2013-02-22 00:00:00
99,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4746,44, ,A5,3238 CORSA AVENUE                        ,            ,10469,1,0,1,2350,1690,1955,1,A5,0,2013-10-04 00:00:00
100,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4749,45, ,A1,3310 KINGSLAND AVENUE                    ,            ,10469,1,0,1,3325,1452,1935,1,A1,257000,2013-04-12 00:00:00
101,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4750,12, ,A5,3351 GUNTHER AVENUE                      ,            ,10469,1,0,1,1710,1539,1950,1,A5,371000,2013-12-06 00:00:00
102,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4750,34, ,A5,3307 GUNTHER AVE                         ,            ,10469,1,0,1,1710,1539,1950,1,A5,0,2013-09-19 00:00:00
103,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4750,48, ,A5,3318 TIEMANN AVENUE                      ,            ,10469,1,0,1,1710,1539,1950,1,A5,375000,2013-12-13 00:00:00
104,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4750,48, ,A5,3318 TIEMANN AVENUE                      ,            ,10469,1,0,1,1710,1539,1950,1,A5,165000,2013-07-29 00:00:00
105,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4751,58, ,A2,3336 GUNTHER AVENUE                      ,            ,10469,1,0,1,2874,948,1960,1,A2,0,2013-01-23 00:00:00
106,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4757,47, ,A1,3212 ELY AVENUE                          ,            ,10469,1,0,1,2375,1134,1920,1,A1,340000,2013-12-17 00:00:00
107,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4761,44, ,A1,3 FOX TERRACE                            ,            ,10469,1,0,1,1425,654,1930,1,A1,150000,2013-03-26 00:00:00
108,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4761,44, ,A1,3 FOX TERRACE                            ,            ,10469,1,0,1,1425,654,1930,1,A1,256000,2013-01-17 00:00:00
109,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4763,20, ,A5,3133 MICKLE AVENUE                       ,            ,10469,1,0,1,2143,1568,1950,1,A5,350000,2013-11-15 00:00:00
110,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4766,33, ,A1,1511 ADEE AVE                            ,            ,10469,1,0,1,2502,1530,1935,1,A1,195178,2013-11-21 00:00:00
111,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4768,51, ,A1,3026 KINGSLAND AVENUE                    ,            ,10469,1,0,1,3555,1798,1915,1,A1,0,2013-11-29 00:00:00
112,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4769,25, ,A9,3111 GUNTHER AVENUE                      ,            ,10469,1,0,1,2319,2376,1960,1,A9,0,2013-11-25 00:00:00
113,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4769,143, ,A5,3122 TIEMANN AVENUE                      ,            ,10469,1,0,1,1710,1620,1960,1,A5,0,2013-02-04 00:00:00
114,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4774,120, ,A5,3027 WICKHAM AVENUE                      ,            ,10469,1,0,1,2660,1690,1950,1,A5,20000,2013-06-03 00:00:00
115,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4775,6, ,A1,1816 HAMMERSLEY AVE                      ,            ,10469,1,0,1,3745,1288,1930,1,A1,205000,2013-09-25 00:00:00
116,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4784,6, ,A5,2951 KINGSLAND AVENUE                    ,            ,10469,1,0,1,1692,1534,1960,1,A5,0,2013-02-20 00:00:00
117,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,12, ,A1,2837 GUNTHER AVENUE                      ,            ,10469,1,0,1,4750,1063,1910,1,A1,270500,2013-11-22 00:00:00
118,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,12, ,A1,2837 GUNTHER AVENUE                      ,            ,10469,1,0,1,4750,1063,1910,1,A1,205000,2013-07-30 00:00:00
119,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,12, ,A1,2837 GUNTHER AVENUE                      ,            ,10469,1,0,1,4750,1063,1910,1,A1,205000,2013-07-30 00:00:00
120,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,41, ,B1,2820 TIEMANN AVENUE                      ,            ,10469,2,0,2,4750,2060,1910,1,A1,212000,2013-02-06 00:00:00
121,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4803,43, ,A5,2722 GUNTHER AVENUE                      ,            ,10469,1,0,1,2470,1088,1955,1,A5,370000,2013-04-23 00:00:00
122,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4803,145, ,A5,2728 GUNTHER AVENUE                      ,            ,10469,1,0,1,1520,1088,1955,1,A5,0,2013-01-28 00:00:00
123,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4884,23, ,A2,3447 ELY AVENUE                          ,            ,10469,1,0,1,2375,1140,1920,1,A2,0,2013-05-16 00:00:00
124,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4884,33, ,A1,3403 ELY AVENUE                          ,            ,10469,1,0,1,2660,828,1930,1,A1,281200,2013-04-23 00:00:00
125,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4888,22, ,A5,1310 EAST 223 STREET                     ,            ,10466,1,0,1,1600,960,1950,1,A5,0,2013-04-05 00:00:00
126,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4898,46, ,A5,1816 SCHIEFFELIN AVENUE                  ,            ,10466,1,0,1,2325,1674,1955,1,A5,324000,2013-05-21 00:00:00
127,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4899,31, ,A1,1217 EAST 224 STREET                     ,            ,10466,1,0,1,2685,1428,1930,1,A1,240000,2013-07-25 00:00:00
128,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4900,9, ,A2,1117 EAST 222ND STREET                   ,            ,10469,1,0,1,3900,920,1920,1,A2,200000,2013-06-05 00:00:00
129,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4902,23, ,A5,1147 E 223 ST                            ,            ,10466,1,0,1,1800,1534,1950,1,A5,0,2013-10-04 00:00:00
