,Manhattan All Sales For 2010 (January 2010 - December 2010),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,"Neighborhood Name 05/06/12, Descriptive Data is as of 05/06/12",,,,,,,,,,,,,,,,,,,,
1,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
2,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
684,1,CHELSEA                  ,21  OFFICE BUILDINGS                        ,4,698,10, ,J9,537 WEST 26TH STREET                     ,            ,10001,0,2,2,13825,13825,1914,4,O9,0,2010-12-15 00:00:00
685,1,CHELSEA                  ,21  OFFICE BUILDINGS                        ,4,739,1, ,O9,111 EIGHTH AVENUE                        ,            ,10011,0,61,61,165200,2161994,1931,4,O9,1770000000,2010-12-22 00:00:00
686,1,CHELSEA                  ,22  STORE BUILDINGS                         ,4,696,42, ,K9,510 WEST 25TH   STREET                   ,            ,10001,0,1,1,3950,7500,1975,4,K9,4600000,2010-09-01 00:00:00
687,1,CHELSEA                  ,22  STORE BUILDINGS                         ,4,699,23, ,K9,515 WEST 27TH   STREET                   ,            ,10001,0,1,1,2469,2465,1935,4,K9,0,2010-11-18 00:00:00
688,1,CHELSEA                  ,22  STORE BUILDINGS                         ,4,738,10, ,K9,345 WEST 14TH   STREET                   ,            ,10014,0,1,1,7743,27000,1960,4,K9,25343119,2010-04-26 00:00:00
689,1,CHELSEA                  ,22  STORE BUILDINGS                         ,4,768,81, ,K2,174 8TH AVENUE                           ,            ,10011,0,1,1,2107,4200,1910,4,K2,0,2010-05-25 00:00:00
690,1,CHELSEA                  ,23  LOFT BUILDINGS                          ,4,798,11, ,L8,161 WEST 22ND   STREET                   ,            ,10011,0,2,2,2148,6959,1920,4,L8,0,2010-07-23 00:00:00
691,1,CHELSEA                  ,23  LOFT BUILDINGS                          ,4,802,75, ,O2,158-164 WEST 27TH   STREET               ,            ,10001,0,14,14,8305,108000,1913,4,L1,37806000,2010-12-17 00:00:00
692,1,CHELSEA                  ,25  LUXURY HOTELS                           ,4,801,71, ,H2,152 WEST 26TH   STREET                   ,            ,10001,0,1,1,9826,122236,2010,4,H2,119901289,2010-09-22 00:00:00
693,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,690,1001, ,R5,520 WEST 19TH   STREET                   ,COM         ,10011,0,1,1,0,0,2007,4,R5,3375000,2010-06-25 00:00:00
694,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,695,1206, ,R5,521 WEST 23RD   STREET                   ,5FL         ,10011,0,1,1,0,0,0,4,R5,0,2010-11-09 00:00:00
695,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,698,1017, ,R5,520 WEST 27TH   STREET                   ,ST 5        ,10001,0,1,1,0,0,2006,4,R5,0,2010-12-21 00:00:00
696,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,698,1018, ,R5,520 WEST 27TH   STREET                   ,ST 6        ,10001,0,1,1,0,0,2006,4,R5,0,2010-12-21 00:00:00
697,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,698,1038, ,R5,520 WEST 27 STREET                       ,1001,10001,0,1,1,0,0,2006,4,R5,4800000,2010-12-21 00:00:00
698,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,698,1040, ,R5,520 WEST 27TH   STREET                   ,1101,10001,0,1,1,0,0,2006,4,R5,0,2010-12-21 00:00:00
699,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,716,1148, ,R5,444 WEST 19TH   STREET                   ,P6          ,10011,0,1,1,0,0,0,4,R5,95000,2010-03-30 00:00:00
700,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,721,1053, ,R5,405 WEST 23RD   STREET                   ,8B          ,10011,0,1,1,0,0,0,4,R5,215000,2010-06-01 00:00:00
701,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,723,1051, ,R5,263 9 AVENUE                             ,STG1        ,10001,0,1,1,0,0,0,4,R5,0,2010-01-25 00:00:00
702,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,767,1501, ,R5,210 WEST 18TH   STREET                   ,PU          ,10011,0,1,1,0,0,1929,4,R5,24308583,2010-12-03 00:00:00
703,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,768,1226, ,R5,140 7 AVENUE                             ,15,10011,0,1,1,0,0,0,4,R5,0,2010-03-30 00:00:00
704,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,794,1138, ,R5,163 WEST 18TH STREET                     ,S7          ,10011,0,1,1,0,0,2006,4,R5,1000,2010-05-15 00:00:00
705,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,794,1138, ,R5,163 WEST 18TH STREET                     ,S7          ,10011,0,1,1,0,0,2006,4,R5,0,2010-01-22 00:00:00
706,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,797,1701, ,R5,140 WEST 22ND   STREET                   ,COM         ,10011,0,1,1,0,0,1911,4,R5,3502850,2010-09-01 00:00:00
707,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,801,1005, ,R5,137-139 WEST 25TH   STREET               ,COM3        ,10001,0,1,1,0,0,1910,4,R5,2025000,2010-03-24 00:00:00
708,1,CHELSEA                  ,28  COMMERCIAL CONDOS                       ,4,803,1129, ,R5,305 SEVENTH AVENUE                       ,15A         ,10001,0,1,1,0,0,0,4,R5,2675000,2010-09-15 00:00:00
709,1,CHELSEA                  ,29  COMMERCIAL GARAGES                      ,4,691,29, ,E9,153 10TH   AVENUE                        ,            ,10011,0,1,1,9200,9200,1945,4,G9,0,2010-07-30 00:00:00
710,1,CHELSEA                  ,29  COMMERCIAL GARAGES                      ,4,692,11, ,O9,537-543 WEST 20TH STREET                 ,            ,10011,0,0,0,9200,24289,2011,4,G9,8000000,2010-03-25 00:00:00
711,1,CHELSEA                  ,29  COMMERCIAL GARAGES                      ,4,692,11, ,O9,537-543 WEST 20TH STREET                 ,            ,10011,0,0,0,9200,24289,2011,4,G9,0,2010-03-25 00:00:00
712,1,CHELSEA                  ,29  COMMERCIAL GARAGES                      ,4,692,30, ,G2,169 10TH   AVENUE                        ,            ,10011,0,1,1,18400,20900,1946,4,G2,25290577,2010-05-11 00:00:00
713,1,CHELSEA                  ,29  COMMERCIAL GARAGES                      ,4,693,23, ,G9,511 WEST 21ST   STREET                   ,            ,10011,0,1,1,19750,88030,1920,4,G9,52000000,2010-11-23 00:00:00
714,1,CHELSEA                  ,30  WAREHOUSES                              ,4,701,24, ,E7,517 WEST 29TH   STREET                   ,            ,10001,0,2,2,9875,55000,1920,4,E7,0,2010-10-29 00:00:00
715,1,CHELSEA                  ,31  COMMERCIAL VACANT LAND                  ,4,695,6, ,V1,559 WEST 23RD ST                         ,            ,10011,0,0,0,2469,0,0,4,V1,4240000,2010-08-25 00:00:00
716,1,CHELSEA                  ,31  COMMERCIAL VACANT LAND                  ,2,699,9, ,D8,537 WEST 27TH   STREET                   ,            ,10001,29,1,30,7281,34345,2011,4,V1,0,2010-03-08 00:00:00
717,1,CHELSEA                  ,31  COMMERCIAL VACANT LAND                  ,4,723,34, ,V1,401 WEST 25TH   STREET                   ,            ,10001,0,0,0,9875,0,0,4,V1,3219686,2010-07-08 00:00:00
718,1,CHELSEA                  ,31  COMMERCIAL VACANT LAND                  ,2,798,57, ,D9,124-126 WEST 23RD STREET                 ,            ,10011,34,0,34,4937,0,2011,4,V1,0,2010-04-08 00:00:00
719,1,CHELSEA                  ,35  INDOOR PUBLIC AND CULTURAL FACILITIES   ,4,693,64, ,P7,556 WEST 22ND STREET                     ,            ,10011,0,1,1,9850,28838,1920,4,P7,19350000,2010-12-08 00:00:00
720,1,CHELSEA                  ,35  INDOOR PUBLIC AND CULTURAL FACILITIES   ,4,693,64, ,P7,556-564 WEST 22ND STREET                 ,            ,10011,0,1,1,9850,28838,1920,4,P7,13444538,2010-10-13 00:00:00
721,1,CHELSEA                  ,37  RELIGIOUS FACILITIES                    ,4,719,35, ,M4,407 WEST 21ST   STREET                   ,            ,10011,0,1,1,1980,4283,1910,4,M4,0,2010-10-14 00:00:00
722,1,CHELSEA                  ,37  RELIGIOUS FACILITIES                    ,4,719,35, ,M4,407 WEST 21ST   STREET                   ,            ,10011,0,1,1,1980,4283,1910,4,M4,3950000,2010-03-11 00:00:00
723,1,CHELSEA                  ,37  RELIGIOUS FACILITIES                    ,4,746,58, ,M9,328 WEST 23RD   STREET                   ,            ,10011,0,2,2,2499,8000,1926,4,M9,3960000,2010-09-22 00:00:00
724,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2B,116,48, ,C7,31-33 JAMES STREET                       ,            ,10038,8,2,10,1100,5480,1900,2,C7,1700000,2010-05-20 00:00:00
725,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,162,18, ,C7,34 MOTT STREET                           ,            ,10013,20,6,26,2531,13819,1920,2,C7,7650000,2010-08-09 00:00:00
726,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,199,3, ,C7,83 BAXTER STREET                         ,            ,10002,38,6,44,5000,21000,1915,2,C7,0,2010-03-31 00:00:00
727,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,277,10, ,C7,93 MADISON STREET                        ,            ,10002,17,1,18,2539,10957,1900,2,C7,0,2010-08-14 00:00:00
728,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,277,17, ,C7,107 MADISON STREET                       ,            ,10002,16,1,17,2514,9075,1910,2,C7,0,2010-08-14 00:00:00
729,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,279,29, ,C7,39 MADISON STREET                        ,            ,10038,40,10,50,2958,17749,1900,2,C7,0,2010-07-30 00:00:00
730,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,303,10, ,C7,83 BOWERY                                ,            ,10002,12,3,15,2923,12665,1910,2,C7,0,2010-07-16 00:00:00
731,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,303,10, ,C7,83 BOWERY                                ,            ,10002,12,3,15,2923,12665,1910,2,C7,0,2010-07-16 00:00:00
732,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,303,11, ,C7,85 BOWERY                                ,            ,10002,16,2,18,2785,11349,1910,2,C7,0,2010-07-16 00:00:00
733,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,303,11, ,C7,85 BOWERY                                ,            ,10002,16,2,18,2785,11349,1910,2,C7,0,2010-07-16 00:00:00
734,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,304,31, ,C7,83 CHRYSTIE STREET                       ,            ,10002,28,2,30,5033,22044,1910,2,C7,0,2010-12-17 00:00:00
735,1,CHINATOWN                ,07  RENTALS - WALKUP APARTMENTS             ,2,306,32, ,C7,73 ELDRIDGE STREET                       ,            ,10002,22,2,24,2506,11706,1920,2,C7,0,2010-06-28 00:00:00
736,1,CHINATOWN                ,12  CONDOS - WALKUP APARTMENTS              ,2,277,1116, ,R2,95 MADISON STREET                        ,5C          ,10002,1,0,1,0,0,0,2,R2,319800,2010-02-11 00:00:00
737,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,171,1006, ,R4,356 BROADWAY                             ,2C          ,10013,1,0,1,0,0,1915,2,R4,820000,2010-04-15 00:00:00
738,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,171,1006, ,R4,356 BROADWAY                             ,2C          ,10013,1,0,1,0,0,1915,2,R4,0,2010-03-18 00:00:00
739,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,171,1007, ,R4,356 BROADWAY                             ,2D          ,10013,1,0,1,0,0,0,2,R4,660000,2010-04-02 00:00:00
740,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,171,1007, ,R4,356 BROADWAY                             ,2D          ,10013,1,0,1,0,0,0,2,R4,0,2010-03-18 00:00:00
741,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,171,1108, ,R4,354 BROADWAY                             ,5,10013,1,0,1,0,0,0,2,R4,5000000,2010-08-19 00:00:00
742,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1008, ,R4,376 BROADWAY                             ,2G          ,10013,1,0,1,0,0,1990,2,R4,500000,2010-11-30 00:00:00
743,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1038, ,R4,376 BROADWAY                             ,7C          ,10013,1,0,1,0,0,1990,2,R4,625000,2010-11-10 00:00:00
744,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1043, ,R4,376 BROADWAY                             ,8A          ,10013,1,0,1,0,0,1990,2,R4,0,2010-09-23 00:00:00
745,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1055, ,R4,376 BROADWAY                             ,9F          ,10013,1,0,1,0,0,1990,2,R4,830000,2010-06-21 00:00:00
746,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1148, ,R4,376 BROADWAY                             ,23A         ,10013,1,0,1,0,0,1990,2,R4,550000,2010-03-22 00:00:00
747,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1164, ,R4,376 BROADWAY                             ,PH3         ,10013,1,0,1,0,0,1990,2,R4,1400000,2010-09-02 00:00:00
748,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1208, ,R4,81 WHITE STREET                          ,4W          ,10013,1,0,1,0,0,0,2,R4,362500,2010-09-03 00:00:00
749,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1208, ,R4,81 WHITE STREET                          ,4W          ,10013,1,0,1,0,0,0,2,R4,362500,2010-09-03 00:00:00
750,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1402, ,R4,50 FRANKLIN STREET                       ,2A          ,10013,1,0,1,0,0,2007,2,R4,702592,2010-07-30 00:00:00
751,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1403, ,R4,50 FRANKLIN STREET                       ,2B          ,10013,1,0,1,0,0,2007,2,R4,580402,2010-02-10 00:00:00
752,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1407, ,R4,50 FRANKLIN STREET                       ,3A          ,10013,1,0,1,0,0,2007,2,R4,712775,2010-06-22 00:00:00
753,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1408, ,R4,50 FRANKLIN STREET                       ,3B          ,10013,1,0,1,0,0,2007,2,R4,595676,2010-01-29 00:00:00
754,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1412, ,R4,50 FRANKLIN STREET                       ,4A          ,10013,1,0,1,0,0,2007,2,R4,735000,2010-06-30 00:00:00
755,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1416, ,R4,50 FRANKLIN STREET                       ,4E          ,10013,1,0,1,0,0,2007,2,R4,783034,2010-07-27 00:00:00
756,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1417, ,R4,50 FRANKLIN STREET                       ,5A          ,10013,1,0,1,0,0,2007,2,R4,743322,2010-02-26 00:00:00
757,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1422, ,R4,50 FRANKLIN STREET                       ,6A          ,10013,1,0,1,0,0,2007,2,R4,768778,2010-02-05 00:00:00
758,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1423, ,R4,50 FRANKLIN STREET                       ,6B          ,10013,1,0,1,0,0,2007,2,R4,610950,2010-05-12 00:00:00
759,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1427, ,R4,50 FRANKLIN STREET                       ,7A          ,10013,1,0,1,0,0,2007,2,R4,768778,2010-02-23 00:00:00
760,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1432, ,R4,50 FRANKLIN STREET                       ,8A          ,10013,1,0,1,0,0,2007,2,R4,773870,2010-02-16 00:00:00
761,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1433, ,R4,50 FRANKLIN STREET                       ,8B          ,10013,1,0,1,0,0,2007,2,R4,626223,2010-02-12 00:00:00
762,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1434, ,R4,50 FRANKLIN STREET                       ,8C          ,10013,1,0,1,0,0,2007,2,R4,1170987,2010-09-08 00:00:00
763,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1435, ,R4,50 FRANKLIN STREET                       ,8D          ,10013,1,0,1,0,0,2007,2,R4,1011122,2010-03-10 00:00:00
764,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1436, ,R4,50 FRANKLIN STREET                       ,8E          ,10013,1,0,1,0,0,2007,2,R4,804417,2010-03-11 00:00:00
765,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1437, ,R4,50 FRANKLIN STREET                       ,9A          ,10013,1,0,1,0,0,2007,2,R4,753505,2010-01-15 00:00:00
766,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1438, ,R4,50 FRANKLIN STREET                       ,9B          ,10013,1,0,1,0,0,2007,2,R4,616041,2010-11-04 00:00:00
767,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1440, ,R4,50 FRANKLIN STREET                       ,9D          ,10013,1,0,1,0,0,2007,2,R4,1064071,2010-07-21 00:00:00
768,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1442, ,R4,50 FRANKLIN STREET                       ,10A         ,10013,1,0,1,0,0,2007,2,R4,760000,2010-02-01 00:00:00
769,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1443, ,R4,50 FRANKLIN STREET                       ,10B         ,10013,1,0,1,0,0,2007,2,R4,687318,2010-09-14 00:00:00
770,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1444, ,R4,50 FRANKLIN STREET                       ,10C         ,10013,1,0,1,0,0,2007,2,R4,1170987,2010-06-16 00:00:00
771,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1445, ,R4,50 FRANKLIN STREET                       ,10D         ,10013,1,0,1,0,0,2007,2,R4,1089527,2010-04-28 00:00:00
772,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1446, ,R4,50 FRANKLIN STREET                       ,10E         ,10013,1,0,1,0,0,2007,2,R4,874676,2010-07-15 00:00:00
773,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1448, ,R4,50 FRANKLIN STREET                       ,11B         ,10013,1,0,1,0,0,2007,2,R4,615000,2010-10-28 00:00:00
774,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1449, ,R4,50 FRANKLIN STREET                       ,11C         ,10013,1,0,1,0,0,2007,2,R4,1105260,2010-06-30 00:00:00
775,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1450, ,R4,50 FRANKLIN STREET                       ,11D         ,10013,1,0,1,0,0,2007,2,R4,997000,2010-01-27 00:00:00
776,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1451, ,R4,50 FRANKLIN STREET                       ,11E         ,10013,1,0,1,0,0,2007,2,R4,865512,2010-07-29 00:00:00
777,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1453, ,R4,50 FRANKLIN STREET                       ,12B         ,10013,1,0,1,0,0,2007,2,R4,1018250,2010-02-25 00:00:00
778,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1454, ,R4,50 FRANKLIN STREET                       ,12C         ,10013,1,0,1,0,0,2007,2,R4,1034353,2010-07-09 00:00:00
779,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1456, ,R4,50 FRANKLIN STREET                       ,14B         ,10013,1,0,1,0,0,2007,2,R4,1030000,2010-07-01 00:00:00
780,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1457, ,R4,50 FRANKLIN STREET                       ,14C         ,10013,1,0,1,0,0,2007,2,R4,1028432,2010-05-12 00:00:00
781,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1458, ,R4,50 FRANKLIN STREET                       ,15A         ,10013,1,0,1,0,0,2007,2,R4,1967793,2010-08-09 00:00:00
782,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1459, ,R4,50 FRANKLIN STREET                       ,15B         ,10013,1,0,1,0,0,2007,2,R4,1179133,2010-03-15 00:00:00
783,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1460, ,R4,50 FRANKLIN STREET                       ,15C         ,10013,1,0,1,0,0,2007,2,R4,995000,2010-04-21 00:00:00
784,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1462, ,R4,50 FRANKLIN STREET                       ,16B         ,10013,1,0,1,0,0,2007,2,R4,1099710,2010-01-21 00:00:00
785,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1463, ,R4,50 FRANKLIN STREET                       ,16C         ,10013,1,0,1,0,0,2007,2,R4,1069162,2010-07-29 00:00:00
786,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1465, ,R4,50 FRANKLIN STREET                       ,17B         ,10013,1,0,1,0,0,2007,2,R4,1323725,2010-06-18 00:00:00
787,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1466, ,R4,50 FRANKLIN STREET                       ,17C         ,10013,1,0,1,0,0,2007,2,R4,1050000,2010-07-02 00:00:00
788,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1467, ,R4,50 FRANKLIN STREET                       ,18A         ,10013,1,0,1,0,0,2007,2,R4,1475000,2010-10-13 00:00:00
789,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1468, ,R4,50 FRANKLIN STREET                       ,18B         ,10013,1,0,1,0,0,2007,2,R4,1099710,2010-07-30 00:00:00
790,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1469, ,R4,50 FRANKLIN STREET                       ,18C         ,10013,1,0,1,0,0,2007,2,R4,1084436,2010-07-12 00:00:00
791,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1470, ,R4,50 FRANKLIN STREET                       ,PHA         ,10013,1,0,1,0,0,2007,2,R4,1682149,2010-06-01 00:00:00
792,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1471, ,R4,50 FRANKLIN STREET                       ,PHB         ,10013,1,0,1,0,0,2007,2,R4,1131575,2010-03-02 00:00:00
793,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,172,1472, ,R4,50 FRANKLIN STREET                       ,PHC         ,10013,1,0,1,0,0,2007,2,R4,1272812,2010-08-03 00:00:00
794,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,202,1002, ,R4,50 BAYARD STREET                         ,2B          ,10013,1,0,1,0,0,1962,2,R4,0,2010-08-20 00:00:00
795,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,202,1082, ,R4,50 BAYARD STREET                         ,5K          ,10013,1,0,1,0,0,0,2,R4,0,2010-01-10 00:00:00
796,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,202,1083, ,R4,50 BAYARD STREET                         ,5L          ,10013,1,0,1,0,0,0,2,R4,0,2010-07-15 00:00:00
797,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,202,1084, ,R4,50 BAYARD STREET                         ,5M          ,10013,1,0,1,0,0,0,2,R4,639000,2010-06-30 00:00:00
798,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,202,1086, ,R4,50 BAYARD STREET                         ,5O          ,10013,1,0,1,0,0,0,2,R4,660000,2010-08-23 00:00:00
799,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,202,1087, ,R4,50 BAYARD STREET                         ,5P          ,10013,1,0,1,0,0,0,2,R4,630000,2010-07-09 00:00:00
800,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,202,1152, ,R4,50 BAYARD STREET                         ,8H          ,10013,1,0,1,0,0,0,2,R4,635000,2010-07-28 00:00:00
801,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,204,1031, ,R4,158 HESTER STREET                        ,4G          ,10013,1,0,1,0,0,2004,2,R4,0,2010-04-06 00:00:00
802,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,204,1040, ,R4,158 HESTER STREET                        ,5E          ,10013,1,0,1,0,0,2004,2,R4,525000,2010-06-30 00:00:00
803,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,206,1119, ,R4,123 BAXTER STREET                        ,5A          ,10013,1,0,1,0,0,2003,2,R4,0,2010-12-30 00:00:00
804,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,208,1008, ,R4,129 LAFAYETTE STREET                     ,4A          ,10013,1,0,1,0,0,0,2,R4,2800000,2010-06-03 00:00:00
805,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,208,1009, ,R4,129 LAFAYETTE STREET                     ,4B          ,10013,1,0,1,0,0,0,2,R4,1300000,2010-04-05 00:00:00
806,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,208,1019, ,R4,129 LAFAYETTE STREET                     ,7C          ,10013,1,0,1,0,0,0,2,R4,2440000,2010-05-21 00:00:00
807,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,234,1003, ,R4,161 GRAND STREET                         ,2A          ,10013,1,0,1,0,0,0,2,R4,2250000,2010-03-11 00:00:00
808,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,235,1007, ,R4,136 BAXTER STREET                        ,3A3B        ,10013,1,0,1,0,0,1915,2,R4,3054750,2010-10-13 00:00:00
809,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,236,1002, ,R4,179 GRAND STREET                         ,2A          ,10013,1,0,1,0,0,1990,2,R4,535000,2010-05-28 00:00:00
810,1,CHINATOWN                ,13  CONDOS - ELEVATOR APARTMENTS            ,2,238,1013, ,R4,87 ELIZABETH STREET                      ,4C          ,10013,1,0,1,0,0,0,2,R4,450000,2010-04-28 00:00:00
