,Manhattan All Sales For 2010 (January 2010 - December 2010),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,"Neighborhood Name 05/06/12, Descriptive Data is as of 05/06/12",,,,,,,,,,,,,,,,,,,,
1,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
2,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,1,ALPHABET CITY            ,01  ONE FAMILY HOMES                        ,1,372,38, ,S1,15 AVENUE D                              ,            ,10009,1,1,2,826,2240,1910,1,S1,0,2010-04-22 00:00:00
4,1,ALPHABET CITY            ,01  ONE FAMILY HOMES                        ,1,372,38, ,S1,15 AVENUE D                              ,            ,10009,1,1,2,826,2240,1910,1,S1,593362,2010-04-22 00:00:00
5,1,ALPHABET CITY            ,02  TWO FAMILY HOMES                        ,1,376,32, ,S2,91 AVENUE D                              ,            ,10009,2,1,3,994,3799,1901,1,S2,1320000,2010-02-03 00:00:00
6,1,ALPHABET CITY            ,03  THREE FAMILY HOMES                      ,1,373,16, ,C0,326 EAST 4TH STREET                      ,            ,10009,3,0,3,2204,3921,1899,1,C0,900000,2010-12-15 00:00:00
7,1,ALPHABET CITY            ,03  THREE FAMILY HOMES                      ,1,393,9, ,C0,604 EAST 11TH   STREET                   ,            ,10009,3,0,3,2375,5110,1939,1,C0,0,2010-06-25 00:00:00
8,1,ALPHABET CITY            ,04  TAX CLASS 1 CONDOS                      ,1C,399,1102, ,R6,238 EAST 4TH   STREET                    ,-           ,10009,1,0,1,0,0,1955,1,R6,3027375,2010-08-24 00:00:00
9,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,372,39, ,C7,11 AVENUE D                              ,            ,10009,16,3,19,3419,14400,1900,2,C7,8000000,2010-02-19 00:00:00
10,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,372,39, ,C7,11 AVENUE D                              ,            ,10009,16,3,19,3419,14400,1900,2,C7,10095288,2010-02-19 00:00:00
11,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2A,373,17, ,C3,328 EAST 4TH   STREET                    ,            ,10009,4,0,4,2204,3372,1900,2,C3,2500000,2010-12-15 00:00:00
12,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,385,38, ,C4,21-23 AVENUE C                           ,            ,10009,20,0,20,3315,15360,1900,2,C4,909250,2010-04-27 00:00:00
13,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,390,50, ,C1,209 E 7TH ST                             ,            ,10009,29,0,29,3900,18099,1900,2,C1,687375,2010-06-24 00:00:00
14,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,391,22, ,C4,630 EAST 9TH   STREET                    ,            ,10009,24,0,24,2583,10185,1910,2,C4,4250000,2010-10-19 00:00:00
15,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,392,25, ,C7,380-382 EAST 10TH STREET                 ,            ,10009,18,2,20,2307,9075,1930,2,C7,7000000,2010-12-23 00:00:00
16,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,392,25, ,C7,380-382 EAST 10TH STREET                 ,            ,10009,18,2,20,2307,9075,1930,2,C7,0,2010-09-01 00:00:00
17,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,392,26, ,C4,382 EAST 10TH   STREET                   ,            ,10009,20,0,20,2307,9075,1930,2,C4,0,2010-12-23 00:00:00
18,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,392,26, ,C4,382 EAST 10TH   STREET                   ,            ,10009,20,0,20,2307,9075,1930,2,C4,0,2010-09-01 00:00:00
19,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2B,393,36, ,C7,169 AVENUE C                             ,            ,10009,8,2,10,1909,7437,1920,2,C7,0,2010-06-08 00:00:00
20,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2B,393,37, ,C7,167 AVENUE C                             ,            ,10009,8,2,10,1920,7485,1920,2,C7,0,2010-06-08 00:00:00
21,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2B,393,38, ,C7,165 AVENUE C                             ,            ,10009,8,2,10,1916,7485,1920,2,C7,78750,2010-06-08 00:00:00
22,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2A,400,19, ,C3,526 EAST 5TH   STREET                    ,            ,10009,4,0,4,1883,3885,1900,2,C3,1450000,2010-06-10 00:00:00
23,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,401,15, ,C5,510-512 EAST 6TH   STREET                ,            ,10009,20,1,21,4845,13854,1900,2,C5,0,2010-04-26 00:00:00
24,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,404,25, ,C1,542 EAST 11TH   STREET                   ,            ,10009,20,0,20,2370,6250,1920,2,C1,0,2010-04-19 00:00:00
25,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,404,43, ,C4,325 EAST 10TH   STREET                   ,            ,10009,18,0,18,2370,11000,1900,2,C4,3250000,2010-04-01 00:00:00
26,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,404,43, ,C4,325 EAST 10TH   STREET                   ,            ,10009,18,0,18,2370,11000,1900,2,C4,0,2010-01-06 00:00:00
27,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2A,404,46, ,C2,319 EAST 10TH   STREET                   ,            ,10009,5,0,5,2369,4181,1900,2,C2,2100000,2010-03-04 00:00:00
28,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,406,42, ,C7,543 EAST 12TH   STREET                   ,            ,10009,19,1,20,3622,11951,1900,2,C7,1290000,2010-04-26 00:00:00
29,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,406,42, ,C7,543 EAST 12TH   STREET                   ,            ,10009,19,1,20,3622,11951,1900,2,C7,1290000,2010-04-26 00:00:00
30,1,ALPHABET CITY            ,07  RENTALS - WALKUP APARTMENTS             ,2,406,57, ,C7,515 EAST 12TH   STREET                   ,            ,10009,16,2,18,2581,9309,1900,2,C7,0,2010-04-30 00:00:00
31,1,ALPHABET CITY            ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,376,4, ,D6,96 AVENUE C                              ,            ,10009,6,1,7,1881,7390,1900,2,D6,3400000,2010-08-03 00:00:00
32,1,ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,376,19, ,C6,"254 EAST 7TH STREET, 15-16               ",            ,10009,0,0,0,0,0,1910,2,C6,995000,2010-03-31 00:00:00
33,1,ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,389,21, ,C6,"206 EAST 7TH STREET, 1920                ",            ,10009,0,0,0,0,0,1900,2,C6,518950,2010-02-12 00:00:00
34,1,ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,394,52, ,C6,"633 EAST 11 STREET, 10                   ",            ,10009,0,0,0,0,0,1937,2,C6,400000,2010-02-08 00:00:00
35,1,ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,394,52, ,C6,"633 EAST 11TH STREET, 2                  ",            ,10009,0,0,0,0,0,1937,2,C6,420000,2010-04-30 00:00:00
36,1,ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,398,66, ,C6,24 AVENUE A                              ,            ,10009,20,3,23,3450,15308,1900,2,C6,0,2010-01-20 00:00:00
37,1,ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,398,66, ,C6,24 AVENUE A                              ,            ,10009,0,0,0,0,0,1900,2,C6,0,2010-01-20 00:00:00
38,1,ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,400,47, ,C6,"223-225 EAST 4TH STREET, 3 4             ",            ,10009,0,0,0,0,0,1937,2,C6,700000,2010-04-07 00:00:00
39,1,ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2C,402,39, ,C6,"102 AVENUE B, 3                          ",            ,10009,0,0,0,0,0,1900,2,C6,800000,2010-03-26 00:00:00
40,1,ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,406,50, ,C6,"527 EAST 12TH, A6                        ",            ,10009,0,0,0,0,0,1901,2,C6,336000,2010-01-08 00:00:00
41,1,ALPHABET CITY            ,09  COOPS - WALKUP APARTMENTS               ,2,406,61, ,C6,"507 EAST 12TH STREET, 3A                 ",            ,10009,0,0,0,0,0,1900,2,C6,420000,2010-01-25 00:00:00
42,1,ALPHABET CITY            ,10  COOPS - ELEVATOR APARTMENTS             ,2,386,36, ,D0,"300 EAST 4TH STREET, 5B                  ",            ,10009,0,0,0,0,0,1940,2,D0,710000,2010-01-06 00:00:00
43,1,ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,398,1028, ,R2,182 EAST 2ND   STREET                    ,4G          ,10009,1,0,1,0,0,0,2,R2,0,2010-01-25 00:00:00
44,1,ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,398,1033, ,R2,182 EAST 2ND   STREET                    ,5E          ,10009,1,0,1,0,0,0,2,R2,627500,2010-06-29 00:00:00
45,1,ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,406,1002, ,R2,212 AVENUE B                             ,1,10009,1,0,1,0,0,0,2,R2,205000,2010-04-19 00:00:00
46,1,ALPHABET CITY            ,12  CONDOS - WALKUP APARTMENTS              ,2,407,1119, ,R2,503 EAST 13TH   STREET                   ,C4          ,10009,1,0,1,0,0,0,2,R2,870000,2010-08-09 00:00:00
47,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,375,1011, ,R4,754 EAST 6TH STRET                       ,3E          ,10009,1,0,1,0,0,0,2,R4,615000,2010-07-19 00:00:00
48,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,375,1021, ,R4,754 EAST 6TH   STREET                    ,5E          ,10009,1,0,1,0,0,0,2,R4,635000,2010-04-13 00:00:00
49,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,384,1205, ,R4,310 EAST HOUSTON STREET                  ,3C          ,10002,1,0,1,0,0,2005,2,R4,835000,2010-12-10 00:00:00
50,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,384,1219, ,R4,310 EAST HOUSTON STREET                  ,5E          ,10002,1,0,1,0,0,2005,2,R4,1615000,2010-07-08 00:00:00
51,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,384,1408, ,R4,229 EAST 2ND   STREET                    ,3A          ,10009,1,0,1,0,0,2008,2,R4,1028432,2010-07-30 00:00:00
52,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,384,1409, ,R4,229 EAST 2ND   STREET                    ,4A          ,10009,1,0,1,0,0,2008,2,R4,1053888,2010-08-23 00:00:00
53,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,384,1410, ,R4,229 EAST 2ND   STREET                    ,5A          ,10009,1,0,1,0,0,2008,2,R4,1067940,2010-09-27 00:00:00
54,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,1014, ,R4,143 AVENUE B                             ,4C          ,10009,1,0,1,0,0,1928,2,R4,12000,2010-06-02 00:00:00
55,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,1014, ,R4,143 AVENUE B                             ,4C          ,10009,1,0,1,0,0,1928,2,R4,1200000,2010-03-01 00:00:00
56,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,1045, ,R4,143 AVENUE B                             ,9C          ,10009,1,0,1,0,0,1928,2,R4,490000,2010-06-03 00:00:00
57,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,392,1115, ,R4,631 EAST 9TH STREET                      ,2A          ,10009,1,0,1,0,0,2005,2,R4,0,2010-08-05 00:00:00
58,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1002, ,R4,215 AVENUE B                             ,2A          ,10009,1,0,1,0,0,2008,2,R4,625000,2010-08-24 00:00:00
59,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1004, ,R4,215 AVENUE B                             ,1004,10009,1,0,1,0,0,2008,2,R4,438000,2010-09-20 00:00:00
60,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1005, ,R4,215 AVENUE B                             ,1005,10009,1,0,1,0,0,2008,2,R4,690000,2010-08-13 00:00:00
61,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1006, ,R4,215 AVENUE B                             ,1006,10009,1,0,1,0,0,2008,2,R4,1191352,2010-08-09 00:00:00
62,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1007, ,R4,215 AVENUE B                             ,1007,10009,1,0,1,0,0,2008,2,R4,486720,2010-08-13 00:00:00
63,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1008, ,R4,215 AVENUE B                             ,1008,10009,1,0,1,0,0,2008,2,R4,735000,2010-08-09 00:00:00
64,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1009, ,R4,215 AVENUE B                             ,1009,10009,1,0,1,0,0,2008,2,R4,1180000,2010-08-05 00:00:00
65,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1010, ,R4,215 AVENUE B                             ,1010,10009,1,0,1,0,0,2008,2,R4,529490,2010-09-03 00:00:00
66,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1011, ,R4,215 AVENUE B                             ,1011,10009,1,0,1,0,0,2008,2,R4,780000,2010-08-05 00:00:00
67,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1012, ,R4,215 AVENUE B                             ,1012,10009,1,0,1,0,0,2008,2,R4,1200000,2010-08-04 00:00:00
68,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1013, ,R4,215 AVENUE B                             ,1013,10009,1,0,1,0,0,2008,2,R4,515000,2010-12-08 00:00:00
69,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1014, ,R4,215 AVENUE B                             ,1014,10009,1,0,1,0,0,2008,2,R4,780000,2010-08-26 00:00:00
70,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1015, ,R4,215 AVENUE B                             ,1015,10009,1,0,1,0,0,2008,2,R4,1199990,2010-08-13 00:00:00
71,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1016, ,R4,215 AVENUE B                             ,1016,10009,1,0,1,0,0,2008,2,R4,548836,2010-11-09 00:00:00
72,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,396,1017, ,R4,215 AVENUE B                             ,1017,10009,1,0,1,0,0,2008,2,R4,1840000,2010-11-22 00:00:00
73,1,ALPHABET CITY            ,13  CONDOS - ELEVATOR APARTMENTS            ,2,405,1314, ,R4,525 EAST 11TH STREET                     ,5A          ,10009,1,0,1,0,0,0,2,R4,1225000,2010-10-22 00:00:00
74,1,ALPHABET CITY            ,14  RENTALS - 4-10 UNIT                     ,2A,391,41, ,S3,337 EAST 8TH   STREET                    ,            ,10009,3,1,4,2324,4744,1900,2,S3,446160,2010-07-02 00:00:00
75,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,374,1002, ,R1,305 EAST 4TH   STREET                    ,2,10009,1,0,1,0,0,0,2,R1,680000,2010-02-03 00:00:00
76,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,374,1002, ,R1,305 EAST 4TH   STREET                    ,2,10009,1,0,1,0,0,0,2,R1,720000,2010-02-03 00:00:00
77,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2,377,1202, ,RR,101 AVENUE D                             ,B           ,10009,61,1,62,15153,54461,2010,2,R1,1589295,2010-05-28 00:00:00
78,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2,377,1203, ,RR,101 AVENUE D                             ,C           ,10009,17,0,17,15153,14085,2010,2,R1,418706,2010-05-28 00:00:00
79,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,384,1007, ,R1,213 EAST 2ND   STREET                    ,7,10009,1,0,1,0,0,2005,2,R1,2138325,2010-02-25 00:00:00
80,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,384,1303, ,R1,209 EAST 2ND   STREET                    ,3,10009,1,0,1,0,0,1900,2,R1,1405185,2010-04-28 00:00:00
81,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,394,1003, ,R1,645 EAST 11TH STREET                     ,2A          ,10009,1,0,1,0,0,0,2,R1,625000,2010-06-30 00:00:00
82,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,394,1303, ,R1,619 EAST 11TH   STREET                   ,2A          ,10009,1,0,1,0,0,0,2,R1,470450,2010-03-16 00:00:00
83,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,394,1305, ,R1,619 EAST 11TH   STREET                   ,3A          ,10009,1,0,1,0,0,0,2,R1,525000,2010-06-23 00:00:00
84,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,394,1402, ,R1,643 EAST 11TH   STREET                   ,2,10009,1,0,1,0,0,2006,2,R1,610000,2010-07-15 00:00:00
85,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,406,1104, ,R1,525 EAST 12TH                            ,4A          ,10009,1,0,1,0,0,2007,2,R1,1213500,2010-03-19 00:00:00
86,1,ALPHABET CITY            ,15  CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,406,1106, ,R1,525 EAST 12TH STREET                     ,6A          ,10009,1,0,1,0,0,2007,2,R1,1532466,2010-04-20 00:00:00
87,1,ALPHABET CITY            ,17  CONDOPS                                 ,2,399,1002, ,R9,"50 AVENUE A, 3B                          ",            ,10009,0,0,0,0,0,1920,2,R9,800000,2010-04-01 00:00:00
88,1,ALPHABET CITY            ,17  CONDOPS                                 ,2,407,1003, ,R9,"214 AVENUE A, TERR                       ",            ,10009,0,0,0,0,0,1920,2,R9,220000,2010-02-24 00:00:00
89,1,ALPHABET CITY            ,17  CONDOPS                                 ,2,407,1003, ,R9,"214 AVENUE A, 2E                         ",            ,10009,0,0,0,0,0,1920,2,R9,417000,2010-04-28 00:00:00
90,1,ALPHABET CITY            ,22  STORE BUILDINGS                         ,4,372,41, ,V1,9 AVENUE D                               ,            ,10009,0,0,0,27292,0,0,4,K2,0,2010-02-19 00:00:00
91,1,ALPHABET CITY            ,22  STORE BUILDINGS                         ,4,372,41, ,V1,9 AVENUE D                               ,            ,10009,0,0,0,27292,0,0,4,K2,0,2010-02-19 00:00:00
92,1,ALPHABET CITY            ,22  STORE BUILDINGS                         ,4,372,42, ,V1,7 AVENUE D                               ,            ,10009,0,0,0,2155,0,0,4,K2,0,2010-02-19 00:00:00
93,1,ALPHABET CITY            ,22  STORE BUILDINGS                         ,4,372,42, ,V1,7 AVENUE D                               ,            ,10009,0,0,0,2155,0,0,4,K2,9787375,2010-02-19 00:00:00
94,1,ALPHABET CITY            ,28  COMMERCIAL CONDOS                       ,4,384,1201, ,R5,310 EAST HOUSTON STREET                  ,COM         ,10002,0,1,1,0,0,2005,4,R5,0,2010-12-08 00:00:00
95,1,ALPHABET CITY            ,28  COMMERCIAL CONDOS                       ,4,384,1404, ,R5,229 EAST 2ND   STREET                    ,            ,10009,0,1,1,0,0,2008,4,R5,0,2010-07-30 00:00:00
96,1,ALPHABET CITY            ,28  COMMERCIAL CONDOS                       ,4,384,1405, ,R5,229 EAST 2ND   STREET                    ,            ,10009,0,1,1,0,0,2008,4,R5,0,2010-08-23 00:00:00
97,1,ALPHABET CITY            ,28  COMMERCIAL CONDOS                       ,4,384,1406, ,R5,229 EAST 2ND   STREET                    ,            ,10009,0,1,1,0,0,2008,4,R5,0,2010-09-27 00:00:00
98,1,ALPHABET CITY            ,28  COMMERCIAL CONDOS                       ,4,392,1108, ,R5,631 EAST 9TH   STREET                    ,S8          ,10009,0,1,1,0,0,2005,4,R5,0,2010-08-05 00:00:00
99,1,ALPHABET CITY            ,31  COMMERCIAL VACANT LAND                  ,4,372,44, ,V1,310 EAST 2ND   STREET                    ,            ,10009,0,0,0,3325,0,0,4,V1,0,2010-01-07 00:00:00
100,1,ALPHABET CITY            ,31  COMMERCIAL VACANT LAND                  ,  ,377,42, ,  ,101 AVENUE D                             ,            ,10009,0,0,0,0,0,0,4,V1,1004000,2010-05-28 00:00:00
101,1,CHELSEA                  ,01  ONE FAMILY HOMES                        ,1,738,61, ,A4,338 WEST 15TH   STREET                   ,            ,10011,1,0,1,1528,2736,1900,1,A4,500000,2010-06-24 00:00:00
102,1,CHELSEA                  ,01  ONE FAMILY HOMES                        ,1,773,78, ,A4,258 WEST 24TH   STREET                   ,            ,10011,1,0,1,1646,3735,1920,1,A4,5250000,2010-12-22 00:00:00
103,1,CHELSEA                  ,02  TWO FAMILY HOMES                        ,1,694,7, ,S2,551 WEST 22ND STREET                     ,            ,10011,2,1,3,3975,8276,1918,1,S2,10,2010-05-27 00:00:00
104,1,CHELSEA                  ,02  TWO FAMILY HOMES                        ,1,694,7, ,S2,551 WEST 22ND STREET                     ,            ,10011,2,1,3,3975,8276,1918,1,S2,10,2010-05-27 00:00:00
105,1,CHELSEA                  ,02  TWO FAMILY HOMES                        ,1,717,67, ,B9,446 WEST 20TH   STREET                   ,            ,10011,2,0,2,1533,4240,1901,1,B9,1306213,2010-01-08 00:00:00
106,1,CHELSEA                  ,02  TWO FAMILY HOMES                        ,1,744,13, ,B9,347 WEST 20TH STREET                     ,            ,10011,2,0,2,1403,3300,1910,1,B9,0,2010-08-02 00:00:00
107,1,CHELSEA                  ,02  TWO FAMILY HOMES                        ,1,771,11, ,B1,253 WEST 21ST STREET                     ,            ,10011,2,0,2,1646,2041,1901,1,B1,3900000,2010-12-14 00:00:00
108,1,CHELSEA                  ,03  THREE FAMILY HOMES                      ,1,719,61, ,C0,432 WEST 22ND STREET                     ,            ,10011,3,0,3,1815,1850,1900,1,C0,6400000,2010-12-30 00:00:00
109,1,CHELSEA                  ,03  THREE FAMILY HOMES                      ,1,720,30, ,C0,435 WEST 22ND ST                         ,            ,10011,3,0,3,1638,3618,1910,1,C0,10,2010-07-28 00:00:00
110,1,CHELSEA                  ,03  THREE FAMILY HOMES                      ,1,722,70, ,C0,456 WEST 25TH   STREET                   ,            ,10001,3,0,3,1975,3520,1910,1,C0,0,2010-04-29 00:00:00
111,1,CHELSEA                  ,03  THREE FAMILY HOMES                      ,1,745,11, ,C0,347 WEST 21ST   STREET                   ,            ,10011,3,0,3,2074,3147,1910,1,C0,0,2010-03-23 00:00:00
112,1,CHELSEA                  ,03  THREE FAMILY HOMES                      ,1,746,11, ,C0,349 WEST 22ND   STREET                   ,            ,10011,3,0,3,2222,4268,1901,1,C0,0,2010-03-12 00:00:00
113,1,CHELSEA                  ,04  TAX CLASS 1 CONDOS                      ,1C,742,1101, ,R6,360 WEST 19TH   STREET                   ,1,10011,1,0,1,0,0,0,1,R6,1242500,2010-10-01 00:00:00
114,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,693,37, ,C7,197 10TH AVENUE                          ,            ,10011,8,2,10,4933,14880,1910,2,C7,62913,2010-11-10 00:00:00
115,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2,701,35, ,C7,501 WEST 29TH   STREET                   ,            ,10001,12,2,14,1750,7758,1900,2,C7,0,2010-11-23 00:00:00
116,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2,720,37, ,C5,421 WEST 22ND STREET                     ,            ,10011,12,2,14,1646,4052,1900,2,C5,338164,2010-10-12 00:00:00
117,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,741,9, ,C2,349 WEST 17 STREET                       ,            ,10011,5,0,5,2024,4361,1900,2,C2,3500000,2010-10-14 00:00:00
118,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,741,138, ,C4,304 WEST 18TH STREET                     ,            ,10011,4,1,5,687,3636,1910,2,C4,2050000,2010-10-29 00:00:00
119,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,742,18, ,C3,333 WEST 18TH STREET                     ,            ,10011,4,0,4,2154,5789,1900,2,C3,2600000,2010-03-26 00:00:00
120,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2,743,76, ,C5,354 WEST 20TH STREET                     ,            ,10011,11,0,11,1533,5120,1900,2,C5,2000000,2010-12-16 00:00:00
121,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,743,77, ,C5,356 WEST 20 ST                           ,            ,10011,10,0,10,1533,4634,1900,2,C5,0,2010-11-17 00:00:00
122,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,743,77, ,C5,356 WEST 20 ST                           ,            ,10011,10,0,10,1533,4634,1900,2,C5,0,2010-11-17 00:00:00
123,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,743,77, ,C5,356 W 20TH STREET                        ,            ,10011,10,0,10,1533,4634,1900,2,C5,2100000,2010-09-13 00:00:00
124,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,744,6, ,C1,361 WEST 20TH STREET                     ,            ,10011,8,0,8,1591,4407,1900,2,C1,0,2010-09-03 00:00:00
125,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,745,42, ,C2,306 WEST 22ND   STREET                   ,            ,10011,5,0,5,1975,4996,1920,2,C2,3450000,2010-10-14 00:00:00
126,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2,745,58, ,C5,338 WEST 22ND STREET                     ,            ,10011,22,0,22,2469,5000,1900,2,C5,3600000,2010-12-15 00:00:00
127,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2,753,77, ,C5,366 WEST 30TH   STREET                   ,            ,10001,18,0,18,1975,2685,1900,2,C5,995000,2010-10-08 00:00:00
128,1,CHELSEA                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,776,15, ,C4,239 WEST 26TH   STREET                   ,            ,10001,9,0,9,2475,4972,1901,2,C4,0,2010-06-25 00:00:00
