,"STATEN ISLAND ANNUALIZE SALE FOR 2016.  (All Sales From  January 1, 2016 - December 31, 2016)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
27,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6219,20, ,A5,57 ENDVIEW STREET                        ,            ,10312,1,0,1,1759,2285,2004,1,A5,512900,2016-10-06 00:00:00
28,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6219,22, ,A5,53 ENDVIEW STREET                        ,            ,10312,1,0,1,1759,2285,2004,1,A5,483000,2016-06-30 00:00:00
29,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6219,23, ,A5,51 ENDVIEW STREET                        ,            ,10312,1,0,1,1567,2285,2004,1,A5,477000,2016-06-20 00:00:00
30,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,9, ,A5,55 BARB STREET                           ,            ,10312,1,0,1,2575,1661,2004,1,A5,490000,2016-02-24 00:00:00
31,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,13, ,A5,47 BARB STREET                           ,            ,10312,1,0,1,1585,1661,2004,1,A5,450000,2016-02-12 00:00:00
32,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,24, ,A5,23 BARB STREET                           ,            ,10312,1,0,1,2575,1661,2004,1,A5,500000,2016-09-20 00:00:00
33,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,54, ,A5,20 ENDVIEW STREET                        ,            ,10312,1,0,1,1648,1816,2003,1,A5,275000,2016-03-01 00:00:00
34,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,37, ,A1,770 ANNADALE ROAD                        ,            ,10312,1,0,1,7000,1386,1925,1,A1,0,2016-07-15 00:00:00
35,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,93, ,A2,55 JEFFERSON BOULEVARD                   ,            ,10312,1,0,1,3402,1360,1930,1,A2,442000,2016-11-07 00:00:00
36,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,136, ,A1,941 CARLTON BOULEVARD                    ,            ,10312,1,0,1,4785,944,1910,1,A1,405000,2016-10-26 00:00:00
37,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,10, ,A2,117 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,5000,1096,1965,1,A2,0,2016-05-17 00:00:00
38,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,33, ,A2,146 DETROIT AVENUE                       ,            ,10312,1,0,1,4000,1848,1965,1,A2,0,2016-04-05 00:00:00
39,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,37, ,A2,138 DETROIT AVENUE                       ,            ,10312,1,0,1,4000,1848,1965,1,A2,0,2016-03-10 00:00:00
40,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6228,25, ,A0,158 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,938,1950,1,A0,0,2016-05-11 00:00:00
41,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6228,27, ,A1,154 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,8000,1915,1935,1,A1,0,2016-05-11 00:00:00
42,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6228,61, ,A2,147 DETROIT AVENUE                       ,            ,10312,1,0,1,8000,840,1920,1,A2,0,2016-05-11 00:00:00
43,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6228,61, ,A2,147 DETROIT AVENUE                       ,            ,10312,1,0,1,8000,840,1920,1,A2,0,2016-04-06 00:00:00
44,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6230,37, ,A2,624 DRUMGOOLE ROAD EAST                  ,            ,10312,1,0,1,8000,1472,1930,1,A2,280000,2016-07-07 00:00:00
45,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6232,11, ,A1,182 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,1630,1960,1,A1,522500,2016-05-09 00:00:00
46,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6233,64, ,A2,151 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,1092,1960,1,A2,0,2016-04-12 00:00:00
47,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6234,45, ,A2,578 ARDEN AVENUE                         ,            ,10312,1,0,1,4200,1290,1935,1,A2,490000,2016-09-26 00:00:00
48,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6235,27, ,A2,140 SINCLAIR AVENUE                      ,            ,10312,1,0,1,4000,1176,1965,1,A2,400000,2016-12-20 00:00:00
49,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6235,53, ,A2,193 SHELDON AVENUE                       ,            ,10312,1,0,1,12000,1128,1945,1,A2,550000,2016-01-29 00:00:00
50,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6236,9, ,A1,383 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,3960,1165,1940,1,A1,590000,2016-07-22 00:00:00
51,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6236,50, ,A2,107 SINCLAIR AVENUE                      ,            ,10312,1,0,1,6000,2016,1960,1,A2,0,2016-06-28 00:00:00
52,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6238,23, ,A1,240 CROWN AVENUE                         ,            ,10312,1,0,1,8000,2870,1975,1,A1,690000,2016-05-27 00:00:00
53,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6239,79, ,A2,247 CROWN AVENUE                         ,            ,10312,1,0,1,8760,1569,1916,1,A2,0,2016-02-16 00:00:00
54,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6243,29, ,A1,26 SHERIDAN PLACE                        ,            ,10312,1,0,1,5500,2870,1946,1,A1,690000,2016-04-22 00:00:00
55,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6244,36, ,A2,102 BARCLAY AVENUE                       ,            ,10312,1,0,1,5000,1525,1950,1,A2,385000,2016-01-08 00:00:00
56,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,166, ,A1,62 HILLIS STREET                         ,            ,10312,1,0,1,4700,2560,1970,1,A1,0,2016-02-11 00:00:00
57,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,166, ,A1,62 HILLIS STREET                         ,            ,10312,1,0,1,4700,2560,1970,1,A1,555000,2016-02-11 00:00:00
58,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,210, ,A2,64 PINE TERRACE                          ,            ,10312,1,0,1,6080,2156,1960,1,A2,695000,2016-02-01 00:00:00
59,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6246,60, ,A1,5031 AMBOY ROAD                          ,            ,10312,1,0,1,9504,1572,1899,1,A1,0,2016-06-08 00:00:00
60,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6247,50, ,A1,4 POILLON AVENUE                         ,            ,10312,1,0,1,11213,3004,1978,1,A1,0,2016-04-07 00:00:00
61,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,24, ,A3,58 TENAFLY PLACE                         ,            ,10312,1,0,1,4630,2270,2014,1,A3,645570,2016-06-08 00:00:00
62,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,155, ,A1,23 ELY AVENUE                            ,            ,10312,1,0,1,4551,1768,1965,1,A1,660000,2016-08-18 00:00:00
63,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,239, ,A2,116 NORTH PINE TERRACE                   ,            ,10312,1,0,1,4000,2008,1965,1,A2,550000,2016-06-14 00:00:00
64,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,414, ,A2,924 ANNADALE ROAD                        ,            ,10312,1,0,1,4879,2088,1965,1,A2,0,2016-09-28 00:00:00
65,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,516, ,A5,24 EAST TENAFLY AVENUE                   ,            ,10312,1,0,1,3900,1834,1975,1,A5,510000,2016-12-05 00:00:00
66,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,518, ,A1,20 EAST TENAFLY AVENUE                   ,            ,10312,1,0,1,3854,1638,1975,1,A1,470000,2016-08-29 00:00:00
67,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,635, ,A3,23 TENAFLY PLACE                         ,            ,10312,1,0,1,5516,3508,2014,1,A3,0,2016-06-04 00:00:00
68,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,700, ,A1,77 BENNETT AVENUE                        ,            ,10312,1,0,1,8322,2144,1986,1,A1,950000,2016-05-04 00:00:00
69,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6251,14, ,A1,76 DOWNES AVENUE                         ,            ,10312,1,0,1,4000,1966,1974,1,A1,0,2016-05-26 00:00:00
70,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6251,75, ,A5,97 BENNETT AVENUE                        ,            ,10312,1,0,1,3135,1344,1970,1,A5,0,2016-09-20 00:00:00
71,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6251,80, ,A5,109 BENNETT AVENUE                       ,            ,10312,1,0,1,3283,1344,1970,1,A5,0,2016-08-19 00:00:00
72,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6254,99, ,A1,75 SOUTH RAILROAD ST                     ,            ,10312,1,0,1,2960,1362,1993,1,A1,95000,2016-05-12 00:00:00
73,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6257,90, ,A2,10 BURCHARD COURT                        ,            ,10312,1,0,1,6138,1086,1955,1,A2,390000,2016-08-23 00:00:00
74,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6261,11, ,A2,249 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,720,1945,1,A2,459000,2016-10-20 00:00:00
75,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6261,19, ,A0,230 IONIA AVENUE                         ,            ,10312,1,0,1,8000,1600,1960,1,A0,0,2016-12-06 00:00:00
76,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6268,5, ,A1,286 STAFFORD AVENUE                      ,            ,10312,1,0,1,4000,2002,1970,1,A1,700000,2016-11-10 00:00:00
77,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6268,68, ,A2,227 SINCLAIR AVENUE                      ,            ,10312,1,0,1,4200,1884,1965,1,A2,630000,2016-08-09 00:00:00
78,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6268,68, ,A2,227 SINCLAIR AVENUE                      ,            ,10312,1,0,1,4200,1884,1965,1,A2,375975,2016-04-06 00:00:00
79,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6270,43, ,A2,255 VINELAND AVENUE                      ,            ,10312,1,0,1,6000,2450,1975,1,A2,700000,2016-03-22 00:00:00
80,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6272,10, ,A1,30 CANTON AVENUE                         ,            ,10312,1,0,1,6084,2184,1975,1,A1,730000,2016-08-01 00:00:00
81,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,  ,6272,28, ,  ,11 HOLCOMB AVENUE                        ,            ,10312,0,0,0,0,0,0,1,A2,590000,2016-11-28 00:00:00
82,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6273,22, ,A1,16 HOLCOMB AVENUE                        ,            ,10312,1,0,1,4000,1690,1945,1,A1,435000,2016-08-04 00:00:00
83,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6273,33, ,A3,345 CROWN AVENUE                         ,            ,10312,1,0,1,8900,0,2015,1,A3,495000,2016-12-01 00:00:00
84,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6278,1, ,A2,275 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4900,3692,1955,1,A2,0,2016-02-02 00:00:00
85,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6278,88, ,A5,286 IONIA AVENUE                         ,            ,10312,1,0,1,3000,1080,1986,1,A5,375000,2016-11-04 00:00:00
86,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6279,166, ,A1,164 NORTH RAILROAD ST                    ,            ,10312,1,0,1,4000,2138,1975,1,A1,0,2016-09-28 00:00:00
87,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6280,20, ,A1,396 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,8400,3600,1986,1,A1,780000,2016-10-31 00:00:00
88,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6287,48, ,A1,336 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,1872,1975,1,A1,0,2016-11-09 00:00:00
89,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6297,19, ,A1,442 LAMONT AVENUE                        ,            ,10312,1,0,1,8000,2148,1970,1,A1,10,2016-07-28 00:00:00
90,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6298,32, ,A2,190 HEENAN AVENUE                        ,            ,10312,1,0,1,4000,1932,1975,1,A2,0,2016-06-09 00:00:00
91,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6299,66, ,A2,131 RAMONA AVENUE                        ,            ,10312,1,0,1,6000,1949,1974,1,A2,635000,2016-08-24 00:00:00
92,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6300,63, ,A1,441 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,2083,1970,1,A1,675000,2016-09-20 00:00:00
93,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6303,74, ,A2,131 DELMAR AVENUE                        ,            ,10312,1,0,1,4000,1512,1980,1,A2,525000,2016-02-16 00:00:00
94,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6304,39, ,A0,32 HEENAN AVENUE                         ,            ,10312,1,0,1,6000,2040,1950,1,A0,0,2016-04-15 00:00:00
95,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6305,79, ,A3,30 CROWN PLACE                           ,            ,10312,1,0,1,10296,6010,1984,1,A3,0,2016-03-18 00:00:00
96,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6320,1, ,A2,184 ALBEE AVENUE                         ,            ,10312,1,0,1,8000,2020,1965,1,A2,662500,2016-09-23 00:00:00
97,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6320,12, ,A2,115 DOWNES AVENUE                        ,            ,10312,1,0,1,8000,936,1950,1,A2,880000,2016-09-27 00:00:00
98,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6320,20, ,A2,129 DOWNES AVENUE                        ,            ,10312,1,0,1,4000,1125,1965,1,A2,480000,2016-02-16 00:00:00
99,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6321,11, ,A1,11 ALVINE AVENUE                         ,            ,10312,1,0,1,7250,3840,2004,1,A1,1,2016-05-23 00:00:00
100,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6349,38, ,A1,115 BENNETT PLACE                        ,            ,10312,1,0,1,9960,5400,1985,1,A1,1125000,2016-09-09 00:00:00
101,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6352,17, ,A1,472 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,6000,3178,1985,1,A1,800000,2016-11-08 00:00:00
102,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6354,36, ,A2,673 BARCLAY AVENUE                       ,            ,10312,1,0,1,4000,1120,1930,1,A2,439000,2016-06-13 00:00:00
103,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6356,75, ,A1,4715 HYLAN BOULEVARD                     ,            ,10312,1,0,1,3911,2600,1995,1,A1,0,2016-04-20 00:00:00
104,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6357,40, ,A1,24 BENNETT PLACE                         ,            ,10312,1,0,1,12000,7620,1985,1,A1,1175000,2016-04-05 00:00:00
105,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6360,54, ,A1,50 RYAN PLACE                            ,            ,10312,1,0,1,6000,2013,1984,1,A1,630000,2016-06-20 00:00:00
106,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6367,3, ,A1,283 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,4120,2275,1975,1,A1,0,2016-05-25 00:00:00
107,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6367,40, ,A1,291 SHIRLEY AVENUE                       ,            ,10312,1,0,1,4000,2070,1979,1,A1,577500,2016-05-31 00:00:00
108,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6368,21, ,A1,64 JANSEN STREET                         ,            ,10312,1,0,1,6000,1820,1975,1,A1,614250,2016-02-17 00:00:00
109,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6369,1, ,A2,237 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,10200,4833,1984,1,A2,0,2016-01-27 00:00:00
110,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6370,12, ,A1,158 WEAVER STREET                        ,            ,10312,1,0,1,6000,3087,1975,1,A1,740000,2016-10-24 00:00:00
111,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6370,38, ,A1,272 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,6825,3644,1975,1,A1,890000,2016-10-25 00:00:00
112,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6371,32, ,A1,118 JANSEN STREET                        ,            ,10312,1,0,1,4000,2208,1970,1,A1,10,2016-12-09 00:00:00
113,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6371,34, ,A1,114 JANSEN STREET                        ,            ,10312,1,0,1,6000,3691,1970,1,A1,0,2016-05-25 00:00:00
114,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,38, ,A5,6 WINSLOW PLACE                          ,            ,10312,1,1,1,7301,2000,2015,1,A5,651680,2016-07-28 00:00:00
115,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,40, ,A5,10 WINSLOW PLACE                         ,            ,10312,1,0,1,3442,0,2015,1,A5,646588,2016-07-05 00:00:00
116,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,41, ,A5,12 WINSLOW PLACE                         ,            ,10312,1,0,1,3442,0,2015,1,A5,692410,2016-11-30 00:00:00
117,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,43, ,A5,18 WINSLOW PLACE                         ,            ,10312,1,0,1,3442,0,2015,1,A5,682227,2016-11-17 00:00:00
118,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,44, ,A5,20 WINSLOW PLACE                         ,            ,10312,1,0,1,3442,0,2015,1,A5,636406,2016-07-29 00:00:00
119,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,47, ,A5,32 WINSLOW PLACE                         ,            ,10312,1,0,1,3512,0,2015,1,A5,677136,2016-08-09 00:00:00
120,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,145, ,A5,26 WINSLOW PLACE                         ,            ,10312,1,0,1,3442,925,2015,1,A5,651680,2016-07-29 00:00:00
121,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,146, ,A5,30 WINSLOW PLACE                         ,            ,10312,1,0,1,3442,0,2015,1,A5,666953,2016-08-12 00:00:00
122,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6382,7, ,A9,335 BARCLAY AVENUE                       ,            ,10312,1,0,1,3920,2496,1988,1,A9,0,2016-10-14 00:00:00
123,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6382,18, ,A2,656 SYCAMORE STREET                      ,            ,10312,1,0,1,4000,1064,1940,1,A2,500000,2016-11-18 00:00:00
124,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6382,67, ,A1,139 TALLMAN STREET                       ,            ,10312,1,0,1,4000,2275,1980,1,A1,558000,2016-04-05 00:00:00
125,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6398,16, ,A5,5 OCEANVIEW AVENUE                       ,            ,10312,1,0,1,2003,1016,1991,1,A5,385000,2016-10-13 00:00:00
126,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6398,19, ,A5,9 OCEANVIEW AVENUE                       ,            ,10312,1,0,1,2467,1016,1991,1,A5,0,2016-07-28 00:00:00
127,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6401,31, ,A1,15 ALLEN PLACE                           ,            ,10312,1,0,1,8000,2560,1950,1,A1,0,2016-06-06 00:00:00
128,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6401,60, ,A1,616 BARCLAY AVENUE                       ,            ,10312,1,0,1,10000,3520,1999,1,A1,670000,2016-02-29 00:00:00
