,"BRONX ANNUALIZE SALE FOR YEAR 2012.  All Sales From  Jan 1, 2012 - Dec 31, 2012.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 03/31/2013  Coop Sales Files as of 03/31/2013,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name and Descriptive Data is as of 04/19/13,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
559,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3066,23, ,B9,2419 ARTHUR AVENUE                       ,            ,10458,2,0,2,2827,1600,1920,1,B9,0,2012-02-17 00:00:00
560,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3071,58, ,B2,2259 HUGHES AVENUE                       ,            ,10457,2,0,2,2500,2266,1901,1,B2,200000,2012-10-05 00:00:00
561,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3075,23, ,B1,2413 CAMBRELENG AVENUE                   ,            ,10458,2,0,2,2500,3885,1910,1,B1,0,2012-05-03 00:00:00
562,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3075,23, ,B1,2413 CAMBRELENG AVENUE                   ,            ,10458,2,0,2,2500,3885,1910,1,B1,295000,2012-03-02 00:00:00
563,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3077,54, ,B1,2459 HUGHES AVENUE                       ,            ,10458,2,0,2,2185,2598,1925,1,B1,620000,2012-03-08 00:00:00
564,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3086,26, ,B1,636 EAST 183 STREET                      ,            ,10458,2,0,2,1875,3150,1931,1,B1,428000,2012-06-18 00:00:00
565,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3087,8, ,B2,2318 HUGHES AVENUE                       ,            ,10458,2,0,2,2500,2934,1930,1,B2,0,2012-05-04 00:00:00
566,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3087,10, ,B2,626 CRESCENT AVENUE                      ,            ,10458,2,0,2,2623,2000,1905,1,B2,0,2012-07-18 00:00:00
567,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3088,2, ,B3,2306 BELMONT AVENUE                      ,            ,10458,2,0,2,2417,1932,1920,1,B3,140000,2012-06-15 00:00:00
568,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3101,11, ,B1,2290 BEAUMONT AVENUE                     ,            ,10457,2,0,2,1600,3112,2005,1,B1,400000,2012-06-05 00:00:00
569,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3101,11, ,B1,2290 BEAUMONT AVENUE                     ,            ,10457,2,0,2,1600,3112,2005,1,B1,215982,2012-02-13 00:00:00
570,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3104,59, ,B2,745 EAST 187 STREET                      ,            ,10458,2,0,2,2500,2246,1910,1,B2,340000,2012-11-27 00:00:00
571,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3105,16, ,B2,2444 BEAUMONT AVENUE                     ,            ,10458,2,0,2,2288,3050,1931,1,B2,0,2012-02-18 00:00:00
572,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3113,3, ,B2,779 GROTE STREET                         ,            ,10460,2,0,2,3125,2940,1925,1,B2,365000,2012-10-26 00:00:00
573,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3114,51, ,B1,2354 PROSPECT AVENUE                     ,            ,10458,2,0,2,1754,3090,1901,1,B1,147100,2012-12-13 00:00:00
574,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3115,3, ,B2,2408 PROSPECT AVENUE                     ,            ,10458,2,0,2,4750,2901,1925,1,B2,175000,2012-11-08 00:00:00
575,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3273,231, ,B1,2531 BELMONT AVE                         ,            ,10458,2,0,2,2185,2600,1920,1,B1,0,2012-07-23 00:00:00
576,2,BELMONT                  ,02  TWO FAMILY HOMES                        ,1,3273,234, ,B1,2537 BELMONT AVENUE                      ,            ,10458,2,0,2,2185,2000,1920,1,B1,0,2012-08-14 00:00:00
577,2,BELMONT                  ,03  THREE FAMILY HOMES                      ,1,3054,35, ,C0,2361 HOFFMAN STREET                      ,            ,10458,3,0,3,4738,2850,1901,1,C0,0,2012-12-13 00:00:00
578,2,BELMONT                  ,03  THREE FAMILY HOMES                      ,1,3072,21, ,C0,2309 HUGHES AVENUE                       ,            ,10458,3,0,3,2500,3720,1901,1,C0,0,2012-02-08 00:00:00
579,2,BELMONT                  ,03  THREE FAMILY HOMES                      ,1,3078,63, ,C0,2501 BELMONT AVENUE                      ,            ,10458,3,0,3,1624,1980,1931,1,C0,260000,2012-06-28 00:00:00
580,2,BELMONT                  ,03  THREE FAMILY HOMES                      ,1,3088,155, ,C0,2292 BELMONT AVENUE                      ,            ,10458,3,0,3,1266,4053,2007,1,C0,499000,2012-08-28 00:00:00
581,2,BELMONT                  ,03  THREE FAMILY HOMES                      ,1,3088,156, ,C0,2294 BELMONT AVENUE                      ,            ,10458,3,0,3,1266,4053,2007,1,C0,492500,2012-09-28 00:00:00
582,2,BELMONT                  ,03  THREE FAMILY HOMES                      ,1,3091,49, ,C0,2474 CAMBRELENG AVENUE                   ,            ,10458,3,0,3,1875,3630,1931,1,C0,0,2012-08-30 00:00:00
583,2,BELMONT                  ,03  THREE FAMILY HOMES                      ,1,3099,115, ,C0,723 EAST 182ND STREET                    ,            ,10457,3,0,3,2083,2820,1997,1,C0,0,2012-10-09 00:00:00
584,2,BELMONT                  ,03  THREE FAMILY HOMES                      ,1,3102,85, ,C0,2321 PROSPECT AVENUE                     ,            ,10458,3,0,3,1584,2664,1910,1,C0,100000,2012-08-22 00:00:00
585,2,BELMONT                  ,03  THREE FAMILY HOMES                      ,1,3114,37, ,C0,781 EAST 183 STREET                      ,            ,10460,3,0,3,2500,2352,1920,1,C0,440000,2012-07-31 00:00:00
586,2,BELMONT                  ,03  THREE FAMILY HOMES                      ,1,3115,44, ,C0,2443 SOUTHERN BOULEVARD                  ,            ,10458,3,0,3,1623,3681,1925,1,C0,368000,2012-12-07 00:00:00
587,2,BELMONT                  ,06  TAX CLASS 1 - OTHER                     ,1,3056,11, ,G0,2422 LORILLARD PLACE                     ,            ,10458,0,0,0,3185,0,1931,1,G0,0,2012-11-26 00:00:00
588,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,3054,25, ,C1,2391 HOFFMAN STREET                      ,            ,10458,10,0,10,2369,10385,1912,2,C1,825000,2012-09-11 00:00:00
589,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3056,27, ,C7,561 EAST 187 STREET                      ,            ,10458,35,2,37,5060,25500,1915,2,C7,2625000,2012-04-27 00:00:00
590,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3058,86, ,C1,560 EAST 189TH STREET                    ,            ,10458,20,0,20,2698,16500,1910,2,C1,0,2012-01-31 00:00:00
591,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,3065,46, ,C7,2389 ARTHUR AVENUE                       ,            ,10458,7,1,8,2871,7300,1931,2,C7,1150000,2012-03-05 00:00:00
592,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3066,21, ,C7,2423 ARTHUR AVENUE                       ,            ,10458,10,1,11,2826,12675,1910,2,C7,1150000,2012-06-07 00:00:00
593,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,3066,36, ,C2,2458 HOFFMAN STREET                      ,            ,10458,5,0,5,2879,5280,1922,2,C2,0,2012-10-11 00:00:00
594,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,3073,51, ,C1,2371 HUGHES AVENUE                       ,            ,10458,9,0,9,2185,7350,1909,2,C1,730000,2012-04-16 00:00:00
595,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,3074,31, ,C1,2379 BELMONT AVENUE                      ,            ,10458,9,0,9,2185,7184,1909,2,C1,125000,2012-12-01 00:00:00
596,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3077,47, ,C1,2475 HUGHES AVENUE                       ,            ,10458,20,0,20,4371,15000,1912,2,C1,1525000,2012-05-18 00:00:00
597,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2B,3087,3, ,C1,2308 HUGHES                              ,            ,10458,8,0,8,2500,8000,1931,2,C1,790000,2012-06-08 00:00:00
598,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3090,23, ,C1,2409 BEAUMONT AVENUE                     ,            ,10458,23,0,23,3979,15750,1914,2,C1,1405000,2012-04-26 00:00:00
599,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3091,9, ,C1,2500 BELMONT AVENUE                      ,            ,10458,24,0,24,5000,17400,1912,2,C1,1900000,2012-08-01 00:00:00
600,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3091,9, ,C1,2500 BELMONT AVENUE                      ,            ,10458,24,0,24,5000,17400,1912,2,C1,0,2012-08-01 00:00:00
601,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,3091,97, ,C2,707 EAST 189TH STREET                    ,            ,10458,6,0,6,1900,3675,1931,2,C2,0,2012-08-08 00:00:00
602,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3102,51, ,C1,2325 PROSPECT AVENUE                     ,            ,10458,22,0,22,4750,15120,1916,2,C1,0,2012-08-01 00:00:00
603,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3103,40, ,C1,2345 CROTONA AVENUE                      ,            ,10458,33,0,33,6993,24645,1926,2,C1,2505277,2012-07-06 00:00:00
604,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,3103,56, ,C2,2307 CROTONA AVE                         ,            ,10458,5,0,5,2000,4500,2011,2,C2,0,2012-03-08 00:00:00
605,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,3103,57, ,C2,2305 CROTONA AVE                         ,            ,10458,5,0,5,2000,4500,2011,2,C2,0,2012-05-04 00:00:00
606,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2A,3103,57, ,C2,2305 CROTONA AVENUE                      ,            ,10458,5,0,5,2000,4500,2011,2,C2,0,2012-03-08 00:00:00
607,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3104,53, ,C1,2415 PROSPECT AVE                        ,            ,10458,26,0,26,4750,20750,1916,2,C1,2100000,2012-06-28 00:00:00
608,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3104,55, ,C1,2411 PROSPECT AVE                        ,            ,10458,26,0,26,4750,20751,1916,2,C1,2100000,2012-06-28 00:00:00
609,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3114,33, ,C1,2321 SOUTHERN BOULEVARD                  ,            ,10460,20,0,20,4377,18000,1913,2,C1,1400000,2012-03-29 00:00:00
610,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3114,35, ,C1,789 EAST 183RD STREET                    ,            ,10460,20,0,20,4161,18000,1931,2,C1,1350000,2012-01-18 00:00:00
611,2,BELMONT                  ,07  RENTALS - WALKUP APARTMENTS             ,2,3115,9, ,C1,2420 PROSPECT AVENUE                     ,            ,10458,50,0,50,9500,32850,1931,2,C1,3560000,2012-07-19 00:00:00
612,2,BELMONT                  ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3057,11, ,D1,480 EAST 188 STREET                      ,            ,10456,170,0,170,63740,148500,1967,2,D1,0,2012-09-21 00:00:00
613,2,BELMONT                  ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3112,25, ,D1,770 GARDEN STREET                        ,            ,10460,51,0,51,11020,48172,1928,2,D1,4278593,2012-10-31 00:00:00
614,2,BELMONT                  ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3112,30, ,D1,780 GARDEN STREET                        ,            ,10460,59,0,59,11000,48172,1928,2,D1,0,2012-10-31 00:00:00
615,2,BELMONT                  ,14  RENTALS - 4-10 UNIT                     ,2B,3087,37, ,S5,639 EAST 183 STREET                      ,            ,10458,6,1,7,2500,3510,1905,2,S5,10,2012-04-03 00:00:00
616,2,BELMONT                  ,14  RENTALS - 4-10 UNIT                     ,2B,3090,31, ,S9,689 EAST 187 STREET                      ,            ,10458,6,2,8,3953,8219,1913,2,S9,850000,2012-11-05 00:00:00
617,2,BELMONT                  ,22  STORE BUILDINGS                         ,4,3071,16, ,K1,2292 ARTHUR AVENUE                       ,            ,10457,0,1,1,11965,11605,1971,4,K1,3300000,2012-07-26 00:00:00
618,2,BELMONT                  ,22  STORE BUILDINGS                         ,4,3074,53, ,K9,659-661 CRESCENT AVENUE                  ,            ,10458,1,1,2,1365,2226,1910,4,K9,285000,2012-09-06 00:00:00
619,2,BELMONT                  ,27  FACTORIES                               ,4,3054,14, ,F4,2370-2376 LORILLARD PLACE                ,            ,10458,0,1,1,10000,10000,1931,4,F4,750000,2012-08-14 00:00:00
620,2,BELMONT                  ,29  COMMERCIAL GARAGES                      ,4,3091,8, ,G7,2498 BELMONT AVENUE                      ,            ,10458,0,0,0,2500,0,0,4,G7,100000,2012-08-01 00:00:00
621,2,BELMONT                  ,29  COMMERCIAL GARAGES                      ,4,3091,8, ,G7,2498 BELMONT AVENUE                      ,            ,10458,0,0,0,2500,0,0,4,G7,0,2012-08-01 00:00:00
622,2,BELMONT                  ,29  COMMERCIAL GARAGES                      ,4,3273,85, ,G7,WEBSTER AVENUE                           ,            ,10458,0,0,0,25066,0,0,4,G7,0,2012-02-27 00:00:00
623,2,BELMONT                  ,30  WAREHOUSES                              ,4,3065,13, ,E9,2330 HOFFMAN STREET                      ,            ,10458,0,1,1,15007,10028,1963,4,E9,1200000,2012-06-15 00:00:00
624,2,BELMONT                  ,33  EDUCATIONAL FACILITIES                  ,4,3273,1, ,W6,441 EAST FORDHAM ROAD                    ,            ,10458,0,1,1,3392065,1743584,1922,4,W6,30000000,2012-07-17 00:00:00
625,2,BELMONT                  ,41  TAX CLASS 4 - OTHER                     ,4,3091,65, ,Z9,680 EAST FORDHAM ROAD                    ,            ,10458,0,0,0,2694,0,0,4,Z9,185385,2012-01-13 00:00:00
626,2,BELMONT                  ,41  TAX CLASS 4 - OTHER                     ,4,3091,65, ,Z9,680 EAST FORDHAM ROAD                    ,            ,10458,0,0,0,2694,0,0,4,Z9,0,2012-01-13 00:00:00
627,2,BRONX PARK               ,02  TWO FAMILY HOMES                        ,1,4011,155, ,B2,661 RHINELANDER AVE                      ,            ,10462,2,0,2,3125,2375,1901,1,B2,307500,2012-05-04 00:00:00
628,2,BRONX PARK               ,27  FACTORIES                               ,4,3330,57, ,F5,414 EAST 203 STREET                      ,            ,10467,0,1,1,14265,12210,1952,4,F5,0,2012-07-31 00:00:00
629,2,BRONX PARK               ,29  COMMERCIAL GARAGES                      ,4,3330,52, ,G7,3084 WEBSTER AVENUE                      ,            ,10467,0,0,0,5500,0,0,4,G7,1700000,2012-07-31 00:00:00
630,2,BRONX PARK               ,29  COMMERCIAL GARAGES                      ,4,3330,55, ,G7,410 EAST 203 STREET                      ,            ,10467,0,0,0,2500,0,0,4,G7,0,2012-07-31 00:00:00
631,2,BRONX PARK               ,29  COMMERCIAL GARAGES                      ,4,3357,37, ,W9,WEBSTER AVENUE                           ,            ,10467,0,4,4,11422,42357,2012,4,G6,0,2012-04-09 00:00:00
632,2,BRONX PARK               ,29  COMMERCIAL GARAGES                      ,4,3357,52, ,W9,WEBSTER AVENUE                           ,            ,10467,0,4,4,2845,8400,2012,4,G6,0,2012-04-09 00:00:00
633,2,BRONX PARK               ,29  COMMERCIAL GARAGES                      ,4,3357,53, ,W9,WEBSTER AVENUE                           ,            ,10467,0,4,4,2194,6000,2012,4,G6,0,2012-04-09 00:00:00
634,2,BRONX PARK               ,29  COMMERCIAL GARAGES                      ,4,3357,54, ,W9,WEBSTER AVENUE                           ,            ,10467,0,4,4,2177,6000,2012,4,G6,0,2012-04-09 00:00:00
635,2,BRONX-UNKNOWN            ,21  OFFICE BUILDINGS                        ,4,4226,55, ,O5,1250 WATERS PLACE                        ,            ,10461,0,1,1,121854,262716,2007,4,O5,0,2012-04-12 00:00:00
636,2,BRONX-UNKNOWN            ,29  COMMERCIAL GARAGES                      ,4,2294,59, ,G6,BROOK AVENUE                             ,            ,10455,0,0,0,9816,0,0,4,G6,0,2012-11-30 00:00:00
637,2,BRONX-UNKNOWN            ,29  COMMERCIAL GARAGES                      ,4,2294,59, ,G6,BROOK AVENUE                             ,            ,10455,0,0,0,9816,0,0,4,G6,0,2012-11-30 00:00:00
638,2,BRONX-UNKNOWN            ,29  COMMERCIAL GARAGES                      ,4,2294,59, ,G6,BROOK AVENUE                             ,            ,10455,0,0,0,9816,0,0,4,G6,0,2012-11-30 00:00:00
639,2,BRONX-UNKNOWN            ,31  COMMERCIAL VACANT LAND                  ,4,2294,28, ,V1,EAST 149 STREET                          ,            ,10455,0,0,0,2126,0,0,4,V1,2060000,2012-11-30 00:00:00
640,2,BRONX-UNKNOWN            ,31  COMMERCIAL VACANT LAND                  ,4,2294,28, ,V1,EAST 149 STREET                          ,            ,10455,0,0,0,2126,0,0,4,V1,1,2012-11-30 00:00:00
641,2,BRONX-UNKNOWN            ,31  COMMERCIAL VACANT LAND                  ,4,2294,28, ,V1,EAST 149 STREET                          ,            ,10455,0,0,0,2126,0,0,4,V1,1,2012-11-30 00:00:00
642,2,BRONX-UNKNOWN            ,31  COMMERCIAL VACANT LAND                  ,4,2294,29, ,V1,EAST 149 STREET                          ,            ,10455,0,0,0,7858,0,0,4,V1,0,2012-11-30 00:00:00
643,2,BRONX-UNKNOWN            ,31  COMMERCIAL VACANT LAND                  ,4,2294,29, ,V1,EAST 149 STREET                          ,            ,10455,0,0,0,7858,0,0,4,V1,0,2012-11-30 00:00:00
644,2,BRONX-UNKNOWN            ,31  COMMERCIAL VACANT LAND                  ,4,2294,29, ,V1,EAST 149 STREET                          ,            ,10455,0,0,0,7858,0,0,4,V1,0,2012-11-30 00:00:00
645,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4340,97, ,A1,611 THWAITES PLACE                       ,            ,10467,1,0,1,3000,1410,1925,1,A1,206000,2012-12-13 00:00:00
646,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4435,51, ,A1,2507 WALLACE AVENUE                      ,            ,10467,1,0,1,3000,3210,1910,1,A1,0,2012-07-24 00:00:00
647,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4511,27, ,A1,2754 HOLLAND AVENUE                      ,            ,10467,1,0,1,2500,1564,1925,1,A1,323300,2012-07-12 00:00:00
648,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4517,27, ,S1,2752 COLDEN AVENUE                       ,            ,10469,1,1,2,3300,1708,1955,1,S1,340000,2012-07-23 00:00:00
649,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4520,41, ,A5,2745 LACONIA AVENUE                      ,            ,10469,1,0,1,2500,960,1950,1,A5,307000,2012-01-20 00:00:00
650,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4523,63, ,A5,1161 ALLERTON AVENUE                     ,            ,10469,1,0,1,2500,1990,1950,1,A5,400000,2012-01-31 00:00:00
651,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4527,28, ,A5,2756 BOUCK AVENUE                        ,            ,10469,1,0,1,1800,1620,1950,1,A5,0,2012-12-07 00:00:00
652,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4531,55, ,A1,2737 MORGAN AVENUE                       ,            ,10469,1,0,1,2500,926,1920,1,A1,280000,2012-02-28 00:00:00
653,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4535,11, ,A1,2712 WOODHULL AVENUE                     ,            ,10469,1,0,1,2134,1536,1955,1,A1,305000,2012-12-07 00:00:00
654,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4535,20, ,A2,2730 WOODHULL AVENUE                     ,            ,10469,1,0,1,4888,3639,1930,1,A2,0,2012-10-13 00:00:00
655,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4535,26, ,A1,2750 WOODHULL AVENUE                     ,            ,10469,1,0,1,4160,2286,1930,1,A1,415000,2012-06-15 00:00:00
656,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4535,35, ,A1,2766 WOODHULL AVENUE                     ,            ,10469,1,0,1,3750,2034,1925,1,A1,340000,2012-06-11 00:00:00
657,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4535,74, ,A5,2717 MICKLE AVENUE                       ,            ,10469,1,0,1,3060,1639,1955,1,A5,500000,2012-11-19 00:00:00
658,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4536,6, ,A1,1581 ALLERTON AVENUE                     ,            ,10469,1,0,1,2025,768,1960,1,A1,240000,2012-05-10 00:00:00
659,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4536,51, ,A5,2717 WESTERVELT AVENUE                   ,            ,10469,1,0,1,2500,1672,1970,1,A5,250000,2012-11-14 00:00:00
660,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4539,10, ,A2,1655 ALLERTON AVENUE                     ,            ,10469,1,0,1,5000,1077,1920,1,A2,395000,2012-07-19 00:00:00
661,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4546,1, ,S1,2901 CRUGER AVENUE                       ,            ,10467,1,1,2,4515,3592,1940,1,S1,0,2012-02-28 00:00:00
662,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4556,52, ,A5,2947 LURTING AVENUE                      ,            ,10469,1,0,1,2100,1296,1950,1,A5,360000,2012-06-29 00:00:00
663,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4558,58, ,A5,2913 YATES AVENUE                        ,            ,10469,1,0,1,1800,1863,1970,1,A5,363500,2012-12-05 00:00:00
664,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4558,58, ,A5,2913 YATES AVENUE                        ,            ,10469,1,0,1,1800,1863,1970,1,A5,210000,2012-06-22 00:00:00
665,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4559,33, ,A5,2946 YATES AVENUE                        ,            ,10469,1,0,1,2500,1584,1955,1,A5,5000,2012-02-10 00:00:00
666,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4562,2, ,A5,1241 ARNOW AVENUE                        ,            ,10469,1,0,1,1800,1912,1945,1,A5,0,2012-04-20 00:00:00
667,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4563,27, ,A5,2934 THROOP AVE                          ,            ,10469,1,0,1,2450,1824,1945,1,A5,1,2012-11-13 00:00:00
668,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4588,132, ,A5,3059 WILSON AVENUE                       ,            ,10469,1,0,1,1350,1782,1965,1,A5,0,2012-12-20 00:00:00
669,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4594,10, ,A5,3224 BARKER AVENUE                       ,            ,10467,1,0,1,2160,1575,1956,1,A5,285000,2012-08-17 00:00:00
670,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4594,110, ,A5,3226 BARKER AVENUE                       ,            ,10467,1,0,1,2160,1575,1950,1,A5,265000,2012-04-09 00:00:00
671,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4607,37, ,A2,3315 BRONXWOOD AVENUE                    ,            ,10469,1,0,1,2515,1112,1910,1,A2,319060,2012-12-24 00:00:00
672,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4607,37, ,A2,3315 BRONXWOOD AVENUE                    ,            ,10469,1,0,1,2515,1112,1910,1,A2,130000,2012-01-18 00:00:00
673,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4607,129, ,A5,808 BARTHOLDI STREET                     ,            ,10467,1,0,1,1615,1392,1960,1,A5,0,2012-09-06 00:00:00
674,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4608,24, ,A1,3244 BRONXWOOD AVENUE                    ,            ,10469,1,0,1,2500,1476,1960,1,A1,270300,2012-12-07 00:00:00
675,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4617,4, ,A5,3205 PEARSALL AVENUE                     ,            ,10469,1,0,1,1800,1620,1955,1,A5,315000,2012-02-01 00:00:00
676,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4617,17, ,A5,3220 TENBROECK AVENUE                    ,            ,10469,1,0,1,1800,1420,1950,1,A5,309000,2012-11-15 00:00:00
677,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4617,22, ,A5,3230 TENBROECK AVENUE                    ,            ,10469,1,0,1,1800,1420,1950,1,A5,210000,2012-11-08 00:00:00
678,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4617,22, ,A5,3230 TENBROECK AVENUE                    ,            ,10469,1,0,1,1800,1420,1950,1,A5,0,2012-07-27 00:00:00
679,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4623,71, ,A5,657A ROSEWOOD STREET                     ,            ,10467,1,0,1,1678,1860,1950,1,A5,0,2012-12-31 00:00:00
680,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4627,26, ,A5,3443 OLINVILLE AVENUE                    ,            ,10467,1,0,1,1944,1836,1945,1,A5,175000,2012-08-15 00:00:00
681,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4627,26, ,A5,3443 OLINVILLE AVENUE                    ,            ,10467,1,0,1,1944,1836,1945,1,A5,40000,2012-08-15 00:00:00
682,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4627,26, ,A5,3443 OLINVILLE AVENUE                    ,            ,10467,1,0,1,1944,1836,1945,1,A5,15000,2012-08-15 00:00:00
683,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4627,26, ,A5,3443 OLINVILLE AVENUE                    ,            ,10467,1,0,1,1944,1836,1945,1,A5,15000,2012-08-15 00:00:00
684,2,BRONXDALE                ,01  ONE FAMILY HOMES                        ,1,4631,129, ,A5,3375 WALLACE AVENUE                      ,            ,10467,1,0,1,1900,1160,1945,1,A5,230000,2012-10-19 00:00:00
685,2,BRONXDALE                ,02  TWO FAMILY HOMES                        ,1,4424,19, ,B3,2430 BRONX PARK EAST                     ,            ,10467,2,0,2,3231,1458,1920,1,B3,0,2012-07-02 00:00:00
686,2,BRONXDALE                ,02  TWO FAMILY HOMES                        ,1,4430,49, ,S2,2433 BOSTON ROAD                         ,            ,10467,2,1,3,2403,2600,1930,1,S2,10,2012-08-15 00:00:00
687,2,BRONXDALE                ,02  TWO FAMILY HOMES                        ,1,4434,17, ,B1,2532 CRUGER AVENUE                       ,            ,10467,2,0,2,2500,3175,1910,1,B1,10,2012-06-15 00:00:00
