,"BRONX ANNUALIZE SALE FOR YEAR 2012.  All Sales From  Jan 1, 2012 - Dec 31, 2012.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 03/31/2013  Coop Sales Files as of 03/31/2013,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name and Descriptive Data is as of 04/19/13,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
2999,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,1870, ,R4,1946 EAST TREMONT AVENUE                 ,1E          ,10462,1,0,1,0,0,0,2,R4,105000,2012-02-27 00:00:00
3000,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,1900, ,R4,1946 EAST TREMONT AVENUE                 ,2C          ,10462,1,0,1,0,0,0,2,R4,0,2012-03-12 00:00:00
3001,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,1940, ,R4,1936 EAST TREMONT AVENUE                 ,4C          ,10462,1,0,1,0,0,0,2,R4,0,2012-08-03 00:00:00
3002,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,1953, ,R4,1938 EAST TREMONT AVENUE                 ,4H          ,10462,1,0,1,0,0,0,2,R4,63000,2012-07-12 00:00:00
3003,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,1977, ,R4,1936 EAST TREMONT AVENUE                 ,5H          ,10462,1,0,1,0,0,0,2,R4,65000,2012-07-13 00:00:00
3004,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2015, ,R4,1938 EAST TREMONT AVENUE                 ,6F          ,10462,1,0,1,0,0,0,2,R4,142633,2012-05-23 00:00:00
3005,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2032, ,R4,1946 EAST TREMONT AVENUE                 ,6G          ,10462,1,0,1,0,0,0,2,R4,65000,2012-12-05 00:00:00
3006,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2071, ,R4,1960 EAST TREMONT AVENUE                 ,TH          ,10462,1,0,1,0,0,0,2,R4,62500,2012-10-15 00:00:00
3007,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2111, ,R4,1960 EAST TREMONT AVE                    ,1E          ,10462,1,0,1,0,0,0,2,R4,110000,2012-07-27 00:00:00
3008,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2125, ,R4,1950 EAST TREMONT AVENUE                 ,2C          ,10462,1,0,1,0,0,0,2,R4,63000,2012-06-29 00:00:00
3009,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2139, ,R4,1970 EAST TREMONT AVENUE                 ,2A          ,10462,1,0,1,0,0,0,2,R4,63000,2012-06-29 00:00:00
3010,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2156, ,R4,1960 EAST TREMONT                        ,3B          ,10462,1,0,1,0,0,0,2,R4,72500,2012-10-04 00:00:00
3011,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2177, ,R4,1950 EAST TREMONT AVENUE                 ,4G          ,10462,1,0,1,0,0,0,2,R4,105000,2012-08-06 00:00:00
3012,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2224, ,R4,1950 EAST TREMONT AVENUE                 ,6F          ,10462,1,0,1,0,0,0,2,R4,100000,2012-10-11 00:00:00
3013,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2240, ,R4,1970 EAST TREMONT AVENUE                 ,6F          ,10462,1,0,1,0,0,0,2,R4,88500,2012-04-17 00:00:00
3014,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2288, ,R4,1970 E. TREMONT AVENUE                   ,10F         ,10462,1,0,1,0,0,0,2,R4,0,2012-05-05 00:00:00
3015,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2302, ,R4,1970 EAST TREMONT AVENUE                 ,12D         ,10462,1,0,1,0,0,0,2,R4,100000,2012-02-16 00:00:00
3016,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2313, ,R4,1507 METROPOLITAN AVENUE                 ,TH          ,10462,1,0,1,0,0,0,2,R4,0,2012-10-16 00:00:00
3017,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2316, ,R4,1501 METROPOLITAN AVENUE                 ,MG          ,10462,1,0,1,0,0,0,2,R4,0,2012-10-16 00:00:00
3018,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2411, ,R4,1501 METROPOLITAN AVENUE                 ,3G          ,10462,1,0,1,0,0,0,2,R4,88000,2012-08-15 00:00:00
3019,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2433, ,R4,1503 METROPOLITAN AVENUE                 ,3E          ,10462,1,0,1,0,0,0,2,R4,80000,2012-10-09 00:00:00
3020,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2433, ,R4,1503 METROPOLITAN AVENUE                 ,3E          ,10462,1,0,1,0,0,0,2,R4,0,2012-09-24 00:00:00
3021,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2433, ,R4,1503 METROPOLITAN AVENUE                 ,3E          ,10462,1,0,1,0,0,0,2,R4,0,2012-09-24 00:00:00
3022,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2492, ,R4,1507 METROPOLITAN AVENUE                 ,5H          ,10462,1,0,1,0,0,0,2,R4,0,2012-06-11 00:00:00
3023,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2522, ,R4,1507 METROPOLITAN AVENUE                 ,6F          ,10462,1,0,1,0,0,0,2,R4,0,2012-05-30 00:00:00
3024,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2534, ,R4,1501 METROPOLITAN AVENUE                 ,7B          ,10462,1,0,1,0,0,0,2,R4,102000,2012-06-15 00:00:00
3025,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2558, ,R4,1503 METROPOLITAN AVENUE                 ,7B          ,10462,1,0,1,0,0,0,2,R4,141500,2012-09-28 00:00:00
3026,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2619, ,R4,1501 METROPOLITAN AVENUE                 ,11G         ,10462,1,0,1,0,0,0,2,R4,75000,2012-07-19 00:00:00
3027,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2626, ,R4,1507 METROPOLITAN AVENUE                 ,11F         ,10462,1,0,1,0,0,0,2,R4,110000,2012-03-02 00:00:00
3028,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2632, ,R4,1501 METROPOLITAN AVENUE                 ,12D         ,10462,1,0,1,0,0,0,2,R4,0,2012-01-25 00:00:00
3029,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2685, ,R4,2130 EAST TREMONT AVENUE                 ,1F          ,10462,1,0,1,0,0,0,2,R4,59000,2012-07-03 00:00:00
3030,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2692, ,R4,2120 EAST TREMONT AVENUE                 ,1E          ,10462,1,0,1,0,0,0,2,R4,75000,2012-07-31 00:00:00
3031,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2720, ,R4,2120 EAST TREMONT AVENUE                 ,2A          ,10462,1,0,1,0,0,0,2,R4,102000,2012-06-15 00:00:00
3032,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2805, ,R4,2090 EAST TREMONT AVE                    ,4F          ,10462,1,0,1,0,0,0,2,R4,75000,2012-10-09 00:00:00
3033,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2810, ,R4,2130 EAST TREMONT AVENUE                 ,5C          ,10462,1,0,1,0,0,0,2,R4,109100,2012-09-25 00:00:00
3034,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2810, ,R4,2130 EAST TREMONT AVENUE                 ,5C          ,10462,1,0,1,0,0,0,2,R4,0,2012-08-20 00:00:00
3035,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2957, ,R4,2150 EAST TREMONT AVE                    ,MA          ,10462,1,0,1,0,0,0,2,R4,70000,2012-08-17 00:00:00
3036,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2977, ,R4,2140 EAST TREMONT AVENUE                 ,1E          ,10462,1,0,1,0,0,0,2,R4,164000,2012-12-27 00:00:00
3037,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2977, ,R4,2140 EAST TREMONT AVENUE                 ,1E          ,10462,1,0,1,0,0,0,2,R4,41468,2012-05-22 00:00:00
3038,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2978, ,R4,2140 EAST TREMONT AVENUE                 ,1F          ,10462,1,0,1,0,0,0,2,R4,45000,2012-07-25 00:00:00
3039,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,2983, ,R4,2150 EAST TREMONT AVE                    ,1C          ,10462,1,0,1,0,0,0,2,R4,91000,2012-03-14 00:00:00
3040,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3148, ,R4,2240 EAST TREMONT AVENUE                 ,TC          ,10462,1,0,1,0,0,0,2,R4,135000,2012-06-13 00:00:00
3041,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3152, ,R4,2200 EAST TREMONT AVENUE                 ,MB          ,10462,1,0,1,0,0,0,2,R4,45000,2012-07-25 00:00:00
3042,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3249, ,R4,2200 EAST TREMONT AVENUE                 ,4H          ,10462,1,0,1,0,0,0,2,R4,100000,2012-03-07 00:00:00
3043,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3340, ,R4,1735 PURDY STREET                        ,MC          ,10462,1,0,1,0,0,0,2,R4,0,2012-11-19 00:00:00
3044,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3348, ,R4,1725 PURDY STREET                        ,MC          ,10462,1,0,1,0,0,0,2,R4,50000,2012-03-09 00:00:00
3045,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3368, ,R4,1735 PURDY STREET                        ,1G          ,10462,1,0,1,0,0,0,2,R4,70000,2012-04-09 00:00:00
3046,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3378, ,R4,1705 PURDY STREET                        ,1A          ,10462,1,0,1,0,0,0,2,R4,82900,2012-02-13 00:00:00
3047,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3398, ,R4,1725 PURDY STREET                        ,2E          ,10462,1,0,1,0,0,0,2,R4,83000,2012-04-06 00:00:00
3048,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3404, ,R4,1705 PURDY STREET                        ,2C          ,10462,1,0,1,0,0,0,2,R4,0,2012-03-21 00:00:00
3049,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3434, ,R4,1735 PURDY                               ,4A          ,10462,1,0,1,0,0,0,2,R4,155000,2012-07-23 00:00:00
3050,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3508, ,R4,1735 PURDY STREET                        ,7C          ,10462,1,0,1,0,0,0,2,R4,70000,2012-10-03 00:00:00
3051,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3591, ,R4,1601 METROPOLITAN AVENUE                 ,MB          ,10462,1,0,1,0,0,0,2,R4,103000,2012-11-20 00:00:00
3052,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3602, ,R4,1651 METROPOLITAN AVENUE                 ,MF          ,10462,1,0,1,0,0,0,2,R4,55000,2012-02-27 00:00:00
3053,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3620, ,R4,1605 METROPOLITAN AVENUE                 ,1G          ,10462,1,0,1,0,0,0,2,R4,100000,2012-05-31 00:00:00
3054,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3667, ,R4,1601 METROPOLITAN AVENUE                 ,2F          ,10462,1,0,1,0,0,0,2,R4,76000,2012-08-16 00:00:00
3055,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3676, ,R4,1651 METROPOLITAN AVE                    ,2G          ,10462,1,0,1,0,0,0,2,R4,143000,2012-11-16 00:00:00
3056,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3687, ,R4,1641 METROPOLITAN AVENUE                 ,3B          ,10462,1,0,1,0,0,0,2,R4,45000,2012-07-25 00:00:00
3057,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3699, ,R4,1605 METROPOLITAN AVENUE                 ,3F          ,10462,1,0,1,0,0,0,2,R4,0,2012-12-11 00:00:00
3058,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3724, ,R4,1675 METROPOLITAN AVE                    ,3G          ,10462,1,0,1,0,0,0,2,R4,160000,2012-08-10 00:00:00
3059,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3738, ,R4,1605 METROPOLITAN AVENUE                 ,4E          ,10462,1,0,1,0,0,0,2,R4,79000,2012-03-30 00:00:00
3060,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3784, ,R4,1601 METROPOLITAN AVENUE                 ,5C          ,10462,1,0,1,0,0,0,2,R4,125000,2012-11-05 00:00:00
3061,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3906, ,R4,1605 METROPOLITAN AVE                    ,11E         ,10462,1,0,1,0,0,0,2,R4,78000,2012-07-18 00:00:00
3062,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3922, ,R4,1595 METROPOLITAN AVENUE                 ,ME          ,10462,1,0,1,0,0,0,2,R4,45000,2012-07-25 00:00:00
3063,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,3941, ,R4,1595 METROPOLITAN AVENUE                 ,1G          ,10462,1,0,1,0,0,0,2,R4,0,2012-04-25 00:00:00
3064,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4028, ,R4,1591 METROPOLITAN AVE                    ,6A          ,10462,1,0,1,0,0,0,2,R4,115000,2012-05-31 00:00:00
3065,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4154, ,R4,1579 METROPOLITAN AVENUE                 ,3D          ,10462,1,0,1,0,0,0,2,R4,129900,2012-04-04 00:00:00
3066,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4158, ,R4,1579 METROPOLITAN AVENUE                 ,3H          ,10462,1,0,1,0,0,0,2,R4,100000,2012-06-22 00:00:00
3067,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4197, ,R4,1569 METROPOLITAN AVENUE                 ,5F          ,10462,1,0,1,0,0,0,2,R4,80000,2012-02-28 00:00:00
3068,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4198, ,R4,1569 METROPOLITAN AVENUE                 ,5G          ,10462,1,0,1,0,0,0,2,R4,91500,2012-02-09 00:00:00
3069,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4335, ,R4,1579 METROPOLITAN AVENUE                 ,10D         ,10462,1,0,1,0,0,0,2,R4,0,2012-03-29 00:00:00
3070,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4351, ,R4,1579 METROPOLITAN AVENUE                 ,12D         ,10462,1,0,1,0,0,0,2,R4,0,2012-11-06 00:00:00
3071,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4596, ,R4,1515 METROPOLITAN AVENUE                 ,7D          ,10462,1,0,1,0,0,0,2,R4,86000,2012-02-14 00:00:00
3072,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4660, ,R4,11 METROPOLITAN OVAL                     ,TH          ,10462,1,0,1,0,0,0,2,R4,45000,2012-07-25 00:00:00
3073,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4677, ,R4,9 METROPOLITAN OVAL                      ,MD          ,10462,1,0,1,0,0,1940,2,R4,81000,2012-11-15 00:00:00
3074,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4677, ,R4,9 METROPOLITAN OVAL                      ,MD          ,10462,1,0,1,0,0,1940,2,R4,57000,2012-05-04 00:00:00
3075,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4685, ,R4,7 METROPOLITAN OVAL                      ,MD          ,10462,1,0,1,0,0,0,2,R4,50000,2012-06-29 00:00:00
3076,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4701, ,R4,9 METROPOLITAN OVAL                      ,1D          ,10462,1,0,1,0,0,0,2,R4,85000,2012-10-01 00:00:00
3077,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4737, ,R4,7 METROPOLITAN OVAL                      ,2H          ,10462,1,0,1,0,0,0,2,R4,77000,2012-02-07 00:00:00
3078,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3944,4787, ,R4,11 METROPOLITAN OVAL                     ,5B          ,10462,1,0,1,0,0,0,2,R4,0,2012-06-08 00:00:00
3079,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3962,1035, ,R4,1718 PURDY  STREET                       ,2C          ,10462,1,0,1,0,0,0,2,R4,63000,2012-07-26 00:00:00
3080,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3962,1105, ,R4,1722 PURDY STREET                        ,6A          ,10462,1,0,1,0,0,0,2,R4,80000,2012-12-07 00:00:00
3081,2,PARKCHESTER              ,13  CONDOS - ELEVATOR APARTMENTS            ,2,3962,1105, ,R4,1722 PURDY STREET                        ,6A          ,10462,1,0,1,0,0,0,2,R4,93000,2012-10-09 00:00:00
3082,2,PARKCHESTER              ,14  RENTALS - 4-10 UNIT                     ,2A,3937,72, ,S3,1470 WHITE PLAINS ROAD                   ,            ,10462,3,1,4,2250,2747,1930,2,S3,499900,2012-10-22 00:00:00
3083,2,PARKCHESTER              ,14  RENTALS - 4-10 UNIT                     ,2A,3948,42, ,S5,1515 CASTLE HILL AVENUE                  ,            ,10462,5,1,6,3135,3762,1928,2,S5,0,2012-02-23 00:00:00
3084,2,PARKCHESTER              ,14  RENTALS - 4-10 UNIT                     ,2A,4030,4, ,S4,632 MORRIS PARK AVENUE                   ,            ,10460,4,1,5,2487,4800,1905,2,S4,425000,2012-06-14 00:00:00
3085,2,PARKCHESTER              ,22  STORE BUILDINGS                         ,4,3918,28, ,K2,1774 EAST TREMONT AVENUE                 ,            ,10460,0,1,1,5543,7317,1930,4,K2,0,2012-12-11 00:00:00
3086,2,PARKCHESTER              ,29  COMMERCIAL GARAGES                      ,4,4024,50, ,G9,1620 TAYLOR AVE                          ,            ,10460,0,1,1,2375,432,1926,4,G9,0,2012-03-30 00:00:00
3087,2,PARKCHESTER              ,29  COMMERCIAL GARAGES                      ,4,4025,35, ,G9,1865 EAST TREMONT AVENUE                 ,            ,10460,0,1,1,5194,5117,1970,4,G9,900000,2012-05-17 00:00:00
3088,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4391,16, ,A1,2230 WOODHULL AVENUE                     ,            ,10469,1,0,1,5000,2376,1930,1,A1,0,2012-06-07 00:00:00
3089,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4394,1, ,A5,2303 MICKLE AVE                          ,            ,10469,1,0,1,3967,1914,1945,1,A5,0,2012-06-05 00:00:00
3090,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4396,27, ,A1,2253 KINGSLAND AVENUE                    ,            ,10469,1,0,1,7112,3128,1955,1,A1,0,2012-01-17 00:00:00
3091,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4399,7, ,A2,1603 ASTOR AVENUE                        ,            ,10469,1,0,1,5000,2640,1952,1,A2,595000,2012-07-18 00:00:00
3092,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4400,42, ,A2,2319 TIEMANN AVE                         ,            ,10469,1,0,1,3700,1680,1935,1,A2,0,2012-07-31 00:00:00
3093,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4403,14, ,A1,2220 GUNTHER AVENUE                      ,            ,10469,1,0,1,5367,1560,1940,1,A1,580750,2012-03-23 00:00:00
3094,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4404,16, ,A2,2332 TIEMANN AVENUE                      ,            ,10469,1,0,1,3333,2001,1950,1,A2,450000,2012-06-13 00:00:00
3095,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4404,43, ,A5,2347 LODOVICK AVENUE                     ,            ,10469,1,0,1,2400,1912,1960,1,A5,445200,2012-07-11 00:00:00
3096,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4404,50, ,A1,2327 LODOVICK AVENUE                     ,            ,10469,1,0,1,5000,1656,1935,1,A1,680000,2012-10-11 00:00:00
3097,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4406,52, ,A5,2325 WICKHAM AVE                         ,            ,10469,1,0,1,2500,1507,1965,1,A5,415000,2012-05-29 00:00:00
3098,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4408,22, ,A1,2208 WICKHAM AVENUE                      ,            ,10469,1,0,1,5600,1584,1940,1,A1,655000,2012-01-23 00:00:00
3099,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4410,16, ,A1,2330 DELANOY AVE                         ,            ,10469,1,0,1,6900,2916,1975,1,A1,0,2012-12-20 00:00:00
3100,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4479,1, ,A1,1569 WARING AVE                          ,            ,10469,1,0,1,3450,1980,1955,1,A1,480000,2012-10-24 00:00:00
3101,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4479,38, ,A2,2455 MICKLE AVENUE                       ,            ,10469,1,0,1,3200,1559,1940,1,A2,0,2012-08-29 00:00:00
3102,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4481,55, ,A5,1502 HAWTHORNE STREET                    ,            ,10469,1,0,1,1656,1024,1940,1,A5,216000,2012-08-08 00:00:00
3103,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4481,98, ,A5,2564 EASTCHESTER ROAD                    ,            ,10469,1,0,1,1696,1048,1940,1,A5,0,2012-06-15 00:00:00
3104,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4481,105, ,A5,1512 ALLERTON AVENUE                     ,            ,10469,1,0,1,2750,1048,1940,1,A5,0,2012-01-05 00:00:00
3105,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4482,14, ,A5,2516 WOODHULL AVENUE                     ,            ,10469,1,0,1,2500,1870,1930,1,A5,0,2012-10-19 00:00:00
3106,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4482,14, ,A5,2516 WOODHULL AVENUE                     ,            ,10469,1,0,1,2500,1870,1930,1,A5,0,2012-07-12 00:00:00
3107,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4486,80, ,A5,2515 WESTERVELT AVENUE                   ,            ,10469,1,0,1,2000,1400,1931,1,A5,350000,2012-09-07 00:00:00
3108,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4488,9, ,A5,2506 KINGSLAND AVENUE                    ,            ,10469,1,0,1,3300,3175,1961,1,A5,400000,2012-02-29 00:00:00
3109,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4488,64, ,A5,2569 TIEMANN AVENUE                      ,            ,10469,1,0,1,2300,1946,1950,1,A5,430000,2012-06-13 00:00:00
3110,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4489,17, ,A5,2424 TIEMANN AVENUE                      ,            ,10469,1,0,1,2492,1728,1965,1,A5,410000,2012-07-24 00:00:00
3111,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4492,13, ,A9,2516 TIEMANN AVENUE                      ,            ,10469,1,0,1,2500,1296,1965,1,A9,350200,2012-07-19 00:00:00
3112,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4495,13, ,A2,2414 WICKHAM AVENUE                      ,            ,10469,1,0,1,3308,2100,1987,1,A2,515000,2012-02-17 00:00:00
3113,2,PELHAM GARDENS           ,01  ONE FAMILY HOMES                        ,1,4495,20, ,A5,2444 WICKHAM AVENUE                      ,            ,10469,1,0,1,3308,1900,1987,1,A5,460000,2012-11-21 00:00:00
3114,2,PELHAM GARDENS           ,02  TWO FAMILY HOMES                        ,1,4394,7, ,B3,1551 ASTOR AVENUE                        ,            ,10469,2,0,2,5372,2862,1950,1,B3,680000,2012-08-24 00:00:00
3115,2,PELHAM GARDENS           ,02  TWO FAMILY HOMES                        ,1,4398,4, ,B3,1585 ASTOR AVE                           ,            ,10469,2,0,2,3920,2675,1950,1,B3,0,2012-08-22 00:00:00
3116,2,PELHAM GARDENS           ,02  TWO FAMILY HOMES                        ,1,4398,11, ,B3,2324 MICKLE AVENUE                       ,            ,10469,2,0,2,2500,1672,1955,1,B1,280000,2012-02-29 00:00:00
3117,2,PELHAM GARDENS           ,02  TWO FAMILY HOMES                        ,1,4409,22, ,B1,2344 WICKHAM AVENUE                      ,            ,10469,2,0,2,5000,3052,1970,1,B1,620000,2012-10-25 00:00:00
