,"STATEN ISLAND ANNUALIZE SALE FOR YEAR 2012.  All Sales From  Jan 1, 2012 - Dec 31, 2012.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 03/31/2013  Coop Sales Files as of 03/31/2013,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name and Descriptive Data is as of 04/19/13,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
4,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5395,32, ,A1,541 SYCAMORE STREET                      ,            ,10312,1,0,1,13320,4696,1985,1,A1,1200000,2012-08-15 00:00:00
5,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5401,38, ,A1,27 WEAVER STREET                         ,            ,10312,1,0,1,10833,2128,1980,1,A1,127500,2012-09-26 00:00:00
6,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5402,43, ,A1,295 HAROLD AVENUE                        ,            ,10312,1,0,1,6700,3348,1980,1,A1,600000,2012-05-31 00:00:00
7,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,5407,11, ,A1,24 ELMBANK STREET                        ,            ,10312,1,0,1,5000,1520,1910,1,A1,237276,2012-11-29 00:00:00
8,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6205,23, ,A5,81 EAGAN AVENUE                          ,            ,10312,1,0,1,1546,1579,1986,1,A5,322500,2012-03-19 00:00:00
9,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6205,126, ,A5,20 MAY PLACE                             ,            ,10312,1,0,1,2475,2495,1986,1,A5,380000,2012-08-16 00:00:00
10,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,28, ,A1,96 JEANNETTE AVENUE                      ,            ,10312,1,0,1,5400,2376,1970,1,A1,535000,2012-12-06 00:00:00
11,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,33, ,A5,20 LUCY LOOP                             ,            ,10312,1,0,1,2320,2200,2000,1,A5,360000,2012-07-02 00:00:00
12,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,81, ,B2,1076 ARDEN AVENUE                        ,            ,10312,2,0,2,4200,2807,2012,1,A2,230000,2012-04-13 00:00:00
13,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,85, ,A1,1086 ARDEN AVENUE                        ,            ,10312,1,0,1,4200,882,1925,1,A1,0,2012-10-24 00:00:00
14,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6214,35, ,A5,54 EAGAN AVENUE                          ,            ,10312,1,0,1,2400,1852,2000,1,A5,0,2012-03-27 00:00:00
15,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6215,4, ,A1,179 BARCLAY AVENUE                       ,            ,10312,1,0,1,5000,1118,1925,1,A1,489000,2012-01-10 00:00:00
16,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6215,7, ,A2,175 BARCLAY AVENUE                       ,            ,10312,1,0,1,7000,1216,1925,1,A2,25000,2012-03-13 00:00:00
17,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6215,12, ,B2,165 BARCLAY AVENUE                       ,            ,10312,2,0,2,4000,2870,2012,1,A2,475000,2012-03-13 00:00:00
18,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6216,18, ,A1,120 SNEDEN AVENUE                        ,            ,10312,1,0,1,8400,1189,1925,1,A1,0,2012-06-11 00:00:00
19,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6216,44, ,A5,121 MOSELY AVENUE                        ,            ,10312,1,0,1,2500,2008,2001,1,A5,470000,2012-05-17 00:00:00
20,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6217,32, ,A2,10 FABIAN STREET                         ,            ,10312,1,0,1,6000,976,1970,1,A2,0,2012-08-24 00:00:00
21,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,3, ,A5,69 BARB STREET                           ,            ,10312,1,0,1,1585,1661,2004,1,A5,390000,2012-11-19 00:00:00
22,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,4, ,A5,67 BARB STREET                           ,            ,10312,1,0,1,1585,1661,2004,1,A5,387000,2012-10-23 00:00:00
23,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6221,55, ,A1,25 JEANNETTE AVENUE                      ,            ,10312,1,0,1,4160,3000,1995,1,A1,620000,2012-07-24 00:00:00
24,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6222,38, ,A5,45 LORRAINE AVENUE                       ,            ,10312,1,0,1,2400,2100,2004,1,A5,467500,2012-08-08 00:00:00
25,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6227,31, ,A1,924 CARLTON BOULEVARD                    ,            ,10312,1,0,1,8000,1344,1910,1,A1,475000,2012-01-25 00:00:00
26,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6228,47, ,A1,760 ARDEN AVENUE                         ,            ,10312,1,0,1,6000,1146,1925,1,A1,0,2012-06-19 00:00:00
27,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6229,7, ,A1,171 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,7920,2472,1955,1,A1,0,2012-04-13 00:00:00
28,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6230,29, ,A1,640 DRUMGOOLE ROAD EAST                  ,            ,10312,1,0,1,8000,1328,1930,1,A1,434000,2012-10-23 00:00:00
29,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,4, ,A2,259 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,9500,1228,1920,1,A2,470000,2012-06-18 00:00:00
30,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,21, ,A1,160 RATHBUN AVENUE                       ,            ,10312,1,0,1,14400,2512,1965,1,A1,505000,2012-07-05 00:00:00
31,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,37, ,A2,130 RATHBUN AVENUE                       ,            ,10312,1,0,1,3400,1092,1960,1,A2,0,2012-03-27 00:00:00
32,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6233,4, ,A2,287 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,6000,1032,1935,1,A2,70000,2012-10-04 00:00:00
33,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6233,41, ,A1,590 ARDEN AVENUE                         ,            ,10312,1,0,1,8000,1920,1930,1,A1,0,2012-11-15 00:00:00
34,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6233,56, ,A2,135 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,2088,1960,1,A2,0,2012-11-12 00:00:00
35,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6234,13, ,A2,244 SHELDON AVENUE                       ,            ,10312,1,0,1,4000,1144,1965,1,A2,0,2012-06-15 00:00:00
36,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6237,44, ,A2,490 ARDEN AVENUE                         ,            ,10312,1,0,1,6100,1008,1955,1,A2,0,2012-01-10 00:00:00
37,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6238,10, ,A1,447 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,6000,2727,1940,1,A1,513000,2012-11-29 00:00:00
38,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6239,22, ,A1,672 WOODROW ROAD                         ,            ,10312,1,0,1,6200,2616,1975,1,A1,510000,2012-07-06 00:00:00
39,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6239,83, ,A1,257 CROWN AVENUE                         ,            ,10312,1,0,1,9600,1728,1975,1,A1,400000,2012-12-17 00:00:00
40,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6240,12, ,A1,30 SUMMIT PLACE                          ,            ,10312,1,0,1,10000,3674,1975,1,A1,645000,2012-05-09 00:00:00
41,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6242,70, ,A1,27 SUMMIT PLACE                          ,            ,10312,1,0,1,8250,2560,1975,1,A1,0,2012-11-16 00:00:00
42,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6243,25, ,A5,18 SHERIDAN PLACE                        ,            ,10312,1,0,1,2750,2380,2000,1,A5,470000,2012-05-30 00:00:00
43,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6243,40, ,A1,112 BARCLAY AVENUE                       ,            ,10312,1,0,1,6000,2147,1950,1,A1,733140,2012-08-03 00:00:00
44,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6243,43, ,A3,120 BARCLAY AVENUE                       ,            ,10312,1,0,1,10000,3175,2012,1,A2,535000,2012-08-29 00:00:00
45,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6243,64, ,A1,43 MOSELY AVENUE                         ,            ,10312,1,0,1,5500,3831,1920,1,A1,625000,2012-12-26 00:00:00
46,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,108, ,A1,7 FURMAN STREET                          ,            ,10312,1,0,1,6400,2076,1970,1,A1,0,2012-10-10 00:00:00
47,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,180, ,A2,53 PINE TERRACE                          ,            ,10312,1,0,1,6000,1560,1960,1,A2,0,2012-10-23 00:00:00
48,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,257, ,A1,45 FURMAN STREET                         ,            ,10312,1,0,1,4200,2800,2001,1,A1,0,2012-02-23 00:00:00
49,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,8, ,A2,275 ALBEE AVENUE                         ,            ,10312,1,0,1,6180,1946,1975,1,A2,427500,2012-08-30 00:00:00
50,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,216, ,A1,998 ANNADALE ROAD                        ,            ,10312,1,0,1,4864,2208,2012,1,A1,599999,2012-12-07 00:00:00
51,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,217, ,A1,994 ANNADALE ROAD                        ,            ,10312,1,0,1,4518,2208,2012,1,A1,610948,2012-12-12 00:00:00
52,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6252,1, ,A2,87 DOWNES AVENUE                         ,            ,10312,1,0,1,4000,2200,1974,1,A2,480000,2012-11-09 00:00:00
53,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6259,40, ,A2,100 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,4000,1300,1955,1,A2,360000,2012-12-19 00:00:00
54,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6261,17, ,A2,237 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,8000,1150,1925,1,A2,497500,2012-12-17 00:00:00
55,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6268,66, ,A2,223 SINCLAIR AVENUE                      ,            ,10312,1,0,1,4200,1864,1965,1,A2,500000,2012-08-23 00:00:00
56,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6269,47, ,A1,237 STAFFORD AVENUE                      ,            ,10312,1,0,1,4000,1360,1930,1,A1,340000,2012-10-26 00:00:00
57,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6271,13, ,A1,478 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,4000,1804,1940,1,A1,0,2012-04-25 00:00:00
58,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6278,1, ,A2,275 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4900,1084,1955,1,A2,0,2012-10-09 00:00:00
59,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6278,56, ,A2,350 IONIA AVENUE                         ,            ,10312,1,0,1,4000,1170,1960,1,A2,0,2012-12-19 00:00:00
60,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6279,13, ,A2,209 SOUTH RAILROAD ST                    ,            ,10312,1,0,1,4200,2230,1985,1,A2,0,2012-03-27 00:00:00
61,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6281,28, ,A1,360 IONIA AVENUE                         ,            ,10312,1,0,1,3600,2100,1979,1,A1,0,2012-09-25 00:00:00
62,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6296,68, ,A2,319 DELMAR AVENUE                        ,            ,10312,1,0,1,4000,1968,1970,1,A2,575000,2012-04-06 00:00:00
63,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6297,70, ,A2,289 DELMAR AVENUE                        ,            ,10312,1,0,1,4000,1269,1960,1,A2,10,2012-04-24 00:00:00
64,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6298,5, ,A2,116 RAMONA AVENUE                        ,            ,10312,1,0,1,4000,2220,1974,1,A2,0,2012-09-19 00:00:00
65,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6298,28, ,A2,182 HEENAN AVENUE                        ,            ,10312,1,0,1,4000,1932,1974,1,A2,0,2012-09-17 00:00:00
66,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6298,30, ,A2,186 HEENAN AVENUE                        ,            ,10312,1,0,1,4000,1932,1975,1,A2,0,2012-04-18 00:00:00
67,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6299,46, ,A2,85 RAMONA AVENUE                         ,            ,10312,1,0,1,4000,1968,1974,1,A2,0,2012-03-28 00:00:00
68,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6304,7, ,A3,424 VINELAND AVENUE                      ,            ,10312,1,0,1,8700,4200,1992,1,A3,825000,2012-01-06 00:00:00
69,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6305,109, ,A3,365 VINELAND AVENUE                      ,            ,10312,1,0,1,11500,4096,1990,1,A3,0,2012-08-02 00:00:00
70,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6320,5, ,A2,192 ALBEE AVENUE                         ,            ,10312,1,0,1,8000,2352,1970,1,A2,0,2012-08-07 00:00:00
71,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6320,50, ,A2,102 BUFFINGTON AVENUE                    ,            ,10312,1,0,1,4000,1125,1965,1,A2,0,2012-09-05 00:00:00
72,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6321,4, ,A2,23 ALVINE AVENUE                         ,            ,10312,1,0,1,4400,988,1935,1,A2,0,2012-12-21 00:00:00
73,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6322,6, ,A2,250 ALBEE AVENUE                         ,            ,10312,1,0,1,8000,1432,1960,1,A2,500000,2012-10-24 00:00:00
74,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6323,30, ,A1,20 ALVINE AVENUE                         ,            ,10312,1,0,1,7520,1976,1935,1,A1,0,2012-08-04 00:00:00
75,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6353,12, ,A1,118 PEARE PLACE                          ,            ,10312,1,0,1,9003,3000,1984,1,A1,0,2012-08-30 00:00:00
76,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6353,12, ,A1,118 PEARE PLACE                          ,            ,10312,1,0,1,9003,3000,1984,1,A1,0,2012-04-05 00:00:00
77,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6356,24, ,A3,21 BENNETT PLACE                         ,            ,10312,1,0,1,11200,5240,1994,1,A3,1200000,2012-07-09 00:00:00
78,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6363,52, ,A1,159 NOEL STREET                          ,            ,10312,1,0,1,8000,4800,1985,1,A1,10,2012-03-01 00:00:00
79,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6369,20, ,A1,290 KOCH BOULEVARD                       ,            ,10312,1,0,1,9900,3000,1986,1,A1,0,2012-11-27 00:00:00
80,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6370,45, ,A1,286 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,6790,2550,1975,1,A1,600000,2012-10-17 00:00:00
81,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6378,1, ,A1,161 EYLANDT STREET                       ,            ,10312,1,0,1,6100,2370,1970,1,A1,625000,2012-12-27 00:00:00
82,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6382,3, ,A1,343 BARCLAY AVENUE                       ,            ,10312,1,0,1,4137,2500,1995,1,A1,0,2012-07-19 00:00:00
83,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6382,34, ,A9,622 SYCAMORE STREET                      ,            ,10312,1,0,1,4000,2088,1980,1,A9,582500,2012-02-15 00:00:00
84,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6399,12, ,A2,86 ALLEN PLACE                           ,            ,10312,1,0,1,5600,1104,1930,1,A2,0,2012-07-09 00:00:00
85,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6401,14, ,A1,47 ALLEN PLACE                           ,            ,10312,1,0,1,4000,2000,1995,1,A1,250000,2012-04-09 00:00:00
86,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6401,21, ,A2,33 ALLEN PLACE                           ,            ,10312,1,0,1,8000,1104,1955,1,A2,0,2012-12-11 00:00:00
87,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6421,68, ,A1,242 TALLMAN STREET                       ,            ,10312,1,0,1,8000,2600,1980,1,A1,0,2012-05-15 00:00:00
88,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6425,40, ,A1,76 RAE AVENUE                            ,            ,10312,1,0,1,4000,1278,1935,1,A1,375000,2012-09-19 00:00:00
89,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6441,96, ,A1,4 DOLE STREET                            ,            ,10312,1,0,1,4800,972,1925,1,A1,385000,2012-09-10 00:00:00
90,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6442,7, ,A3,309 POILLON AVENUE                       ,            ,10312,1,0,1,8645,4890,2004,1,A3,0,2012-12-21 00:00:00
91,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6455,28, ,A1,404 POILLON AVENUE                       ,            ,10312,1,0,1,5859,2913,1997,1,A1,850000,2012-08-17 00:00:00
92,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,150, ,A3,151 NICOLOSI DRIVE                       ,            ,10312,1,0,1,21065,8380,1997,1,A3,2450000,2012-08-09 00:00:00
93,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,162, ,A3,160 NICOLOSI DRIVE                       ,            ,10312,1,0,1,10480,5707,1989,1,A3,10,2012-12-06 00:00:00
94,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,162, ,A3,160 NICOLOSI DRIVE                       ,            ,10312,1,0,1,10480,5707,1989,1,A3,10,2012-12-06 00:00:00
95,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,165, ,A3,545 ARBUTUS AVENUE                       ,            ,10312,1,0,1,10100,5432,1989,1,A3,1300000,2012-04-25 00:00:00
96,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,175, ,A3,150 NICOLOSI DRIVE                       ,            ,10312,1,0,1,46527,11500,1988,1,A3,4250000,2012-07-02 00:00:00
97,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,522, ,A5,351 ARBUTUS AVENUE                       ,            ,10312,1,0,1,1547,1939,2011,1,A5,461320,2012-07-18 00:00:00
98,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,528, ,A5,343 ARBUTUS AVENUE                       ,            ,10312,1,0,1,3369,1922,2011,1,A5,465426,2012-09-14 00:00:00
99,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,530, ,A5,5198 HYLAN BOULEVARD                     ,            ,10312,1,0,1,2151,2121,2011,1,A5,496860,2012-08-09 00:00:00
100,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,533, ,A5,5192 HYLAN BOULEVARD                     ,            ,10312,1,0,1,2216,2121,2011,1,A5,499000,2012-08-01 00:00:00
101,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6499,111, ,A1,35 WENDY DRIVE                           ,            ,10312,1,0,1,13600,2663,1985,1,A1,830000,2012-01-03 00:00:00
102,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6517,66, ,A9,189 ARBUTUS AVENUE                       ,            ,10312,1,0,1,21680,6290,1991,1,A9,0,2012-12-31 00:00:00
103,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6517,66, ,A9,189 ARBUTUS AVENUE                       ,            ,10312,1,0,1,21680,6290,1991,1,A9,0,2012-02-10 00:00:00
104,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6205,91, ,B9,31 SEGUINE PLACE                         ,            ,10312,2,0,2,3250,1804,1986,1,B9,400000,2012-04-16 00:00:00
105,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,26, ,B2,211 MOSELY AVENUE                        ,            ,10312,2,0,2,2444,2092,2007,1,B2,0,2012-07-10 00:00:00
106,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,26, ,B2,211 MOSELY AVENUE                        ,            ,10312,2,0,2,2444,2092,2007,1,B2,410000,2012-07-10 00:00:00
107,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6212,37, ,B9,49 LUCY LOOP                             ,            ,10312,2,0,2,5670,2220,2000,1,B9,468000,2012-06-22 00:00:00
108,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6214,61, ,B2,100 EAGAN AVENUE                         ,            ,10312,2,0,2,5500,1925,1930,1,B2,560000,2012-07-30 00:00:00
109,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6215,9, ,B2,169 BARCLAY AVENUE                       ,            ,10312,2,0,2,4000,2870,2012,1,B2,0,2012-09-14 00:00:00
110,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6215,12, ,B2,165 BARCLAY AVENUE                       ,            ,10312,2,0,2,4000,2870,2012,1,B2,0,2012-09-14 00:00:00
111,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6221,42, ,B9,16 RALPH AVENUE                          ,            ,10312,2,0,2,2400,2230,2004,1,B9,0,2012-12-14 00:00:00
112,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6221,42, ,B9,16 RALPH AVENUE                          ,            ,10312,2,0,2,2400,2230,2004,1,B9,480000,2012-11-21 00:00:00
113,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6221,44, ,B9,18 RALPH AVENUE                          ,            ,10312,2,0,2,2400,2230,2004,1,B9,470000,2012-05-31 00:00:00
114,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1B,6221,59, ,V0,19 JEANNETTE AVENUE                      ,            ,10312,2,0,2,8880,0,1925,1,B2,525500,2012-06-08 00:00:00
115,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6227,70, ,B2,940 CARLTON BOULEVARD                    ,            ,10312,2,0,2,3875,3398,2011,1,B2,700000,2012-06-04 00:00:00
116,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6229,47, ,B2,123 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,5000,4910,2002,1,B2,655000,2012-07-12 00:00:00
117,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6229,50, ,B2,135 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,8000,4910,2002,1,B2,0,2012-10-25 00:00:00
118,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6229,50, ,B2,135 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,8000,4910,2002,1,B2,0,2012-03-29 00:00:00
119,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6229,50, ,B2,135 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,8000,4910,2002,1,B2,0,2012-02-15 00:00:00
120,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6233,70, ,B2,167 RATHBUN AVENUE                       ,            ,10312,2,0,2,4000,2800,2002,1,B2,640000,2012-08-29 00:00:00
121,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6234,41, ,B2,570 ARDEN AVENUE                         ,            ,10312,2,0,2,7410,3389,1947,1,B2,550000,2012-02-15 00:00:00
122,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6239,1, ,B2,267 CROWN AVENUE                         ,            ,10312,2,0,2,6000,1704,1975,1,B2,680000,2012-07-19 00:00:00
123,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6239,34, ,B2,652 WOODROW ROAD                         ,            ,10312,2,0,2,6200,2604,1980,1,B2,580000,2012-08-16 00:00:00
124,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6239,63, ,B2,217 CROWN AVENUE                         ,            ,10312,2,0,2,9600,2352,1980,1,B2,0,2012-02-20 00:00:00
125,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6240,105, ,B2,71 HILLIS STREET                         ,            ,10312,2,0,2,12010,2511,1975,1,B2,628000,2012-03-28 00:00:00
126,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6243,1, ,B2,3 MOSELY AVENUE                          ,            ,10312,2,0,2,7488,4090,1980,1,B2,10,2012-05-22 00:00:00
127,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6243,8, ,B2,11 MOSELY AVENUE                         ,            ,10312,2,0,2,8040,3872,1980,1,B2,0,2012-04-10 00:00:00
128,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6249,218, ,B2,24 TENAFLY PLACE                         ,            ,10312,2,0,2,5974,3156,2012,1,B2,768779,2012-09-25 00:00:00
129,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6249,219, ,B2,20 TENAFLY PLACE                         ,            ,10312,2,0,2,6026,3405,2012,1,B2,768779,2012-09-25 00:00:00
130,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6249,220, ,B2,16 TENAFLY PLACE                         ,            ,10312,2,0,2,6026,3156,2012,1,B2,768779,2012-10-22 00:00:00
131,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6254,125, ,B2,129 SOUTH RAILROAD ST                    ,            ,10312,2,0,2,8140,3600,1992,1,B2,0,2012-02-15 00:00:00
132,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6254,136, ,B2,145 SOUTH RAILROAD ST                    ,            ,10312,2,0,2,3600,2496,2003,1,B2,570000,2012-09-05 00:00:00
133,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6260,33, ,B2,204 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,6000,2230,1940,1,B2,763687,2012-01-30 00:00:00
