,"STATEN ISLAND ANNUALIZE SALES FOR 2013.  (All Sales From  Jan 1, 2013 - Dec 31, 2013.)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2014  Coop Sales Files as of 4/8/2014,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name and Descriptive Data is as of 4/13/2014,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
3829,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4081,61, ,A1,42 SEAFOAM STREET                        ,            ,10306,1,0,1,1200,871,1925,1,A1,192000,2013-03-22 00:00:00
3830,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4082,25, ,A1,27 MAPLE TERRACE                         ,            ,10306,1,0,1,1380,1150,1930,1,A1,0,2013-03-20 00:00:00
3831,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4083,15, ,A6,47 CENTER PLACE                          ,            ,10306,1,0,1,2480,648,1925,1,A6,0,2013-12-16 00:00:00
3832,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4083,19, ,A6,39 CENTER PLACE                          ,            ,10306,1,0,1,2480,800,1920,1,A6,59428,2013-05-22 00:00:00
3833,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4083,24, ,A6,29 CENTER PLACE                          ,            ,10306,1,0,1,1240,636,1920,1,A6,0,2013-11-04 00:00:00
3834,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4083,64, ,A6,50 MAPLE TERRACE                         ,            ,10306,1,0,1,2480,620,1925,1,A6,95000,2013-08-14 00:00:00
3835,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4084,39, ,A1,3 TOPPING STREET                         ,            ,10306,1,0,1,2480,1400,2005,1,A1,0,2013-10-30 00:00:00
3836,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4084,39, ,A1,3 TOPPING STREET                         ,            ,10306,1,0,1,2480,1400,2005,1,A1,0,2013-02-14 00:00:00
3837,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4084,47, ,A2,14 CENTER PLACE                          ,            ,10306,1,0,1,2480,1302,1930,1,A2,105000,2013-09-03 00:00:00
3838,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4085,51, ,A2,24 TOPPING STREET                        ,            ,10306,1,0,1,4340,850,1935,1,A2,125000,2013-09-27 00:00:00
3839,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4086,34, ,A2,108 MARINE WAY                           ,            ,10306,1,0,1,4000,1248,1950,1,A2,10,2013-06-03 00:00:00
3840,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4089,16, ,A5,23 CEDAR GROVE COURT                     ,            ,10306,1,0,1,2810,1300,1982,1,A5,0,2013-09-24 00:00:00
3841,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4089,17, ,A5,27 CEDAR GROVE COURT                     ,            ,10306,1,0,1,2810,1300,1982,1,A5,255000,2013-07-06 00:00:00
3842,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4089,26, ,A5,49 CEDAR GROVE COURT                     ,            ,10306,1,0,1,2800,1300,1980,1,A5,0,2013-10-03 00:00:00
3843,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4089,75, ,A5,177 CEDAR GROVE COURT                    ,            ,10306,1,0,1,2800,1300,1980,1,A5,200000,2013-05-01 00:00:00
3844,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4091,6, ,A5,53 MILBANK ROAD                          ,            ,10306,1,0,1,2220,1250,2001,1,A5,0,2013-07-30 00:00:00
3845,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4092,34, ,A5,5 NEUTRAL AVENUE                         ,            ,10306,1,0,1,1830,1150,2003,1,A5,0,2013-03-13 00:00:00
3846,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4092,52, ,A2,12 MILBANK ROAD                          ,            ,10306,1,0,1,3600,792,1920,1,A2,90000,2013-05-08 00:00:00
3847,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4130,418, ,A9,74 ROBERTS DRIVE                         ,            ,10306,1,0,1,2448,1184,1965,1,A9,349800,2013-12-12 00:00:00
3848,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4130,421, ,A9,70 ROBERTS DRIVE                         ,            ,10306,1,0,1,2400,1184,1965,1,A9,0,2013-11-05 00:00:00
3849,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4130,451, ,A1,16 ROBERTS DRIVE                         ,            ,10306,1,0,1,2976,1184,1965,1,A1,0,2013-05-29 00:00:00
3850,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4130,649, ,A9,878 TYSENS LANE                          ,            ,10306,1,0,1,2400,1811,1984,1,A9,365000,2013-05-13 00:00:00
3851,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4131,40, ,A5,38 PELICAN CIRCLE                        ,            ,10306,1,0,1,2729,1825,1997,1,A5,0,2013-07-22 00:00:00
3852,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4131,63, ,A5,134 PELICAN CIRCLE                       ,            ,10306,1,0,1,1250,2025,1997,1,A5,0,2013-01-08 00:00:00
3853,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4131,75, ,A5,99 PELICAN CIRCLE                        ,            ,10306,1,0,1,1321,1825,1997,1,A5,370000,2013-07-23 00:00:00
3854,5,NEW DORP-BEACH           ,01  ONE FAMILY DWELLINGS                    ,1,4160,52, ,A5,3 KISSAM AVENUE                          ,            ,10306,1,0,1,2435,1644,2001,1,A5,418973,2013-12-20 00:00:00
3855,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4043,63, ,B2,98 WINHAM AVENUE                         ,            ,10306,2,0,2,7595,3128,1925,1,B2,0,2013-10-02 00:00:00
3856,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4043,88, ,B9,48C WINHAM AVENUE                        ,            ,10306,2,0,2,2547,2041,1999,1,B9,0,2013-08-27 00:00:00
3857,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4049,5, ,B2,101 EBBITTS STREET                       ,            ,10306,2,0,2,4888,2200,1960,1,B2,417500,2013-09-26 00:00:00
3858,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4049,85, ,B2,159 MILTON AVENUE                        ,            ,10306,2,0,2,6200,1800,1960,1,B2,285000,2013-01-18 00:00:00
3859,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4065,53, ,B3,37 ROMA AVENUE                           ,            ,10306,2,0,2,5000,1600,1940,1,B3,0,2013-11-01 00:00:00
3860,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4069,69, ,B9,151 ROMA AVENUE                          ,            ,10306,2,0,2,3000,2100,1988,1,B9,1,2013-03-25 00:00:00
3861,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4070,89, ,B9,262 FINLEY AVENUE                        ,            ,10306,2,0,2,3100,2100,1985,1,B9,370000,2013-08-28 00:00:00
3862,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4071,67, ,B3,227 ROMA AVENUE                          ,            ,10306,2,0,2,6000,2424,1930,1,B3,370000,2013-04-23 00:00:00
3863,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4077,1, ,B2,90 ROMA AVENUE                           ,            ,10306,2,0,2,6942,1750,1960,1,B2,337140,2013-10-01 00:00:00
3864,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4078,45, ,B2,752 NEW DORP LANE                        ,            ,10306,2,0,2,3600,2016,2012,1,B2,10,2013-01-21 00:00:00
3865,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4085,7, ,B3,105 CEDAR GROVE AVENUE                   ,            ,10306,2,0,2,1920,1240,1930,1,B3,25000,2013-03-20 00:00:00
3866,5,NEW DORP-BEACH           ,02  TWO FAMILY DWELLINGS                    ,1,4131,23, ,B9,80 PELICAN CIRCLE                        ,            ,10306,2,0,2,5201,2275,1997,1,B9,0,2013-03-25 00:00:00
3867,5,NEW DORP-BEACH           ,03  THREE FAMILY DWELLINGS                  ,1,4068,63, ,C0,123 HETT AVENUE                          ,            ,10306,3,0,3,4000,2330,1940,1,C0,205000,2013-09-12 00:00:00
3868,5,NEW DORP-BEACH           ,03  THREE FAMILY DWELLINGS                  ,1,4070,58, ,C0,209 HETT AVENUE                          ,            ,10306,3,0,3,4000,4200,1910,1,C0,250000,2013-04-03 00:00:00
3869,5,NEW DORP-BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B,4070,60, ,V0,HETT AVENUE                              ,            ,10306,0,0,0,2000,0,0,1,V0,0,2013-04-03 00:00:00
3870,5,NEW DORP-BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B,4076,11, ,V0,ROMA AVENUE                              ,            ,10306,0,0,0,1980,0,0,1,V0,0,2013-02-11 00:00:00
3871,5,NEW DORP-BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B,4092,50, ,V0,N/A MILBANK ROAD                         ,            ,10306,0,0,0,1200,0,0,1,V0,0,2013-05-08 00:00:00
3872,5,NEW DORP-BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B,4160,37, ,V0,31 KISSAM AVENUE                         ,            ,10306,1,0,1,2050,0,1920,1,V0,90820,2013-12-13 00:00:00
3873,5,NEW DORP-BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B,4160,341, ,V0,115 KISSAM AVENUE                        ,            ,10306,1,0,1,4100,0,1937,1,V0,185654,2013-12-02 00:00:00
3874,5,NEW DORP-BEACH           ,05  TAX CLASS 1 VACANT LAND                 ,1B,4160,358, ,V0,93 KISSAM AVENUE                         ,            ,10306,1,0,1,2050,0,1935,1,V0,78175,2013-11-21 00:00:00
3875,5,NEW DORP-BEACH           ,06  TAX CLASS 1 - OTHER                     ,1,4082,24, ,G0,27A MAPLE TERRACE                        ,            ,10306,0,0,0,1420,0,1901,1,G0,189000,2013-03-20 00:00:00
3876,5,NEW DORP-BEACH           ,07  RENTALS - WALKUP APARTMENTS             ,2A,4064,1, ,C2,33 BEACON PLACE                          ,7,10306,6,0,6,10000,4300,1931,2,C2,550000,2013-11-12 00:00:00
3877,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,939,125, ,A2,47 NIGHTINGALE STREET                    ,            ,10306,1,0,1,4000,960,1955,1,A2,0,2013-03-23 00:00:00
3878,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,939,163, ,A2,167 GELDNER AVENUE                       ,            ,10306,1,0,1,6000,1020,1955,1,A2,450000,2013-03-05 00:00:00
3879,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,939,240, ,A3,211 BEACON AVENUE                        ,            ,10306,1,0,1,6084,3741,1965,1,A3,710000,2013-05-21 00:00:00
3880,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,939,256, ,A2,214 BEACON AVENUE                        ,            ,10306,1,0,1,4500,2278,1970,1,A2,560000,2013-11-13 00:00:00
3881,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,942,102, ,A0,124 ST STEPHENS PLACE                    ,            ,10306,1,0,1,6800,1684,1950,1,A0,450000,2013-05-10 00:00:00
3882,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,942,106, ,A0,134 ST STEPHENS PLACE                    ,            ,10306,1,0,1,6364,1080,1950,1,A0,0,2013-08-16 00:00:00
3883,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,944,35, ,A0,26 WALDEN AVENUE                         ,            ,10306,1,0,1,6000,1596,1970,1,A0,0,2013-09-18 00:00:00
3884,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,946,8, ,A1,39 GELDNER AVENUE                        ,            ,10306,1,0,1,4880,3928,2005,1,A1,840000,2013-01-25 00:00:00
3885,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,947,18, ,A2,3023 RICHMOND ROAD                       ,            ,10306,1,0,1,2550,864,1930,1,A2,322500,2013-02-07 00:00:00
3886,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,948,35, ,A3,53 BEACON AVENUE                         ,            ,10306,1,0,1,5400,3962,2012,1,A3,711756,2013-04-25 00:00:00
3887,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,948,102, ,A2,104 GELDNER AVENUE                       ,            ,10306,1,0,1,6242,2030,1955,1,A2,0,2013-05-08 00:00:00
3888,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,950,50, ,A1,65 ROCKLAND AVENUE                       ,            ,10306,1,0,1,7175,1384,1930,1,A1,472500,2013-08-20 00:00:00
3889,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,951,9, ,A3,38 ELVIRA COURT                          ,            ,10306,1,0,1,5451,3282,2011,1,A3,872893,2013-05-16 00:00:00
3890,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,951,12, ,A3,24 ELVIRA COURT                          ,            ,10306,1,0,1,7660,3168,2012,1,A3,857756,2013-12-02 00:00:00
3891,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,951,14, ,A3,30 ELVIRA COURT                          ,            ,10306,1,0,1,5409,3150,2013,1,A3,870000,2013-11-12 00:00:00
3892,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,951,19, ,A3,12 KAYLA COURT                           ,            ,10306,1,0,1,12440,4783,2011,1,A3,977520,2013-01-18 00:00:00
3893,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,951,21, ,A3,16 KAYLA COURT                           ,            ,10306,1,0,1,13474,5165,2011,1,A3,967337,2013-06-24 00:00:00
3894,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,952,176, ,A3,15 CHARLES COURT                         ,            ,10306,1,0,1,9015,3000,1960,1,A3,1025000,2013-09-11 00:00:00
3895,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,952,191, ,A9,32 NEVADA AVENUE                         ,            ,10306,1,0,1,7797,1853,1960,1,A9,530000,2013-03-07 00:00:00
3896,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,952,217, ,A3,77 NEVADA AVENUE                         ,            ,10306,1,0,1,26103,8468,2013,1,A3,0,2013-11-05 00:00:00
3897,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,952,255, ,A3,149 NEVADA AVENUE                        ,            ,10306,1,0,1,12500,2993,1970,1,A3,475000,2013-11-17 00:00:00
3898,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4302,39, ,A1,31 GRACE ROAD                            ,            ,10306,1,0,1,7681,2300,1925,1,A1,555000,2013-06-18 00:00:00
3899,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4305,12, ,A1,55 DOROTHEA PLACE                        ,            ,10306,1,0,1,4200,2132,1965,1,A1,0,2013-04-02 00:00:00
3900,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4306,15, ,A1,29 PROSPECT PLACE                        ,            ,10306,1,0,1,5000,1988,1899,1,A1,0,2013-03-12 00:00:00
3901,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4308,17, ,A5,37 DALE AVENUE                           ,            ,10306,1,0,1,2500,1600,2000,1,A5,461500,2013-08-01 00:00:00
3902,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4308,25, ,A2,53 DALE AVENUE                           ,            ,10306,1,0,1,5000,1824,1950,1,A2,0,2013-10-10 00:00:00
3903,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4309,28, ,A5,57 BISHOP STREET                         ,            ,10306,1,0,1,2500,1356,1999,1,A5,440000,2013-06-06 00:00:00
3904,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4309,60, ,A1,110 DALE AVENUE                          ,            ,10306,1,0,1,3680,1204,1925,1,A1,0,2013-09-30 00:00:00
3905,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4309,60, ,A1,110 DALE AVENUE                          ,            ,10306,1,0,1,3680,1204,1925,1,A1,0,2013-04-03 00:00:00
3906,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4309,64, ,A1,106 DALE AVENUE                          ,            ,10306,1,0,1,5000,1296,1925,1,A1,0,2013-09-30 00:00:00
3907,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4309,64, ,A1,106 DALE AVENUE                          ,            ,10306,1,0,1,5000,1296,1925,1,A1,0,2013-04-03 00:00:00
3908,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4309,65, ,A1,102 DALE AVENUE                          ,            ,10306,1,0,1,5000,1384,1925,1,A1,0,2013-09-30 00:00:00
3909,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4309,65, ,A1,102 DALE AVENUE                          ,            ,10306,1,0,1,5000,1384,1925,1,A1,0,2013-04-03 00:00:00
3910,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4309,72, ,A1,92 DALE AVENUE                           ,            ,10306,1,0,1,5000,1228,1925,1,A1,455000,2013-12-20 00:00:00
3911,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4309,126, ,A5,2677 AMBOY ROAD                          ,            ,10306,1,0,1,1526,1728,1987,1,A5,1,2013-10-25 00:00:00
3912,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4309,127, ,A5,2679 AMBOY ROAD                          ,            ,10306,1,0,1,1963,1728,1987,1,A5,320000,2013-08-16 00:00:00
3913,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4311,22, ,A1,34 EBONY STREET                          ,            ,10306,1,0,1,4000,2158,1997,1,A1,655000,2013-06-27 00:00:00
3914,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4311,60, ,A5,57 DALTON AVENUE                         ,            ,10306,1,0,1,3000,1440,1970,1,A5,473000,2013-06-17 00:00:00
3915,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4316,93, ,A5,67 CRANFORD AVENUE                       ,            ,10306,1,0,1,2425,1800,1970,1,A5,0,2013-03-12 00:00:00
3916,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4336,45, ,A2,28 BELFAST AVENUE                        ,            ,10306,1,0,1,6000,735,1945,1,A2,0,2013-03-15 00:00:00
3917,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4340,18, ,A5,99 BELFAST AVENUE                        ,            ,10306,1,0,1,2426,1176,1960,1,A5,390000,2013-07-17 00:00:00
3918,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4340,72, ,A1,86 BISHOP STREET                         ,            ,10306,1,0,1,11600,1700,1920,1,A1,620000,2013-06-12 00:00:00
3919,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4342,4, ,A1,69 VINCENT AVENUE                        ,            ,10306,1,0,1,6000,2380,1960,1,A1,0,2013-09-06 00:00:00
3920,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4342,45, ,A5,116 BELFAST AVENUE                       ,            ,10306,1,0,1,2600,1360,1965,1,A5,425000,2013-08-06 00:00:00
3921,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4342,67, ,A5,74 BELFAST AVENUE                        ,            ,10306,1,0,1,2600,1360,1965,1,A5,0,2013-09-04 00:00:00
3922,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4343,40, ,A1,112 VINCENT AVENUE                       ,            ,10306,1,0,1,4000,2155,1956,1,A1,200000,2013-11-18 00:00:00
3923,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4343,51, ,A2,88 VINCENT AVENUE                        ,            ,10306,1,0,1,4000,1104,1960,1,A2,480000,2013-12-20 00:00:00
3924,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4344,2, ,A5,201 TYSENS LANE                          ,            ,10306,1,0,1,2433,1216,1960,1,A5,0,2013-12-23 00:00:00
3925,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4344,15, ,A5,171 TYSENS LANE                          ,            ,10306,1,0,1,2550,1216,1960,1,A5,0,2013-05-08 00:00:00
3926,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4349,12, ,A5,35 BARBARA STREET                        ,            ,10306,1,0,1,3536,1600,1965,1,A5,420000,2013-05-16 00:00:00
3927,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4359,46, ,A9,168 TYSENS LANE                          ,            ,10306,1,0,1,4186,1292,1960,1,A9,440000,2013-05-08 00:00:00
3928,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4363,75, ,A1,34 SHADOW LANE                           ,            ,10306,1,0,1,3945,1344,1965,1,A1,0,2013-04-30 00:00:00
3929,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4364,27, ,A5,12 EAST BROADWAY                         ,            ,10306,1,0,1,3724,1600,1960,1,A5,0,2013-04-17 00:00:00
3930,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4369,16, ,A5,56 BARBARA STREET                        ,            ,10306,1,0,1,2600,1296,1960,1,A5,375000,2013-12-16 00:00:00
3931,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4369,29, ,A5,32 BARBARA STREET                        ,            ,10306,1,0,1,2600,1296,1960,1,A5,445000,2013-11-25 00:00:00
3932,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4369,64, ,A5,78 SHADOW LANE                           ,            ,10306,1,0,1,2595,1440,1965,1,A5,0,2013-02-22 00:00:00
3933,5,NEW DORP-HEIGHTS         ,01  ONE FAMILY DWELLINGS                    ,1,4394,8, ,A1,57 CEDARVIEW AVENUE                      ,            ,10306,1,0,1,4000,1744,1940,1,A1,0,2013-01-30 00:00:00
3934,5,NEW DORP-HEIGHTS         ,02  TWO FAMILY DWELLINGS                    ,1,944,27, ,B2,34 WALDEN AVENUE                         ,            ,10306,2,0,2,11006,1656,1915,1,B2,0,2013-01-17 00:00:00
3935,5,NEW DORP-HEIGHTS         ,02  TWO FAMILY DWELLINGS                    ,1,4302,83, ,B9,3046 RICHMOND ROAD                       ,            ,10306,2,0,2,3248,2020,1995,1,B9,0,2013-11-22 00:00:00
3936,5,NEW DORP-HEIGHTS         ,02  TWO FAMILY DWELLINGS                    ,1,4306,6, ,B2,11 PROSPECT PLACE                        ,            ,10306,2,0,2,5000,2161,1910,1,B2,0,2013-08-21 00:00:00
3937,5,NEW DORP-HEIGHTS         ,02  TWO FAMILY DWELLINGS                    ,1,4309,73, ,B9,84 DALE AVENUE                           ,            ,10306,2,0,2,7500,2512,1925,1,B9,0,2013-03-13 00:00:00
3938,5,NEW DORP-HEIGHTS         ,02  TWO FAMILY DWELLINGS                    ,1,4316,81, ,B2,93 CRANFORD AVENUE                       ,            ,10306,2,0,2,4240,2880,1970,1,B2,0,2013-07-01 00:00:00
3939,5,NEW DORP-HEIGHTS         ,02  TWO FAMILY DWELLINGS                    ,1,4362,108, ,B3,111 PARK STREET                          ,            ,10306,2,0,2,3840,2300,1965,1,B3,570000,2013-12-30 00:00:00
3940,5,NEW DORP-HEIGHTS         ,02  TWO FAMILY DWELLINGS                    ,1,4370,88, ,B2,47 WOLVERINE STREET                      ,            ,10306,2,0,2,4000,2200,1970,1,B2,605000,2013-06-14 00:00:00
3941,5,NEW DORP-HEIGHTS         ,02  TWO FAMILY DWELLINGS                    ,1,4371,36, ,B2,46 WOLVERINE STREET                      ,            ,10306,2,0,2,4000,2040,1970,1,B2,630000,2013-04-30 00:00:00
3942,5,NEW DORP-HEIGHTS         ,02  TWO FAMILY DWELLINGS                    ,1,4394,60, ,B2,34 THOMAS STREET                         ,            ,10306,2,0,2,4500,2338,1960,1,B2,0,2013-03-14 00:00:00
3943,5,NEW DORP-HEIGHTS         ,02  TWO FAMILY DWELLINGS                    ,1,4394,87, ,B9,2993 AMBOY ROAD                          ,            ,10306,2,0,2,4000,2214,1960,1,B9,0,2013-03-14 00:00:00
3944,5,NEW DORP-HEIGHTS         ,04  TAX CLASS 1 CONDOS                      ,1A,942,1002, ,R3,2437 RICHMOND ROAD                       ,2,10306,1,0,1,0,0,2004,1,R3,0,2013-03-12 00:00:00
3945,5,NEW DORP-HEIGHTS         ,05  TAX CLASS 1 VACANT LAND                 ,1B,950,95, ,V0,ENFIELD PLACE                            ,            ,10306,0,0,0,25112,0,0,1,V0,5000000,2013-11-25 00:00:00
3946,5,NEW DORP-HEIGHTS         ,05  TAX CLASS 1 VACANT LAND                 ,1B,950,161, ,V0,N/A DI MARCO PLACE                       ,            ,10306,0,0,0,23782,0,0,1,V0,0,2013-11-25 00:00:00
3947,5,NEW DORP-HEIGHTS         ,05  TAX CLASS 1 VACANT LAND                 ,1B,950,266, ,V0,N/A ENFIELD PLACE                        ,            ,10306,0,0,0,47659,0,0,1,V0,0,2013-11-25 00:00:00
3948,5,NEW DORP-HEIGHTS         ,05  TAX CLASS 1 VACANT LAND                 ,1,951,13, ,A3,34 ELVIRA COURT                          ,            ,10306,1,0,1,5423,3482,2013,1,V0,867850,2013-06-05 00:00:00
