,"STATEN ISLAND ANNUALIZE SALES FOR 2013.  (All Sales From  Jan 1, 2013 - Dec 31, 2013.)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2014  Coop Sales Files as of 4/8/2014,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name and Descriptive Data is as of 4/13/2014,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
4,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5395,4, ,A1,26 EDWIN STREET                          ,            ,10312,1,0,1,7654,2277,1980,1,A1,775000,2013-08-26 00:00:00
5,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5399,26, ,A1,235 KOCH BOULEVARD                       ,            ,10312,1,0,1,9555,1528,1960,1,A1,630000,2013-10-23 00:00:00
6,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5401,10, ,A2,16 JANSEN STREET                         ,            ,10312,1,0,1,10800,2015,1980,1,A2,705000,2013-02-08 00:00:00
7,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5405,1, ,A2,355 HAROLD AVENUE                        ,            ,10312,1,0,1,9167,1123,1948,1,A2,0,2013-10-30 00:00:00
8,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5406,38, ,A1,117 ELMBANK STREET                       ,            ,10312,1,0,1,2500,1700,1999,1,A1,470000,2013-10-24 00:00:00
9,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5406,38, ,A1,117 ELMBANK STREET                       ,            ,10312,1,0,1,2500,1700,1999,1,A1,470000,2013-10-24 00:00:00
10,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5407,39, ,A2,193 BATHGATE STREET                      ,            ,10312,1,0,1,5000,808,1920,1,A2,0,2013-12-04 00:00:00
11,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5425,39, ,A1,23 SANDGAP STREET                        ,            ,10312,1,0,1,2700,684,1950,1,A1,395000,2013-10-09 00:00:00
12,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5425,39, ,A1,23 SANDGAP STREET                        ,            ,10312,1,0,1,2700,684,1950,1,A1,200500,2013-05-13 00:00:00
13,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5426,38, ,A1,25 OCEAN DRIVEWAY                        ,            ,10312,1,0,1,7440,3176,2001,1,A1,0,2013-07-18 00:00:00
14,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,16, ,A5,93 EAGAN AVENUE                          ,            ,10312,1,0,1,1546,1579,1986,1,A5,348000,2013-06-20 00:00:00
15,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,29, ,A5,69 EAGAN AVENUE                          ,            ,10312,1,0,1,1546,1579,1986,1,A5,285000,2013-11-08 00:00:00
16,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,46, ,A5,58 SEGUINE PLACE                         ,            ,10312,1,0,1,2243,1373,1986,1,A5,0,2013-12-18 00:00:00
17,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,54, ,A5,40 SEGUINE PLACE                         ,            ,10312,1,0,1,2023,1068,1986,1,A5,0,2013-10-22 00:00:00
18,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,54, ,A5,40 SEGUINE PLACE                         ,            ,10312,1,0,1,2023,1068,1986,1,A5,0,2013-10-22 00:00:00
19,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,55, ,A5,36 SEGUINE PLACE                         ,            ,10312,1,0,1,1471,1068,1986,1,A5,0,2013-02-15 00:00:00
20,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,67, ,A5,22 SEGUINE PLACE                         ,            ,10312,1,0,1,1471,1068,1986,1,A5,0,2013-06-21 00:00:00
21,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6211,20, ,A5,9 EAGAN AVENUE                           ,            ,10312,1,0,1,1508,1521,1986,1,A5,358000,2013-06-17 00:00:00
22,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6211,34, ,A5,100 SEGUINE PLACE                        ,            ,10312,1,0,1,1550,1521,1986,1,A5,333000,2013-10-07 00:00:00
23,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6212,44, ,A5,50 LUCY LOOP                             ,            ,10312,1,0,1,2700,2200,2000,1,A5,0,2013-02-04 00:00:00
24,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6215,39, ,A2,130 FABIAN STREET                        ,            ,10312,1,0,1,10000,1464,1955,1,A2,580000,2013-11-20 00:00:00
25,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6216,11, ,A1,25 FABIAN STREET                         ,            ,10312,1,0,1,10000,2488,1970,1,A1,0,2013-12-16 00:00:00
26,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6216,18, ,A1,120 SNEDEN AVENUE                        ,            ,10312,1,0,1,8400,1189,1925,1,A1,0,2013-11-19 00:00:00
27,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6216,32, ,A1,8 EAGAN AVENUE                           ,            ,10312,1,0,1,2500,1630,2005,1,A1,0,2013-01-30 00:00:00
28,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6216,33, ,A5,10 EAGAN AVENUE                          ,            ,10312,1,0,1,2333,1515,1994,1,A5,355000,2013-12-19 00:00:00
29,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6219,16, ,A5,94 LORRAINE AVENUE                       ,            ,10312,1,0,1,1650,2285,2004,1,A5,400000,2013-05-06 00:00:00
30,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,30, ,A5,18 LORRAINE AVENUE                       ,            ,10312,1,0,1,16541,1816,2002,1,A5,440000,2013-05-15 00:00:00
31,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,57, ,A5,28 ENDVIEW STREET                        ,            ,10312,1,0,1,2678,1816,2003,1,A5,0,2013-04-22 00:00:00
32,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,61, ,A5,36 ENDVIEW STREET                        ,            ,10312,1,0,1,1648,1816,2003,1,A5,360000,2013-09-11 00:00:00
33,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6221,13, ,A1,1004 ARDEN AVENUE                        ,            ,10312,1,0,1,3675,770,1925,1,A1,325000,2013-12-13 00:00:00
34,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6222,45, ,A5,33 LORRAINE AVENUE                       ,            ,10312,1,0,1,2400,2100,2004,1,A5,0,2013-05-14 00:00:00
35,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,49, ,A1,790 ANNADALE ROAD                        ,            ,10312,1,0,1,3720,960,1925,1,A1,0,2013-12-05 00:00:00
36,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,123, ,A2,961 CARLTON BOULEVARD                    ,            ,10312,1,0,1,9180,900,1960,1,A2,225000,2013-12-30 00:00:00
37,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,31, ,A1,150 DETROIT AVE                          ,            ,10312,1,0,1,4000,2196,2012,1,A1,722957,2013-05-23 00:00:00
38,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,33, ,A2,146 DETROIT AVENUE                       ,            ,10312,1,0,1,4000,1848,1965,1,A2,0,2013-05-01 00:00:00
39,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,60, ,A1,924 CARLTON BOULEVARD                    ,            ,10312,1,0,1,4000,1613,1910,1,A1,636250,2013-11-25 00:00:00
40,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6230,39, ,A2,620 DRUMGOOLE ROAD EAST                  ,            ,10312,1,0,1,4000,768,1930,1,A2,125000,2013-10-29 00:00:00
41,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6230,39, ,A2,620 DRUMGOOLE ROAD EAST                  ,            ,10312,1,0,1,4000,768,1930,1,A2,0,2013-02-18 00:00:00
42,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6232,72, ,A2,994 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,3600,984,1960,1,A2,0,2013-03-18 00:00:00
43,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6233,7, ,A3,295 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,4000,2900,1990,1,A3,325000,2013-09-09 00:00:00
44,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6233,62, ,A2,147 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,1092,1960,1,A2,458000,2013-12-13 00:00:00
45,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6234,7, ,A1,329 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,4000,2178,1965,1,A1,655000,2013-02-28 00:00:00
46,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6235,21, ,A1,146 SINCLAIR AVENUE                      ,            ,10312,1,0,1,8000,2240,1964,1,A1,605000,2013-08-19 00:00:00
47,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6235,29, ,A2,128 SINCLAIR AVENUE                      ,            ,10312,1,0,1,8000,1269,1958,1,A2,10,2013-08-29 00:00:00
48,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6236,41, ,A1,516 ARDEN AVENUE                         ,            ,10312,1,0,1,6000,1306,1935,1,A1,0,2013-03-05 00:00:00
49,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6236,72, ,A2,153 SINCLAIR AVENUE                      ,            ,10312,1,0,1,10000,3280,1975,1,A2,0,2013-02-07 00:00:00
50,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6236,72, ,A2,153 SINCLAIR AVENUE                      ,            ,10312,1,0,1,10000,3280,1975,1,A2,0,2013-02-07 00:00:00
51,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1B,6237,15, ,V0,228 VINELAND AVENUE                      ,            ,10312,1,0,1,7000,0,1950,1,A2,1100000,2013-09-30 00:00:00
52,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6239,67, ,A1,225 CROWN AVENUE                         ,            ,10312,1,0,1,9600,3680,1980,1,A1,915000,2013-05-31 00:00:00
53,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6242,70, ,A1,27 SUMMIT PLACE                          ,            ,10312,1,0,1,8250,2560,1975,1,A1,462500,2013-05-16 00:00:00
54,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6243,45, ,A3,124 BARCLAY AVENUE                       ,            ,10312,1,0,1,5000,3156,2012,1,A3,790000,2013-10-07 00:00:00
55,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,1, ,A2,4969 AMBOY ROAD                          ,            ,10312,1,0,1,7695,1300,1960,1,A2,325000,2013-06-27 00:00:00
56,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,25, ,A1,1052 ANNADALE ROAD                       ,            ,10312,1,0,1,4386,2300,2011,1,A1,507000,2013-04-17 00:00:00
57,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,25, ,A1,1052 ANNADALE ROAD                       ,            ,10312,1,0,1,4386,2300,2011,1,A1,0,2013-02-13 00:00:00
58,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,26, ,A1,1054 ANNADALE ROAD                       ,            ,10312,1,0,1,4201,2300,2011,1,A1,499902,2013-07-26 00:00:00
59,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1B,6249,33, ,V0,1042 ANNADALE ROAD                       ,            ,10312,1,0,1,4083,0,1925,1,A1,629111,2013-05-07 00:00:00
60,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1B,6249,38, ,V0,1040 ANNADALE ROAD                       ,            ,10312,1,0,1,7198,0,1925,1,A1,570189,2013-05-07 00:00:00
61,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,163, ,A1,39 ELY AVENUE                            ,            ,10312,1,0,1,4452,1768,1965,1,A1,500000,2013-01-28 00:00:00
62,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,215, ,A1,1002 ANNADALE ROAD                       ,            ,10312,1,0,1,4980,2208,2012,1,A1,595676,2013-05-31 00:00:00
63,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,239, ,A2,116 NORTH PINE TERRACE                   ,            ,10312,1,0,1,4000,2008,1965,1,A2,0,2013-08-07 00:00:00
64,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,239, ,A2,116 NORTH PINE TERRACE                   ,            ,10312,1,0,1,4000,2008,1965,1,A2,0,2013-07-21 00:00:00
65,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,268, ,A2,145 NORTH PINE TERRACE                   ,            ,10312,1,0,1,7920,1912,1965,1,A2,525000,2013-08-01 00:00:00
66,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,421, ,A1,908 ANNADALE ROAD                        ,            ,10312,1,0,1,3795,1900,1950,1,A1,460000,2013-10-15 00:00:00
67,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6259,40, ,A2,100 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,4000,1300,1955,1,A2,485000,2013-05-23 00:00:00
68,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6260,14, ,A2,242 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,1092,1955,1,A2,0,2013-01-31 00:00:00
69,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6260,22, ,A1,220 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,5200,2396,1925,1,A1,0,2013-10-21 00:00:00
70,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6261,59, ,A2,237 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,1150,1925,1,A2,375000,2013-09-17 00:00:00
71,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6266,27, ,A1,278 SHELDON AVENUE                       ,            ,10312,1,0,1,4000,1494,1930,1,A1,465000,2013-05-15 00:00:00
72,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6267,38, ,A3,346 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,6000,4160,2011,1,A3,865000,2013-05-23 00:00:00
73,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6267,66, ,A1,309 SHELDON AVENUE                       ,            ,10312,1,0,1,3800,3175,2000,1,A1,690000,2013-09-23 00:00:00
74,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6271,15, ,A1,472 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,3840,1968,1940,1,A1,540000,2013-01-14 00:00:00
75,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6279,168, ,A1,158 NORTH RAILROAD ST                    ,            ,10312,1,0,1,6000,2138,1975,1,A1,0,2013-11-18 00:00:00
76,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6279,174, ,A1,134 ALBEE AVENUE                         ,            ,10312,1,0,1,5100,2093,1975,1,A1,558500,2013-07-30 00:00:00
77,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6280,35, ,A2,157 NORTH RAILROAD ST                    ,            ,10312,1,0,1,4080,1596,1955,1,A2,481500,2013-12-18 00:00:00
78,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6280,35, ,A2,157 NORTH RAILROAD ST                    ,            ,10312,1,0,1,4080,1596,1955,1,A2,0,2013-01-16 00:00:00
79,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6280,64, ,A1,15 IDA COURT                             ,            ,10312,1,0,1,4050,1995,1973,1,A1,520000,2013-10-07 00:00:00
80,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6283,31, ,A1,337 IONIA AVENUE                         ,            ,10312,1,0,1,5700,2420,1985,1,A1,0,2013-08-20 00:00:00
81,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6297,61, ,A2,491 IONIA AVENUE                         ,            ,10312,1,0,1,4000,1968,1970,1,A2,0,2013-07-23 00:00:00
82,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6299,31, ,A1,162 HEENAN AVENUE                        ,            ,10312,1,0,1,4000,3025,1999,1,A1,630000,2013-07-01 00:00:00
83,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6299,42, ,A1,77 RAMONA AVENUE                         ,            ,10312,1,0,1,4000,2669,1974,1,A1,715000,2013-02-15 00:00:00
84,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6303,4, ,A1,394 STAFFORD AVENUE                      ,            ,10312,1,0,1,12000,2520,1980,1,A1,0,2013-04-30 00:00:00
85,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6361,3, ,A1,247 KINGHORN STREET                      ,            ,10312,1,0,1,7000,4550,1987,1,A1,745000,2013-12-23 00:00:00
86,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6363,18, ,A1,310 SHIRLEY AVENUE                       ,            ,10312,1,0,1,4000,3060,2003,1,A1,735000,2013-11-07 00:00:00
87,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6371,70, ,A1,155 WEAVER STREET                        ,            ,10312,1,0,1,8000,3064,1970,1,A1,755000,2013-12-23 00:00:00
88,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,38, ,S1,4840 AMBOY ROAD                          ,            ,10312,1,1,2,15000,2000,1980,1,S1,0,2013-09-18 00:00:00
89,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,145, ,A2,1 WINSLOW PLACE                          ,            ,10312,1,0,1,17292,925,1900,1,A2,0,2013-09-18 00:00:00
90,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6377,27, ,A1,122 EYLANDT STREET                       ,            ,10312,1,0,1,8000,3040,1987,1,A1,875000,2013-01-18 00:00:00
91,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6382,69, ,A1,145 TALLMAN STREET                       ,            ,10312,1,0,1,8000,2800,1983,1,A1,672000,2013-07-10 00:00:00
92,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6396,27, ,A1,105 ALLEN PLACE                          ,            ,10312,1,0,1,2000,924,1935,1,A1,180000,2013-11-07 00:00:00
93,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6399,12, ,A2,86 ALLEN PLACE                           ,            ,10312,1,0,1,5600,1104,1930,1,A2,220000,2013-02-27 00:00:00
94,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6400,10, ,A2,432 LIPSETT AVENUE                       ,            ,10312,1,0,1,13416,832,1940,1,A2,270000,2013-11-26 00:00:00
95,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6401,31, ,A1,15 ALLEN PLACE                           ,            ,10312,1,0,1,8000,2560,1950,1,A1,740000,2013-09-24 00:00:00
96,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6401,49, ,A1,596 BARCLAY AVENUE                       ,            ,10312,1,0,1,4003,2900,1996,1,A1,580000,2013-12-12 00:00:00
97,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6403,22, ,A1,373 KINGHORN STREET                      ,            ,10312,1,0,1,4000,2160,1935,1,A1,0,2013-10-30 00:00:00
98,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6406,37, ,A1,290 NOEL STREET                          ,            ,10312,1,0,1,8374,3686,1986,1,A1,945000,2013-11-15 00:00:00
99,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6424,29, ,A1,262 BARCLAY AVENUE                       ,            ,10312,1,0,1,6000,2100,1975,1,A1,0,2013-09-24 00:00:00
100,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6460,7, ,A1,28 ALLEGRO STREET                        ,            ,10312,1,0,1,4980,3316,1998,1,A1,0,2013-02-28 00:00:00
101,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6469,105, ,A2,94 POILLON AVENUE                        ,            ,10312,1,0,1,13747,1280,1960,1,A2,490000,2013-05-31 00:00:00
102,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6474,26, ,A1,27 PHILIP AVENUE                         ,            ,10312,1,0,1,4000,3528,1994,1,A1,700000,2013-09-17 00:00:00
103,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6475,521, ,A5,353 ARBUTUS AVENUE                       ,            ,10312,1,0,1,2285,1922,2011,1,A5,469000,2013-01-24 00:00:00
104,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6475,523, ,A5,349 ARBUTUS AVENUE                       ,            ,10312,1,0,1,1547,1939,2011,1,A5,436020,2013-10-09 00:00:00
105,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6475,524, ,A5,347 ARBUTUS AVENUE                       ,            ,10312,1,0,1,1546,1939,2011,1,A5,461370,2013-08-20 00:00:00
106,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6475,526, ,A5,345 ARBUTUS AVENUE                       ,            ,10312,1,0,1,1540,1939,2011,1,A5,433485,2013-12-13 00:00:00
107,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6475,531, ,A5,5196 HYLAN BOULEVARD                     ,            ,10312,1,0,1,1722,2646,2011,1,A5,440684,2013-11-13 00:00:00
108,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6517,41, ,A3,40 ARBUTUS WAY                           ,            ,10312,1,0,1,17275,4821,1986,1,A9,845000,2013-06-18 00:00:00
109,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6517,43, ,A1,50 ARBUTUS WAY                           ,            ,10312,1,0,1,17400,4860,1985,1,A1,1150000,2013-08-06 00:00:00
110,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,5407,15, ,B2,96 ELMBANK STREET                        ,            ,10312,2,0,2,5000,3600,2001,1,B2,698000,2013-05-09 00:00:00
111,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,5425,9, ,B2,4678 HYLAN BOULEVARD                     ,            ,10312,2,0,2,5742,1906,1982,1,B2,0,2013-11-07 00:00:00
112,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6205,129, ,B2,10 MAY PLACE                             ,            ,10312,2,0,2,6400,2850,1985,1,B2,680000,2013-07-18 00:00:00
113,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6209,4, ,B2,180 SNEDEN AVENUE                        ,            ,10312,2,0,2,2600,2092,2005,1,B2,0,2013-07-26 00:00:00
114,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6209,17, ,B2,208 SNEDEN AVENUE                        ,            ,10312,2,0,2,1950,2092,2006,1,B2,159000,2013-08-14 00:00:00
115,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6209,81, ,B9,165 MOSELY AVENUE                        ,            ,10312,2,0,2,3250,2008,1986,1,B9,0,2013-07-02 00:00:00
116,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6212,16, ,B2,68 JEANNETTE AVENUE                      ,            ,10312,2,0,2,4000,2400,2007,1,B2,0,2013-07-21 00:00:00
117,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6212,81, ,B2,1076 ARDEN AVENUE                        ,            ,10312,2,0,2,4200,2807,2012,1,B2,672045,2013-10-02 00:00:00
118,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6215,12, ,B2,165 BARCLAY AVENUE                       ,            ,10312,2,0,2,4000,2870,2012,1,B2,743322,2013-07-30 00:00:00
119,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6221,140, ,B9,14 RALPH AVENUE                          ,            ,10312,2,0,2,2400,2230,2004,1,B9,487500,2013-06-11 00:00:00
120,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6227,67, ,B2,936 CARLTON BOULEVARD                    ,            ,10312,2,0,2,4000,3140,2004,1,B2,700000,2013-07-24 00:00:00
121,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6229,50, ,B2,135 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,8000,4910,2002,1,B2,0,2013-10-25 00:00:00
122,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6233,39, ,B2,184 RENSSELAER AVENUE                    ,            ,10312,2,0,2,4000,3100,1996,1,B2,705000,2013-08-26 00:00:00
123,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6234,28, ,B2,206 SHELDON AVENUE                       ,            ,10312,2,0,2,4000,2560,1998,1,B2,0,2013-09-05 00:00:00
124,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6234,66, ,B2,205 RENSSELAER AVENUE                    ,            ,10312,2,0,2,4000,3100,1998,1,B2,635000,2013-12-11 00:00:00
125,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6239,34, ,B2,652 WOODROW ROAD                         ,            ,10312,2,0,2,6200,2604,1980,1,B2,200000,2013-07-23 00:00:00
126,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6240,75, ,B2,7 ROGERS PL                              ,            ,10312,2,0,2,58154,2800,2005,1,B2,0,2013-03-13 00:00:00
127,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6242,6, ,B2,14 MOSELY AVENUE                         ,            ,10312,2,0,2,5500,3480,1995,1,B2,10,2013-04-18 00:00:00
128,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6242,14, ,B2,26 MOSELY AVENUE                         ,            ,10312,2,0,2,5500,3100,1991,1,B2,695000,2013-12-20 00:00:00
129,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6249,606, ,B2,82 BENNETT AVENUE                        ,            ,10312,2,0,2,3911,2292,2011,1,B2,0,2013-05-01 00:00:00
