,Staten Island All Sales For 2009 (January 2009 - December 2009),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
12,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6205,23, ,A5,81 EAGAN AVENUE                          ,            ,10312,1,0,1,1546,1579,1986,1,A5,40000,2009-08-17 00:00:00
13,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6205,54, ,A5,40 SEGUINE PLACE                         ,            ,10312,1,0,1,2023,1068,1986,1,A5,0,2009-06-18 00:00:00
14,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6205,126, ,A5,20 MAY PLACE                             ,            ,10312,1,0,1,2475,2495,1986,1,A5,0,2009-10-21 00:00:00
15,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6212,47, ,A5,42 LUCY LOOP                             ,            ,10312,1,0,1,2700,2200,2000,1,A5,455000,2009-08-21 00:00:00
16,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6219,21, ,A5,55 ENDVIEW STREET                        ,            ,10312,1,0,1,1759,2285,2004,1,A5,0,2009-07-15 00:00:00
17,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6219,23, ,A5,51 ENDVIEW STREET                        ,            ,10312,1,0,1,1567,2285,2004,1,A5,445000,2009-11-13 00:00:00
18,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6220,4, ,A5,67 BARB STREET                           ,            ,10312,1,0,1,1585,1661,2004,1,A5,424000,2009-08-27 00:00:00
19,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6226,136, ,A1,941 CARLTON BOULEVARD                    ,            ,10312,1,0,1,4785,944,1910,1,A1,0,2009-03-24 00:00:00
20,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6228,17, ,A1,174 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,1140,1925,1,A1,0,2009-06-29 00:00:00
21,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6228,25, ,A0,158 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,938,1950,1,A0,335000,2009-03-16 00:00:00
22,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6228,67, ,A1,159 DETROIT AVENUE                       ,            ,10312,1,0,1,4000,1584,1940,1,A1,0,2009-03-16 00:00:00
23,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6232,62, ,A2,974 DRUMGOOLE ROAD WEST                  ,            ,10312,1,0,1,3590,984,1960,1,A2,399400,2009-10-15 00:00:00
24,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6233,64, ,A2,151 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,1092,1960,1,A2,0,2009-09-19 00:00:00
25,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6234,45, ,A2,578 ARDEN AVENUE                         ,            ,10312,1,0,1,4200,1290,1935,1,A2,403000,2009-07-20 00:00:00
26,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6236,10, ,A5,385 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,3000,2575,2000,1,A5,0,2009-11-13 00:00:00
27,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6236,72, ,A2,153 SINCLAIR AVENUE                      ,            ,10312,1,0,1,10000,3280,1975,1,A2,0,2009-12-31 00:00:00
28,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6238,27, ,A1,234 CROWN AVENUE                         ,            ,10312,1,0,1,4000,2120,1975,1,A1,575000,2009-08-06 00:00:00
29,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6240,49, ,A1,4905 AMBOY ROAD                          ,            ,10312,1,0,1,6850,1300,1940,1,A1,0,2009-10-08 00:00:00
30,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6240,49, ,A1,4905 AMBOY ROAD                          ,            ,10312,1,0,1,6850,1300,1940,1,A1,436000,2009-01-22 00:00:00
31,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6243,40, ,A1,112 BARCLAY AVENUE                       ,            ,10312,1,0,1,6000,2147,1950,1,A2,0,2009-03-11 00:00:00
32,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,4, ,A2,4975 AMBOY ROAD                          ,            ,10312,1,0,1,6030,1431,1960,1,A2,385000,2009-10-05 00:00:00
33,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,21, ,A2,5005 AMBOY ROAD                          ,            ,10312,1,0,1,12150,1390,1960,1,A2,0,2009-04-01 00:00:00
34,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,21, ,A2,5005 AMBOY ROAD                          ,            ,10312,1,0,1,12150,1390,1960,1,A2,0,2009-03-31 00:00:00
35,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,154, ,A2,40 HILLIS STREET                         ,            ,10312,1,0,1,6540,1608,1970,1,A2,0,2009-06-09 00:00:00
36,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6245,233, ,A2,18 PINE TERRACE                          ,            ,10312,1,0,1,4500,1512,1960,1,A2,0,2009-11-27 00:00:00
37,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,145, ,A1,22 ELY AVENUE                            ,            ,10312,1,0,1,5203,2400,1965,1,A1,565000,2009-01-12 00:00:00
38,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,147, ,A1,18 ELY AVENUE                            ,            ,10312,1,0,1,4240,2400,1965,1,A1,500000,2009-08-31 00:00:00
39,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,174, ,A1,59 ELY COURT                             ,            ,10312,1,0,1,14218,3588,1994,1,A1,790000,2009-08-17 00:00:00
40,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,290, ,A2,960 ANNADALE ROAD                        ,            ,10312,1,0,1,4928,1912,1965,1,A2,0,2009-10-29 00:00:00
41,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,518, ,A1,20 EAST TENAFLY AVENUE                   ,            ,10312,1,0,1,3854,1638,1975,1,A1,0,2009-10-09 00:00:00
42,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,604, ,B2,80 BENNETT AVENUE                        ,            ,10312,2,0,2,3912,2170,2010,1,A1,0,2009-10-07 00:00:00
43,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6249,604, ,B2,80 BENNETT AVENUE                        ,            ,10312,2,0,2,3912,2170,2010,1,A1,0,2009-08-31 00:00:00
44,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1B,6257,15, ,V0,22 JEFFERSON BOULEVARD                   ,            ,10312,0,0,0,4800,0,0,1,A1,600000,2009-03-11 00:00:00
45,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6257,17, ,S1,18 JEFFERSON BOULEVARD                   ,            ,10312,1,1,2,2400,1680,1925,1,S1,445000,2009-03-26 00:00:00
46,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6260,8, ,A1,254 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,8000,2399,2010,1,A1,700000,2009-05-14 00:00:00
47,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6260,68, ,A1,259 DETROIT AVENUE                       ,            ,10312,1,0,1,4000,3005,1990,1,A1,255000,2009-05-01 00:00:00
48,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6268,51, ,A1,195 SINCLAIR AVENUE                      ,            ,10312,1,0,1,4000,2600,1998,1,A1,650000,2009-06-29 00:00:00
49,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6272,13, ,B2,25 HOLCOMB AVENUE                        ,            ,10312,2,0,2,8000,2386,1975,1,A2,300000,2009-04-16 00:00:00
50,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6279,174, ,A1,134 ALBEE AVENUE                         ,            ,10312,1,0,1,5100,2093,1975,1,A1,586000,2009-02-18 00:00:00
51,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6296,46, ,A1,501 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,6765,2325,1991,1,A1,530000,2009-07-24 00:00:00
52,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6297,49, ,A2,467 IONIA AVENUE                         ,            ,10312,1,0,1,4000,1125,1970,1,A2,420000,2009-11-09 00:00:00
53,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6297,68, ,A2,293 DELMAR AVENUE                        ,            ,10312,1,0,1,4000,1269,1955,1,A2,425000,2009-02-24 00:00:00
54,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6298,13, ,A2,100 RAMONA AVENUE                        ,            ,10312,1,0,1,4000,1890,1975,1,A2,463000,2009-04-23 00:00:00
55,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6299,28, ,A2,156 HEENAN AVENUE                        ,            ,10312,1,0,1,6000,1968,1975,1,A2,527000,2009-11-09 00:00:00
56,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6300,63, ,A1,441 RATHBUN AVENUE                       ,            ,10312,1,0,1,4000,2083,1970,1,A1,464000,2009-08-26 00:00:00
57,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6301,68, ,A1,195 DELMAR AVENUE                        ,            ,10312,1,0,1,6000,1968,1970,1,A1,575000,2009-02-25 00:00:00
58,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6304,19, ,A1,394 VINELAND AVENUE                      ,            ,10312,1,0,1,8500,4200,1992,1,A3,800000,2009-02-17 00:00:00
59,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6305,145, ,A1,406 CROWN AVENUE                         ,            ,10312,1,0,1,10000,3120,1985,1,A1,0,2009-06-18 00:00:00
60,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6320,28, ,A1,145 DOWNES AVENUE                        ,            ,10312,1,0,1,4000,3521,1965,1,A1,490000,2009-04-07 00:00:00
61,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6320,67, ,A2,70 BUFFINGTON AVENUE                     ,            ,10312,1,0,1,4000,1125,1965,1,A2,0,2009-01-31 00:00:00
62,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6321,45, ,A1,5245 AMBOY ROAD                          ,            ,10312,1,0,1,4100,1460,1925,1,A1,0,2009-05-23 00:00:00
63,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6323,19, ,A1,5175 AMBOY ROAD                          ,            ,10312,1,0,1,6256,1934,1920,1,A1,208000,2009-06-16 00:00:00
64,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6356,1, ,S1,4727 HYLAN BOULEVARD                     ,            ,10312,1,1,2,5880,2400,1931,1,S1,0,2009-05-18 00:00:00
65,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6357,40, ,A1,24 BENNETT PLACE                         ,            ,10312,1,0,1,12000,7620,1985,1,A1,0,2009-12-03 00:00:00
66,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6361,67, ,A1,170 NOEL STREET                          ,            ,10312,1,0,1,12880,3784,1980,1,A1,850000,2009-01-29 00:00:00
67,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6364,5, ,A1,565 BARCLAY AVENUE                       ,            ,10312,1,0,1,7000,3774,1975,1,A1,0,2009-03-23 00:00:00
68,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6364,20, ,A1,230 NOEL STREET                          ,            ,10312,1,0,1,5100,5995,1980,1,A1,0,2009-09-14 00:00:00
69,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6368,49, ,A1,77 WEAVER STREET                         ,            ,10312,1,0,1,6000,2467,1975,1,A1,0,2009-10-15 00:00:00
70,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6370,12, ,A1,158 WEAVER STREET                        ,            ,10312,1,0,1,6000,3087,1975,1,A1,34000,2009-09-21 00:00:00
71,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6377,1, ,A1,159 SANDBORN STREET                      ,            ,10312,1,0,1,6300,3150,1980,1,A1,0,2009-11-18 00:00:00
72,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6378,27, ,A1,118 TALLMAN STREET                       ,            ,10312,1,0,1,4000,2392,1975,1,A1,585000,2009-02-03 00:00:00
73,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6401,57, ,A1,610 BARCLAY AVENUE                       ,            ,10312,1,0,1,5000,3580,1999,1,A1,775000,2009-12-22 00:00:00
74,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6403,3, ,A1,562 BARCLAY AVENUE                       ,            ,10312,1,0,1,4000,3000,2001,1,A1,715000,2009-12-11 00:00:00
75,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6403,5, ,A1,566 BARCLAY AVENUE                       ,            ,10312,1,0,1,4000,3000,2001,1,A1,0,2009-08-24 00:00:00
76,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6406,1, ,A1,262 NOEL STREET                          ,            ,10312,1,0,1,4500,2000,2001,1,A1,0,2009-10-22 00:00:00
77,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6429,90, ,A3,25 BLUE HERON COURT                      ,            ,10312,1,0,1,12695,5845,2000,1,A3,0,2009-02-04 00:00:00
78,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1B,6431,1, ,V0,54 DISCALA LANE                          ,            ,10312,0,0,0,1265461,0,0,1,A3,0,2009-04-20 00:00:00
79,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1B,6431,1, ,V0,1 SPANISH LANE                           ,            ,10312,0,0,0,1265461,0,0,1,A3,0,2009-03-11 00:00:00
80,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6441,102, ,A1,12 DOLE STREET                           ,            ,10312,1,0,1,4400,2529,1935,1,A1,395000,2009-09-22 00:00:00
81,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6441,102, ,A1,12 DOLE STREET                           ,            ,10312,1,0,1,4400,2529,1935,1,A1,0,2009-09-22 00:00:00
82,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6441,121, ,A1,30 DOLE STREET                           ,            ,10312,1,0,1,6285,1887,1944,1,A1,379000,2009-09-01 00:00:00
83,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6442,18, ,A1,289 POILLON AVENUE                       ,            ,10312,1,0,1,15200,2484,1940,1,A1,0,2009-05-06 00:00:00
84,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6452,4, ,A6,38 ZEPHYR AVENUE                         ,            ,10312,1,0,1,3822,616,1940,1,A6,0,2009-03-19 00:00:00
85,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6453,8, ,A1,430 POILLON AVENUE                       ,            ,10312,1,0,1,5546,4231,1997,1,A1,0,2009-01-12 00:00:00
86,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,230, ,A3,30 NICOLOSI DRIVE                        ,            ,10312,1,0,1,23433,5400,1990,1,A3,1500000,2009-11-24 00:00:00
87,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,265, ,A3,6 NICOLOSI LOOP                          ,            ,10312,1,0,1,11100,7296,1990,1,A3,0,2009-06-10 00:00:00
88,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,265, ,A3,6 NICOLOSI LOOP                          ,            ,10312,1,0,1,11100,7296,1990,1,A3,0,2009-06-10 00:00:00
89,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6475,265, ,A3,6 NICOLOSI LOOP                          ,            ,10312,1,0,1,11100,7296,1990,1,A3,0,2009-05-29 00:00:00
90,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6499,65, ,A3,45 WENDY DRIVE                           ,            ,10312,1,0,1,14820,3966,1985,1,A9,700000,2009-09-02 00:00:00
91,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6499,69, ,A1,304 BERTRAM AVENUE                       ,            ,10312,1,0,1,14940,5204,1986,1,A1,1330000,2009-04-07 00:00:00
92,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6499,116, ,A1,44 WENDY DRIVE                           ,            ,10312,1,0,1,16000,3800,1985,1,A1,975000,2009-09-03 00:00:00
93,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6517,23, ,A9,263 ARBUTUS AVENUE                       ,            ,10312,1,0,1,10368,4690,1986,1,A9,950000,2009-05-14 00:00:00
94,5,ANNADALE                 ,01  ONE FAMILY HOMES                        ,1,6523,9, ,A1,145 ARBUTUS AVENUE                       ,            ,10312,1,0,1,13130,1583,1901,1,A1,0,2009-07-24 00:00:00
95,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,5405,15, ,B2,88 LENZIE STREET                         ,            ,10312,2,0,2,7500,3498,1920,1,B2,0,2009-11-10 00:00:00
96,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,5408,13, ,B9,176 BATHGATE STREET                      ,            ,10312,2,0,2,5000,2238,1995,1,B9,410000,2009-07-24 00:00:00
97,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6205,89, ,B9,27 SEGUINE PLACE                         ,            ,10312,2,0,2,3250,1804,1986,1,B9,0,2009-10-21 00:00:00
98,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6205,93, ,B9,39 SEGUINE PLACE                         ,            ,10312,2,0,2,3250,1804,1986,1,B9,415000,2009-09-23 00:00:00
99,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6205,100, ,B9,59 SEGUINE PLACE                         ,            ,10312,2,0,2,3250,2160,1985,1,B9,0,2009-06-03 00:00:00
100,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,28, ,B2,217 MOSELY AVENUE                        ,            ,10312,2,0,2,3900,2092,2007,1,B2,544763,2009-06-05 00:00:00
101,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,28, ,B2,217 MOSELY AVENUE                        ,            ,10312,2,0,2,3900,2092,2007,1,B2,332666,2009-06-05 00:00:00
102,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6209,70, ,B2,193 MOSELY AVENUE                        ,            ,10312,2,0,2,2665,2092,2007,1,B2,549855,2009-03-05 00:00:00
103,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6212,16, ,B2,68 JEANNETTE AVENUE                      ,            ,10312,2,0,2,4000,2400,2007,1,B2,753505,2009-01-22 00:00:00
104,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6212,19, ,B2,72 JEANNETTE AVENUE                      ,            ,10312,2,0,2,4000,2400,2007,1,B2,730000,2009-06-15 00:00:00
105,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6212,26, ,B2,88 JEANNETTE AVENUE                      ,            ,10312,2,0,2,3000,2048,2005,1,B2,0,2009-06-18 00:00:00
106,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6212,35, ,B9,43 LUCY LOOP                             ,            ,10312,2,0,2,2870,2200,2000,1,B9,475000,2009-05-07 00:00:00
107,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6221,8, ,B2,1000 ARDEN AVENUE                        ,            ,10312,2,0,2,1595,1800,2005,1,B2,0,2009-03-20 00:00:00
108,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6226,145, ,B2,919 CARLTON BOULEVARD                    ,            ,10312,2,0,2,5600,2579,1950,1,B2,427000,2009-09-10 00:00:00
109,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6242,6, ,B2,14 MOSELY AVENUE                         ,            ,10312,2,0,2,5500,3480,1995,1,B2,735000,2009-12-14 00:00:00
110,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6249,640, ,B2,27 TENAFLY PLACE                         ,            ,10312,2,0,2,4583,3681,2007,1,B2,763687,2009-08-10 00:00:00
111,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6251,18, ,B2,70 DOWNES AVENUE                         ,            ,10312,2,0,2,9558,2440,1985,1,B2,615000,2009-06-15 00:00:00
112,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6251,32, ,B2,42 DOWNES AVENUE                         ,            ,10312,2,0,2,5959,3440,1985,1,B2,660000,2009-02-10 00:00:00
113,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6251,87, ,B2,127 BENNETT AVENUE                       ,            ,10312,2,0,2,4000,2800,1993,1,B2,0,2009-02-27 00:00:00
114,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6252,27, ,B2,10 BUFFINGTON AVENUE                     ,            ,10312,2,0,2,6000,2440,1985,1,B2,0,2009-08-19 00:00:00
115,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6254,41, ,B2,60 NORTH RAILROAD ST                     ,            ,10312,2,0,2,4008,2310,2009,1,B2,0,2009-06-22 00:00:00
116,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6254,133, ,B2,141 SOUTH RAILROAD ST                    ,            ,10312,2,0,2,3600,2496,2003,1,B2,565000,2009-11-12 00:00:00
117,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6258,4, ,B1,76 JEFFERSON BOULEVARD                   ,            ,10312,2,0,2,6000,1470,1935,1,B1,575000,2009-01-30 00:00:00
118,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6261,1, ,B2,263 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,10600,2416,1920,1,B2,0,2009-03-06 00:00:00
119,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6265,39, ,B2,286 JEFFERSON BOULEVARD                  ,            ,10312,2,0,2,6000,2758,1975,1,B2,0,2009-05-05 00:00:00
120,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6266,9, ,B2,314 SHELDON AVENUE                       ,            ,10312,2,0,2,8000,2186,1986,1,B2,0,2009-10-27 00:00:00
121,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6271,17, ,B2,462 JEFFERSON BOULEVARD                  ,            ,10312,2,0,2,12000,3138,2011,1,B2,680000,2009-10-01 00:00:00
122,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6278,4, ,B2,279 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,10000,2304,1960,1,B2,0,2009-10-20 00:00:00
123,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6321,47, ,B2,5251 AMBOY ROAD                          ,            ,10312,2,0,2,4100,2012,1980,1,B2,499900,2009-12-09 00:00:00
124,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6359,5, ,B2,65 RYAN PLACE                            ,            ,10312,2,0,2,4000,2364,1984,1,B2,0,2009-05-06 00:00:00
125,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6403,16, ,B2,361 KINGHORN STREET                      ,            ,10312,2,0,2,4000,3200,2001,1,B2,0,2009-12-17 00:00:00
126,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6431,167, ,B9,391 POILLON AVENUE                       ,            ,10312,2,0,2,21780,8259,1998,1,B9,925000,2009-10-23 00:00:00
127,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6431,167, ,B9,391 POILLON AVENUE                       ,            ,10312,2,0,2,21780,8259,1998,1,B9,0,2009-05-27 00:00:00
128,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6459,31, ,B9,357 PHILIP AVENUE                        ,            ,10312,2,0,2,3880,2150,1987,1,B9,464000,2009-03-12 00:00:00
129,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6475,110, ,B2,67 NICOLOSI LOOP                         ,            ,10312,2,0,2,15431,9051,2006,1,B2,3000000,2009-12-01 00:00:00
130,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6475,515, ,B2,361 ARBUTUS AVENUE                       ,            ,10312,2,0,2,13650,4576,1997,1,B2,850000,2009-07-15 00:00:00
131,5,ANNADALE                 ,02  TWO FAMILY HOMES                        ,1,6475,515, ,B2,361 ARBUTUS AVENUE                       ,            ,10312,2,0,2,13650,4576,1997,1,B2,0,2009-03-16 00:00:00
132,5,ANNADALE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,5405,19, ,V0,LENZIE STREET                            ,            ,10312,0,0,0,2500,0,0,1,V0,0,2009-11-10 00:00:00
