,"STATEN ISLAND ANNUALIZE SALE FOR 2014.  (All Sales From  Jan 1, 2014 - Dec 31, 2014)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2015.  Coop Sales Files as of 4/3/2015.,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name 1/10/15.  Descriptive Data as of 3/22/15,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
1349,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5324,158, ,A2,417 OAKDALE STREET                       ,            ,10312,1,0,1,3840,1056,1960,1,A2,350000,2014-01-08 00:00:00
1350,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5324,162, ,A1,425 OAKDALE STREET                       ,            ,10312,1,0,1,4320,1056,1960,1,A2,365000,2014-04-15 00:00:00
1351,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5324,164, ,A2,429 OAKDALE STREET                       ,            ,10312,1,0,1,4160,1104,1960,1,A2,0,2014-04-18 00:00:00
1352,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5327,18, ,A2,74 RETFORD AVENUE                        ,            ,10312,1,0,1,4000,988,1965,1,A2,0,2014-05-16 00:00:00
1353,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5327,34, ,A2,106 RETFORD AVENUE                       ,            ,10312,1,0,1,4000,988,1965,1,A2,0,2014-03-18 00:00:00
1354,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5327,36, ,A2,110 RETFORD AVENUE                       ,            ,10312,1,0,1,4000,988,1965,1,A2,0,2014-11-07 00:00:00
1355,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5327,49, ,A2,113 PRESTON AVENUE                       ,            ,10312,1,0,1,4000,988,1965,1,A2,0,2014-11-24 00:00:00
1356,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5328,14, ,A2,20 ROSS LANE                             ,            ,10312,1,0,1,2912,882,1935,1,A2,350000,2014-02-28 00:00:00
1357,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5328,50, ,S1,54 PRESTON AVENUE                        ,            ,10312,1,1,2,5700,2320,1975,1,S1,230000,2014-05-15 00:00:00
1358,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5328,61, ,A1,11 BERKLEY STREET                        ,            ,10312,1,0,1,4890,1984,1975,1,A1,621500,2014-04-07 00:00:00
1359,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5329,3, ,A2,86 PRESTON AVENUE                        ,            ,10312,1,0,1,4000,924,1965,1,A2,0,2014-10-23 00:00:00
1360,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5330,61, ,A1,46 EASTMAN STREET                        ,            ,10312,1,0,1,4028,1536,1970,1,A1,530000,2014-05-28 00:00:00
1361,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5331,12, ,A1,4072 RICHMOND AVENUE                     ,            ,10312,1,0,1,4100,1600,1970,1,A1,0,2014-06-13 00:00:00
1362,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5331,30, ,A2,4110 RICHMOND AVENUE                     ,            ,10312,1,0,1,4120,984,1965,1,A2,375000,2014-03-07 00:00:00
1363,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5331,44, ,A1,171 LYNDALE AVENUE                       ,            ,10312,1,0,1,3895,1128,1975,1,A1,410000,2014-10-22 00:00:00
1364,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5331,47, ,A1,167 LYNDALE AVENUE                       ,            ,10312,1,0,1,3895,1128,1975,1,A1,469000,2014-10-08 00:00:00
1365,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5333,68, ,A2,155 PRESTON AVENUE                       ,            ,10312,1,0,1,4100,984,1975,1,A2,0,2014-12-03 00:00:00
1366,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5334,53, ,A1,434 SYCAMORE STREET                      ,            ,10312,1,0,1,4000,2392,1960,1,A1,540000,2014-02-03 00:00:00
1367,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5334,61, ,A2,418 SYCAMORE STREET                      ,            ,10312,1,0,1,4000,960,1960,1,A2,10,2014-10-22 00:00:00
1368,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5335,1, ,A2,168 PRESTON AVENUE                       ,            ,10312,1,0,1,5000,2093,1965,1,A2,475000,2014-06-30 00:00:00
1369,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5335,28, ,A2,43 OSBORNE STREET                        ,            ,10312,1,0,1,4000,2000,1965,1,A2,0,2014-01-16 00:00:00
1370,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5341,4, ,A2,208 RETFORD AVENUE                       ,            ,10312,1,0,1,6500,1000,1955,1,A2,425000,2014-01-23 00:00:00
1371,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1B,5341,10, ,V0,224 RETFORD AVENUE                       ,            ,10312,1,0,1,6500,0,1955,1,A2,0,2014-06-30 00:00:00
1372,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1B,5341,10, ,V0,224 RETFORD AVENUE                       ,            ,10312,1,0,1,6500,0,1955,1,A2,405000,2014-05-24 00:00:00
1373,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5348,53, ,A2,4294 RICHMOND AVENUE                     ,            ,10312,1,0,1,3960,1947,1965,1,A2,530000,2014-06-27 00:00:00
1374,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5348,157, ,A2,4176 RICHMOND AVE                        ,            ,10312,1,0,1,7020,1200,1955,1,A2,0,2014-05-27 00:00:00
1375,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5348,475, ,A1,314 LYNDALE AVENUE                       ,            ,10312,1,0,1,5850,2200,1955,1,A1,530000,2014-01-29 00:00:00
1376,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1B,5348,528, ,V0,331 RETFORD AVENUE                       ,            ,10312,1,0,1,5850,0,1955,1,A2,415000,2014-04-28 00:00:00
1377,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5349,109, ,A2,303 PRESTON AVENUE                       ,            ,10312,1,0,1,5850,1080,1955,1,A2,430950,2014-05-14 00:00:00
1378,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5350,3, ,A1,428 PRESTON AVENUE                       ,            ,10312,1,0,1,3740,1248,1960,1,A1,410000,2014-10-02 00:00:00
1379,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5356,22, ,A2,82 WOODS OF ARDEN ROAD                   ,            ,10312,1,0,1,4000,1100,1955,1,A2,495000,2014-12-05 00:00:00
1380,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5356,34, ,A2,104 WOODS OF ARDEN ROAD                  ,            ,10312,1,0,1,4000,1100,1955,1,A2,430000,2014-12-17 00:00:00
1381,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5356,71, ,A2,53 SEIDMAN AVENUE                        ,            ,10312,1,0,1,4000,1925,1975,1,A2,0,2014-05-07 00:00:00
1382,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5356,73, ,A2,49 SEIDMAN AVENUE                        ,            ,10312,1,0,1,4000,1925,1975,1,A2,0,2014-05-20 00:00:00
1383,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5357,15, ,A2,58 SEIDMAN AVENUE                        ,            ,10312,1,0,1,4000,1925,1965,1,A2,530000,2014-02-20 00:00:00
1384,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5357,52, ,A1,1373 ARDEN AVENUE                        ,            ,10312,1,0,1,6000,1480,1955,1,A1,0,2014-09-24 00:00:00
1385,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5357,52, ,A1,1373 ARDEN AVENUE                        ,            ,10312,1,0,1,6000,1480,1955,1,A1,0,2014-06-18 00:00:00
1386,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5357,60, ,A1,1359 ARDEN AVENUE                        ,            ,10312,1,0,1,4000,960,1965,1,A1,39000,2014-11-06 00:00:00
1387,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5357,64, ,A2,1351 ARDEN AVENUE                        ,            ,10312,1,0,1,4000,960,1965,1,A2,385000,2014-08-07 00:00:00
1388,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5357,72, ,A2,98 SEIDMAN AVENUE                        ,            ,10312,1,0,1,4000,1925,1965,1,A2,0,2014-06-07 00:00:00
1389,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5362,20, ,A2,156 WOODS OF ARDEN ROAD                  ,            ,10312,1,0,1,4000,1196,1965,1,A2,0,2014-09-07 00:00:00
1390,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5362,79, ,A2,135 SEIDMAN AVENUE                       ,            ,10312,1,0,1,4000,1196,1965,1,A2,250000,2014-03-07 00:00:00
1391,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5363,7, ,A2,122 SEIDMAN AVENUE                       ,            ,10312,1,0,1,7250,1560,1965,1,A2,465000,2014-04-14 00:00:00
1392,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5365,15, ,A2,130 KOCH BOULEVARD                       ,            ,10312,1,0,1,4000,1056,1960,1,A2,0,2014-08-29 00:00:00
1393,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5365,15, ,A2,130 KOCH BOULEVARD                       ,            ,10312,1,0,1,4000,1056,1960,1,A2,0,2014-03-25 00:00:00
1394,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5365,44, ,A2,11 LISS STREET                           ,            ,10312,1,0,1,4000,1040,1960,1,A2,0,2014-04-08 00:00:00
1395,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5366,12, ,A1,12 LISS STREET                           ,            ,10312,1,0,1,5000,2112,1960,1,A1,0,2014-10-30 00:00:00
1396,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5367,27, ,A2,24 OBAN STREET                           ,            ,10312,1,0,1,4000,1040,1960,1,A2,107000,2014-09-15 00:00:00
1397,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5367,57, ,A1,145 SHIRLEY AVENUE                       ,            ,10312,1,0,1,4000,3076,1995,1,A1,650000,2014-07-10 00:00:00
1398,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5373,22, ,A2,16 OSAGE LANE                            ,            ,10312,1,0,1,4500,1196,1955,1,A2,225000,2014-10-17 00:00:00
1399,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5375,6, ,A2,48 KINGHORN STREET                       ,            ,10312,1,0,1,4500,1196,1955,1,A2,455000,2014-06-24 00:00:00
1400,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5375,47, ,A2,475 KING STREET                          ,            ,10312,1,0,1,4000,1196,1955,1,A2,0,2014-10-16 00:00:00
1401,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5375,65, ,A1,519 KING STREET                          ,            ,10312,1,0,1,6331,2000,1955,1,A1,577000,2014-02-28 00:00:00
1402,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5378,10, ,A2,500 KING STREET                          ,            ,10312,1,0,1,11660,1408,1955,1,A2,735000,2014-03-12 00:00:00
1403,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5379,27, ,A2,246 WOODS OF ARDEN ROAD                  ,            ,10312,1,0,1,4000,1100,1955,1,A2,400000,2014-03-14 00:00:00
1404,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5379,37, ,A2,266 WOODS OF ARDEN ROAD                  ,            ,10312,1,0,1,4000,1100,1955,1,A2,442000,2014-04-11 00:00:00
1405,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5383,33, ,A2,75 KINGHORN STREET                       ,            ,10312,1,0,1,6305,2040,1964,1,A2,0,2014-12-12 00:00:00
1406,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5384,70, ,A2,1675 ARDEN AVENUE                        ,            ,10312,1,0,1,9000,988,1955,1,A2,430000,2014-08-13 00:00:00
1407,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5385,27, ,A1,12 ELMBANK STREET                        ,            ,10312,1,0,1,5700,2750,2010,1,A1,0,2014-04-01 00:00:00
1408,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5386,18, ,A1,108 BATHGATE STREET                      ,            ,10312,1,0,1,3225,1680,1965,1,A1,479500,2014-04-03 00:00:00
1409,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5386,51, ,S1,4587 HYLAN BOULEVARD                     ,            ,10312,1,1,2,3388,1680,1965,1,S1,0,2014-08-09 00:00:00
1410,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5410,39, ,A5,464 RETFORD AVENUE                       ,            ,10312,1,0,1,2472,1410,1975,1,A5,385000,2014-11-17 00:00:00
1411,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5411,87, ,A5,54 PROL PLACE                            ,            ,10312,1,0,1,2782,1410,1975,1,A5,415000,2014-12-29 00:00:00
1412,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5418,13, ,A3,18 WAKEFIELD ROAD                        ,            ,10312,1,0,1,49200,6030,1901,1,A3,0,2014-07-11 00:00:00
1413,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5420,49, ,A5,10 MAYBERRY PROMENADE                    ,            ,10312,1,0,1,1378,1890,1985,1,A5,370000,2014-06-16 00:00:00
1414,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5420,60, ,A5,42 MAYBERRY PROMENADE                    ,            ,10312,1,0,1,2070,1260,1975,1,A5,420000,2014-09-18 00:00:00
1415,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5420,71, ,A5,68 MAYBERRY PROMENADE                    ,            ,10312,1,0,1,2070,1260,1975,1,A5,290000,2014-08-05 00:00:00
1416,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5421,40, ,A5,81 MAYBERRY PROMENADE                    ,            ,10312,1,0,1,2185,1260,1975,1,A5,325000,2014-10-31 00:00:00
1417,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5421,60, ,A5,53 STRAWBERRY LANE                       ,            ,10312,1,0,1,2300,1260,1982,1,A5,395500,2014-08-25 00:00:00
1418,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5422,26, ,A5,171 MAYBERRY PROMENADE                   ,            ,10312,1,0,1,2070,1890,1975,1,A5,350000,2014-03-12 00:00:00
1419,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5590,124, ,A5,118 SYLVIA STREET                        ,            ,10312,1,0,1,1673,2052,1991,1,A5,0,2014-08-26 00:00:00
1420,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5590,136, ,A5,43 STUYVESANT AVENUE                     ,            ,10312,1,0,1,3300,2052,1992,1,A5,0,2014-07-28 00:00:00
1421,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5590,136, ,A5,43 STUYVESANT AVENUE                     ,            ,10312,1,0,1,3300,2052,1992,1,A5,0,2014-06-02 00:00:00
1422,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5590,146, ,A5,63 STUYVESANT AVENUE                     ,            ,10312,1,0,1,1800,1368,1992,1,A5,375000,2014-10-24 00:00:00
1423,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5591,8, ,A1,510 WILSON AVENUE                        ,            ,10312,1,0,1,5000,1976,1965,1,A1,580000,2014-07-20 00:00:00
1424,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5592,18, ,A2,38 BOVANIZER STREET                      ,            ,10312,1,0,1,4788,1750,1970,1,A2,0,2014-05-30 00:00:00
1425,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5592,64, ,A2,49 BAMBERGER LANE                        ,            ,10312,1,0,1,4704,1750,1970,1,A2,540000,2014-03-27 00:00:00
1426,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5593,36, ,A2,296 MOSELY AVENUE                        ,            ,10312,1,0,1,4972,912,1970,1,A2,0,2014-02-10 00:00:00
1427,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5593,55, ,A1,15 BOVANIZER STREET                      ,            ,10312,1,0,1,5940,1638,1970,1,A1,0,2014-02-20 00:00:00
1428,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5593,123, ,A5,341 MOSELY AVENUE                        ,            ,10312,1,0,1,2250,1600,1999,1,A5,0,2014-06-03 00:00:00
1429,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5593,143, ,A5,29 VANESSA LANE                          ,            ,10312,1,0,1,2250,1600,1999,1,A5,0,2014-06-04 00:00:00
1430,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5594,19, ,A2,542 WILSON AVENUE                        ,            ,10312,1,0,1,4100,1040,1975,1,A2,0,2014-02-26 00:00:00
1431,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5594,21, ,A2,546 WILSON AVENUE                        ,            ,10312,1,0,1,4100,1040,1975,1,A2,0,2014-12-05 00:00:00
1432,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5596,14, ,A1,28 BAYARD STREET                         ,            ,10312,1,0,1,3600,2716,1955,1,A1,250000,2014-08-25 00:00:00
1433,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5596,14, ,A1,28 BAYARD STREET                         ,            ,10312,1,0,1,3600,2716,1955,1,A1,0,2014-06-20 00:00:00
1434,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5596,18, ,A1,34 BAYARD STREET                         ,            ,10312,1,0,1,5000,1512,1940,1,A1,0,2014-08-25 00:00:00
1435,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5597,26, ,A5,46 CHESEBROUGH STREET                    ,            ,10312,1,0,1,1500,2176,1992,1,A5,390000,2014-07-11 00:00:00
1436,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5597,50, ,A2,603 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,7500,1391,1950,1,A2,0,2014-06-07 00:00:00
1437,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5597,137, ,A5,66 CHESEBROUGH STREET                    ,            ,10312,1,0,1,1400,2176,1992,1,A5,0,2014-05-22 00:00:00
1438,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5599,15, ,A2,25 SERRELL AVENUE                        ,            ,10312,1,0,1,14000,1176,1982,1,A2,0,2014-12-01 00:00:00
1439,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1B,5599,69, ,V0,84 SERRELL AVENUE                        ,            ,10312,1,0,1,9600,0,1978,1,A1,0,2014-03-20 00:00:00
1440,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5600,11, ,A2,489 LAMOKA AVENUE                        ,            ,10312,1,0,1,4400,2144,1965,1,A2,440000,2014-04-03 00:00:00
1441,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5600,13, ,A2,495 LAMOKA AVENUE                        ,            ,10312,1,0,1,4400,2144,1965,1,A2,368082,2014-11-07 00:00:00
1442,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5601,15, ,A2,21 MEMPHIS AVENUE                        ,            ,10312,1,0,1,5025,1288,1965,1,A2,0,2014-11-21 00:00:00
1443,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5602,9, ,A1,5 LAREDO AVENUE                          ,            ,10312,1,0,1,2429,1512,1975,1,A1,0,2014-07-25 00:00:00
1444,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5602,44, ,A9,648 KATAN AVENUE                         ,            ,10312,1,0,1,2496,1368,1975,1,A9,435000,2014-04-23 00:00:00
1445,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5602,47, ,A9,640 KATAN AVENUE                         ,            ,10312,1,0,1,2496,1368,1975,1,A9,0,2014-11-19 00:00:00
1446,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5603,98, ,A2,116 FIGUREA AVENUE                       ,            ,10312,1,0,1,4100,1292,1977,1,A2,0,2014-08-28 00:00:00
1447,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5604,125, ,A2,90 AUGUSTA AVENUE                        ,            ,10312,1,0,1,5500,1540,1977,1,A2,476100,2014-11-12 00:00:00
1448,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5605,63, ,A9,71 AUGUSTA AVENUE                        ,            ,10312,1,0,1,3000,1144,1975,1,A9,0,2014-08-05 00:00:00
1449,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5606,27, ,A2,337 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,4000,1056,1965,1,A2,0,2014-03-01 00:00:00
1450,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5606,37, ,A1,40 SCRANTON AVENUE                       ,            ,10312,1,0,1,6000,2002,1965,1,A1,650000,2014-02-14 00:00:00
1451,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5606,44, ,A2,24 SCRANTON AVENUE                       ,            ,10312,1,0,1,8000,1204,1980,1,A2,590000,2014-06-16 00:00:00
1452,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5606,107, ,A9,96 SCRANTON AVENUE                       ,            ,10312,1,0,1,2754,1064,1965,1,A9,463000,2014-09-29 00:00:00
1453,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5606,107, ,A9,96 SCRANTON AVENUE                       ,            ,10312,1,0,1,2754,1064,1965,1,A9,260000,2014-04-24 00:00:00
1454,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5607,29, ,A1,311 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,4000,2008,1965,1,A1,0,2014-03-13 00:00:00
1455,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5607,57, ,A2,306 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,4000,2104,1965,1,A2,530000,2014-11-06 00:00:00
1456,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5607,57, ,A2,306 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,4000,2104,1965,1,A2,0,2014-03-17 00:00:00
1457,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5608,1, ,S1,3436 RICHMOND AVENUE                     ,            ,10312,1,1,2,5800,2398,1970,1,S1,0,2014-09-12 00:00:00
1458,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5608,11, ,A2,11 STROUD AVENUE                         ,            ,10312,1,0,1,6000,1144,1960,1,A2,431500,2014-03-06 00:00:00
1459,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5608,22, ,A2,33 STROUD AVENUE                         ,            ,10312,1,0,1,4000,1008,1960,1,A2,419000,2014-08-25 00:00:00
1460,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5611,38, ,A1,658 BARLOW AVENUE                        ,            ,10312,1,0,1,4000,1936,1965,1,A1,0,2014-04-17 00:00:00
1461,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,5, ,A1,629 BARLOW AVENUE                        ,            ,10312,1,0,1,3800,1540,1970,1,A1,510000,2014-09-29 00:00:00
1462,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,39, ,A1,32 MACON AVENUE                          ,            ,10312,1,0,1,4000,1400,1965,1,A1,0,2014-01-23 00:00:00
1463,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,103, ,A2,12 BRANDIS AVENUE                        ,            ,10312,1,0,1,4300,1680,1970,1,A2,529000,2014-11-14 00:00:00
1464,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,187, ,A5,63 MACON AVENUE                          ,            ,10312,1,0,1,840,1380,1993,1,A5,281000,2014-04-14 00:00:00
1465,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,192, ,A5,75 MACON AVENUE                          ,            ,10312,1,0,1,840,1380,1993,1,A5,280000,2014-04-30 00:00:00
1466,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5612,252, ,A5,32 BRANDIS LANE                          ,            ,10312,1,0,1,540,1080,1993,1,A5,0,2014-05-09 00:00:00
1467,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5613,11, ,A2,27 BRANDIS AVENUE                        ,            ,10312,1,0,1,4000,1680,1970,1,A2,0,2014-03-05 00:00:00
1468,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5613,28, ,A5,127 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,2590,2100,1998,1,A5,461000,2014-11-04 00:00:00
1469,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5613,29, ,A5,123 WAINWRIGHT AVENUE                    ,            ,10312,1,0,1,2590,2100,1998,1,A5,0,2014-10-08 00:00:00
1470,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5613,77, ,A5,6 ANDREA COURT                           ,            ,10312,1,0,1,1044,1000,1988,1,A5,237500,2014-10-27 00:00:00
1471,5,ELTINGVILLE              ,01  ONE FAMILY DWELLINGS                    ,1,5613,85, ,A5,23 DRUMGOOLE ROAD EAST                   ,            ,10312,1,0,1,1274,1240,1987,1,A5,304260,2014-05-02 00:00:00
