,"STATEN ISLAND ANNUALIZE SALE FOR 2014.  (All Sales From  Jan 1, 2014 - Dec 31, 2014)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2015.  Coop Sales Files as of 4/3/2015.,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name 1/10/15.  Descriptive Data as of 3/22/15,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
4,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5391,13, ,A5,4716 AMBOY ROAD                          ,            ,10312,1,0,1,1871,1110,2002,1,A5,370000,2014-12-08 00:00:00
5,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5391,65, ,A3,22 BLUE HERON DRIVE                      ,            ,10312,1,0,1,8000,3800,1987,1,A3,0,2014-07-17 00:00:00
6,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5399,7, ,A2,24 SANDBORN STREET                       ,            ,10312,1,0,1,4750,2002,1960,1,A2,0,2014-05-30 00:00:00
7,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5406,1, ,A1,381 HAROLD AVENUE                        ,            ,10312,1,0,1,9900,1768,1940,1,A1,740000,2014-07-29 00:00:00
8,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5406,11, ,A1,168 KINGHORN STREET                      ,            ,10312,1,0,1,10000,2600,1920,1,A1,0,2014-06-17 00:00:00
9,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5406,21, ,A1,1660 ARDEN AVENUE                        ,            ,10312,1,0,1,5000,1680,1960,1,A1,0,2014-09-12 00:00:00
10,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5407,11, ,A1,24 ELMBANK STREET                        ,            ,10312,1,0,1,5000,1520,1910,1,A1,355000,2014-07-02 00:00:00
11,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5425,48, ,A6,39 SANDGAP STREET                        ,            ,10312,1,0,1,2500,710,1950,1,A6,310000,2014-12-04 00:00:00
12,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,5426,38, ,A1,25 OCEAN DRIVEWAY                        ,            ,10312,1,0,1,7440,3176,2001,1,A1,745000,2014-10-09 00:00:00
13,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,14, ,A5,97 EAGAN AVENUE                          ,            ,10312,1,0,1,1845,1854,1986,1,A5,395000,2014-05-21 00:00:00
14,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6205,55, ,A5,36 SEGUINE PLACE                         ,            ,10312,1,0,1,1471,1068,1986,1,A5,325000,2014-07-11 00:00:00
15,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6209,18, ,A1,210 SNEDEN AVENUE                        ,            ,10312,1,0,1,1950,2092,2006,1,A1,435000,2014-01-29 00:00:00
16,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6211,24, ,A5,1 EAGAN AVENUE                           ,            ,10312,1,0,1,3100,1853,1986,1,A5,0,2014-06-20 00:00:00
17,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6211,50, ,A5,74 SEGUINE PLACE                         ,            ,10312,1,0,1,1508,1068,1986,1,A5,285000,2014-12-11 00:00:00
18,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6212,53, ,A5,24 LUCY LOOP                             ,            ,10312,1,0,1,2320,2200,2000,1,A5,450000,2014-08-27 00:00:00
19,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6215,28, ,A2,90 MOSELY AVENUE                         ,            ,10312,1,0,1,5000,1408,1925,1,A2,0,2014-05-08 00:00:00
20,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6220,32, ,A5,22 LORRAINE AVENUE                       ,            ,10312,1,0,1,2432,1816,2002,1,A5,415000,2014-07-31 00:00:00
21,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6221,18, ,A2,1020 ARDEN AVENUE                        ,            ,10312,1,0,1,5670,960,1955,1,A2,410000,2014-08-04 00:00:00
22,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6221,36, ,A1,1056 ARDEN AVENUE                        ,            ,10312,1,0,1,4200,980,1925,1,A1,395000,2014-07-23 00:00:00
23,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1B,6222,14, ,V0,18 JEANNETTE AVENUE                      ,            ,10312,1,0,1,12000,0,1935,1,A1,855500,2014-05-08 00:00:00
24,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6222,20, ,A1,32 JEANNETTE AVENUE                      ,            ,10312,1,0,1,6000,1560,1935,1,A1,500000,2014-06-20 00:00:00
25,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6222,43, ,A5,37 LORRAINE AVENUE                       ,            ,10312,1,0,1,2400,2100,2004,1,A5,475000,2014-06-26 00:00:00
26,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,123, ,A2,961 CARLTON BOULEVARD                    ,            ,10312,1,0,1,9180,900,1960,1,A2,465000,2014-09-19 00:00:00
27,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6226,148, ,A2,915 CARLTON BOULEVARD                    ,            ,10312,1,0,1,5200,920,1950,1,A2,0,2014-06-03 00:00:00
28,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,41, ,A2,782 ARDEN AVENUE                         ,            ,10312,1,0,1,11880,1424,1965,1,A2,700000,2014-12-27 00:00:00
29,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6227,50, ,A1,900 CARLTON BOULEVARD                    ,            ,10312,1,0,1,5700,4078,1955,1,A1,0,2014-03-07 00:00:00
30,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6228,47, ,A1,760 ARDEN AVENUE                         ,            ,10312,1,0,1,6000,1146,1925,1,A1,405000,2014-10-02 00:00:00
31,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6229,68, ,A1,165 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,2872,1915,1,A1,600000,2014-07-17 00:00:00
32,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6230,17, ,A2,668 DRUMGOOLE ROAD EAST                  ,            ,10312,1,0,1,8000,934,1925,1,A2,0,2014-10-23 00:00:00
33,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6233,1, ,A1,283 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,6000,2104,1915,1,A1,592000,2014-06-02 00:00:00
34,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6233,7, ,A3,295 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,4000,2900,1990,1,A3,637500,2014-01-09 00:00:00
35,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6236,72, ,A2,153 SINCLAIR AVENUE                      ,            ,10312,1,0,1,10000,3280,1975,1,A2,0,2014-04-02 00:00:00
36,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6237,1, ,A2,401 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,6000,2403,1920,1,A2,580000,2014-07-01 00:00:00
37,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6237,44, ,A2,490 ARDEN AVENUE                         ,            ,10312,1,0,1,6100,1008,1955,1,A2,393000,2014-05-16 00:00:00
38,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6237,50, ,A2,500 ARDEN AVENUE                         ,            ,10312,1,0,1,6000,1124,1940,1,A2,449000,2014-11-14 00:00:00
39,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6239,25, ,A1,670 WOODROW ROAD                         ,            ,10312,1,0,1,6200,2600,1975,1,A1,610000,2014-07-17 00:00:00
40,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6243,43, ,A3,120 BARCLAY AVENUE                       ,            ,10312,1,0,1,5000,3156,2012,1,A3,819691,2014-02-14 00:00:00
41,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,1, ,A2,4969 AMBOY ROAD                          ,            ,10312,1,0,1,7695,1300,1960,1,A2,0,2014-04-21 00:00:00
42,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,1, ,A2,4969 AMBOY ROAD                          ,            ,10312,1,0,1,7695,1300,1960,1,A2,525000,2014-03-07 00:00:00
43,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6245,202, ,A2,11 PINE TERRACE                          ,            ,10312,1,0,1,4500,2002,1960,1,A2,490000,2014-10-21 00:00:00
44,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,414, ,A2,924 ANNADALE ROAD                        ,            ,10312,1,0,1,4879,2088,1965,1,A2,100000,2014-10-22 00:00:00
45,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6249,633, ,A3,15 TENAFLY PLACE                         ,            ,10312,1,0,1,7442,3508,2014,1,A3,778961,2014-10-06 00:00:00
46,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6251,90, ,A1,14 DOWNES AVENUE                         ,            ,10312,1,0,1,8000,3250,1985,1,A1,0,2014-10-29 00:00:00
47,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6254,112, ,A1,103 SOUTH RAILROAD ST                    ,            ,10312,1,0,1,3280,2200,1997,1,A1,470000,2014-01-07 00:00:00
48,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6257,90, ,A2,10 BURCHARD COURT                        ,            ,10312,1,0,1,6138,1086,1955,1,A2,265000,2014-03-11 00:00:00
49,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6259,12, ,A3,246 DETROIT AVENUE                       ,            ,10312,1,0,1,8000,3519,2014,1,A3,768778,2014-12-19 00:00:00
50,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6260,22, ,B2,220 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,4000,2953,2014,1,A1,0,2014-01-12 00:00:00
51,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6261,24, ,A2,226 IONIA AVENUE                         ,            ,10312,1,0,1,10000,1792,1960,1,A2,10,2014-10-06 00:00:00
52,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6270,54, ,A1,279 VINELAND AVENUE                      ,            ,10312,1,0,1,4000,1928,1970,1,A1,0,2014-12-04 00:00:00
53,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6271,15, ,A1,472 JEFFERSON BOULEVARD                  ,            ,10312,1,0,1,3840,1968,1940,1,A1,617500,2014-04-01 00:00:00
54,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1B,6273,33, ,V0,343 CROWN AVENUE                         ,            ,10312,1,0,1,8900,0,1955,1,A1,644000,2014-07-25 00:00:00
55,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6277,68, ,A1,338 EDGEGROVE AVENUE                     ,            ,10312,1,0,1,4000,2620,1960,1,A1,0,2014-02-18 00:00:00
56,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6279,10, ,A2,203 SOUTH RAILROAD ST                    ,            ,10312,1,0,1,4380,2230,1985,1,A2,499999,2014-04-08 00:00:00
57,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6279,18, ,A2,221 SOUTH RAILROAD ST                    ,            ,10312,1,0,1,4020,2230,1985,1,A2,510000,2014-07-29 00:00:00
58,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6286,30, ,A1,50 RAMONA AVENUE                         ,            ,10312,1,0,1,10000,3200,1980,1,A1,750000,2014-03-11 00:00:00
59,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6287,28, ,A3,161 HEENAN AVENUE                        ,            ,10312,1,0,1,10000,4080,1985,1,A3,904000,2014-07-14 00:00:00
60,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6299,18, ,A1,400 RATHBUN AVENUE                       ,            ,10312,1,0,1,6000,2047,1976,1,A1,0,2014-10-28 00:00:00
61,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6299,18, ,A1,400 RATHBUN AVENUE                       ,            ,10312,1,0,1,6000,2047,1976,1,A1,0,2014-07-31 00:00:00
62,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6301,73, ,A2,476 SHELDON AVENUE                       ,            ,10312,1,0,1,10000,1968,1970,1,A2,655000,2014-07-30 00:00:00
63,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6301,73, ,A2,476 SHELDON AVENUE                       ,            ,10312,1,0,1,10000,1968,1970,1,A2,0,2014-07-21 00:00:00
64,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6305,145, ,A1,406 CROWN AVENUE                         ,            ,10312,1,0,1,10000,3120,1985,1,A1,0,2014-10-20 00:00:00
65,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6305,145, ,A1,406 CROWN AVENUE                         ,            ,10312,1,0,1,10000,3120,1985,1,A1,0,2014-08-04 00:00:00
66,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6320,30, ,A2,149 DOWNES AVENUE                        ,            ,10312,1,0,1,4000,1125,1965,1,A2,0,2014-06-14 00:00:00
67,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6321,156, ,A1,75 ARCHWOOD AVENUE                       ,            ,10312,1,0,1,4000,1125,1975,1,A1,0,2014-05-09 00:00:00
68,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6322,5, ,A3,248 ALBEE AVENUE                         ,            ,10312,1,0,1,4000,2822,2014,1,A3,753505,2014-11-11 00:00:00
69,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6322,26, ,A3,50 ALVINE AVENUE                         ,            ,10312,1,0,1,9690,2432,1986,1,A3,760000,2014-09-04 00:00:00
70,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6323,35, ,A1,190 TENAFLY PLACE                        ,            ,10312,1,0,1,4165,1070,1992,1,A1,545000,2014-03-25 00:00:00
71,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6352,40, ,A3,68 BAYVIEW TERRACE                       ,            ,10312,1,0,1,11721,8200,1992,1,A3,1082400,2014-05-22 00:00:00
72,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6360,12, ,A2,621 BARCLAY AVENUE                       ,            ,10312,1,0,1,6000,2244,1974,1,A2,0,2014-03-11 00:00:00
73,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6360,15, ,A3,611 BARCLAY AVENUE                       ,            ,10312,1,0,1,8005,4784,1945,1,A3,950000,2014-09-03 00:00:00
74,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6360,35, ,A1,6 RYAN PLACE                             ,            ,10312,1,0,1,6000,2065,1984,1,A1,709000,2014-11-17 00:00:00
75,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6365,6, ,A1,541 BARCLAY AVENUE                       ,            ,10312,1,0,1,3960,3831,1980,1,A1,539133,2014-10-17 00:00:00
76,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6368,28, ,A1,50 JANSEN STREET                         ,            ,10312,1,0,1,10400,2334,1975,1,A1,0,2014-06-25 00:00:00
77,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6369,1, ,A2,237 HOLDRIDGE AVENUE                     ,            ,10312,1,0,1,10200,4833,1984,1,A2,0,2014-10-01 00:00:00
78,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,38, ,S1,4840 AMBOY ROAD                          ,            ,10312,1,1,2,15000,2000,1980,1,S1,0,2014-10-09 00:00:00
79,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,38, ,S1,4840 AMBOY ROAD                          ,            ,10312,1,1,2,15000,2000,1980,1,S1,650000,2014-10-09 00:00:00
80,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,145, ,A2,1 WINSLOW PLACE                          ,            ,10312,1,0,1,17292,925,1900,1,A2,0,2014-10-09 00:00:00
81,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6373,145, ,A2,1 WINSLOW PLACE                          ,            ,10312,1,0,1,17292,925,1900,1,A2,650000,2014-10-09 00:00:00
82,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6377,6, ,A2,385 BARCLAY AVENUE                       ,            ,10312,1,0,1,9800,3906,1980,1,A2,625000,2014-03-31 00:00:00
83,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1B,6399,31, ,V0,433 LIPSETT AVENUE                       ,            ,10312,1,0,1,6103,0,1930,1,A6,242000,2014-07-24 00:00:00
84,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6424,12, ,A2,230 BARCLAY AVENUE                       ,            ,10312,1,0,1,4600,1776,1975,1,A2,450000,2014-07-22 00:00:00
85,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6424,32, ,A1,268 BARCLAY AVENUE                       ,            ,10312,1,0,1,6000,2436,1975,1,A1,595000,2014-12-19 00:00:00
86,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6431,183, ,A1,361 POILLON AVENUE                       ,            ,10312,1,0,1,14717,4163,1965,1,A1,0,2014-06-23 00:00:00
87,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1B,6442,4, ,V0,311 POILLON AVENUE                       ,            ,10312,1,0,1,6500,0,1970,1,A2,215000,2014-05-14 00:00:00
88,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6454,6, ,A5,478 PHILIP AVENUE                        ,            ,10312,1,0,1,2160,1140,1970,1,A5,18786,2014-07-12 00:00:00
89,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6459,6, ,A2,282 POILLON AVENUE                       ,            ,10312,1,0,1,4100,1076,1940,1,A2,0,2014-04-25 00:00:00
90,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6475,295, ,A3,70 NICOLOSI LOOP                         ,            ,10312,1,0,1,10200,7346,1989,1,A3,0,2014-07-31 00:00:00
91,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6475,528, ,A5,343 ARBUTUS AVENUE                       ,            ,10312,1,0,1,3369,1922,2011,1,A5,490000,2014-01-21 00:00:00
92,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6475,532, ,A5,5194 HYLAN BOULEVARD                     ,            ,10312,1,0,1,1722,2646,2011,1,A5,410000,2014-06-03 00:00:00
93,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6499,106, ,A9,25 WENDY DRIVE                           ,            ,10312,1,0,1,16835,3500,1985,1,A9,0,2014-05-23 00:00:00
94,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6499,111, ,A1,35 WENDY DRIVE                           ,            ,10312,1,0,1,13600,2663,1985,1,A1,0,2014-05-23 00:00:00
95,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6499,121, ,A3,34 WENDY DRIVE                           ,            ,10312,1,0,1,24308,3996,1986,1,A3,0,2014-05-23 00:00:00
96,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6499,126, ,A3,24 WENDY DRIVE                           ,            ,10312,1,0,1,24540,3954,1986,1,A3,0,2014-05-23 00:00:00
97,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6499,131, ,A3,14 WENDY DRIVE                           ,            ,10312,1,0,1,27972,3200,1985,1,A3,0,2014-05-23 00:00:00
98,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6517,69, ,A3,181 ARBUTUS AVENUE                       ,            ,10312,1,0,1,22379,6500,1970,1,A3,1560000,2014-03-05 00:00:00
99,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6523,92, ,A3,5254 AMBOY ROAD                          ,            ,10312,1,0,1,54278,3394,1984,1,A3,3933000,2014-12-27 00:00:00
100,5,ANNADALE                 ,01  ONE FAMILY DWELLINGS                    ,1,6523,103, ,A1,5228 AMBOY ROAD                          ,            ,10312,1,0,1,12750,1692,1925,1,A1,0,2014-12-27 00:00:00
101,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,5408,14, ,B9,172 BATHGATE STREET                      ,            ,10312,2,0,2,2425,2475,1996,1,B9,0,2014-05-09 00:00:00
102,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6209,70, ,B2,193 MOSELY AVENUE                        ,            ,10312,2,0,2,2665,2092,2007,1,B2,505000,2014-02-03 00:00:00
103,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6212,34, ,B9,41 LUCY LOOP                             ,            ,10312,2,0,2,5070,2200,2000,1,B9,415000,2014-06-03 00:00:00
104,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6212,81, ,B2,1076 ARDEN AVENUE                        ,            ,10312,2,0,2,4200,2807,2012,1,B2,0,2014-01-17 00:00:00
105,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6221,44, ,B9,18 RALPH AVENUE                          ,            ,10312,2,0,2,2400,2230,2004,1,B9,520000,2014-06-19 00:00:00
106,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6221,58, ,B2,21 JEANNETTE AVENUE                      ,            ,10312,2,0,2,4263,3422,2013,1,B2,772851,2014-01-16 00:00:00
107,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6221,59, ,B2,19 JEANNETTE AVENUE                      ,            ,10312,2,0,2,4432,3422,2013,1,B2,763687,2014-01-21 00:00:00
108,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6222,31, ,B9,52 JEANNETTE AVENUE                      ,            ,10312,2,0,2,2825,2250,2004,1,B9,670213,2014-10-16 00:00:00
109,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6230,25, ,B3,650 DRUMGOOLE ROAD EAST                  ,            ,10312,2,0,2,12000,1536,1930,1,B3,0,2014-03-11 00:00:00
110,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6232,44, ,B2,620 ARDEN AVENUE                         ,            ,10312,2,0,2,6000,2376,1965,1,B2,560000,2014-12-09 00:00:00
111,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6237,33, ,B2,192 VINELAND AVENUE                      ,            ,10312,2,0,2,4000,2950,2000,1,B2,0,2014-04-05 00:00:00
112,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6237,64, ,B2,177 STAFFORD AVENUE                      ,            ,10312,2,0,2,4000,3325,2000,1,B2,675000,2014-01-27 00:00:00
113,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6240,39, ,B2,180 BARCLAY AVENUE                       ,            ,10312,2,0,2,4500,1985,1975,1,B2,0,2014-06-16 00:00:00
114,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6242,50, ,B2,59 SUMMIT PLACE                          ,            ,10312,2,0,2,4400,3175,2000,1,B2,765000,2014-06-19 00:00:00
115,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6242,70, ,B2,29 SUMMIT PLACE                          ,            ,10312,2,0,2,4125,3400,2014,1,B2,732121,2014-10-02 00:00:00
116,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6242,72, ,B2,25 SUMMIT PLACE                          ,            ,10312,2,0,2,4125,3400,2014,1,B2,732121,2014-08-27 00:00:00
117,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6243,1, ,B2,3 MOSELY AVENUE                          ,            ,10312,2,0,2,7488,4090,1980,1,B2,744000,2014-08-14 00:00:00
118,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6243,1, ,B2,3 MOSELY AVENUE                          ,            ,10312,2,0,2,7488,4090,1980,1,B2,450000,2014-01-24 00:00:00
119,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6246,63, ,B2,5041 AMBOY ROAD                          ,            ,10312,2,0,2,9306,2700,1992,1,B2,765000,2014-12-30 00:00:00
120,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6249,15, ,B2,5125 AMBOY ROAD                          ,            ,10312,2,0,2,4407,3486,2004,1,B2,719999,2014-05-12 00:00:00
121,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6250,27, ,B2,4 HODA PLACE                             ,            ,10312,2,0,2,4200,1952,1970,1,B2,593000,2014-07-21 00:00:00
122,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6250,29, ,B2,8 HODA PLACE                             ,            ,10312,2,0,2,4515,2152,1970,1,B2,620000,2014-05-15 00:00:00
123,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6252,3, ,B2,197 ALBEE AVENUE                         ,            ,10312,2,0,2,4000,2256,1970,1,B2,250000,2014-08-08 00:00:00
124,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6252,57, ,B2,29 DOWNES AVENUE                         ,            ,10312,2,0,2,3000,1480,1986,1,B2,488800,2014-08-11 00:00:00
125,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6252,57, ,B2,29 DOWNES AVENUE                         ,            ,10312,2,0,2,3000,1480,1986,1,B2,0,2014-06-02 00:00:00
126,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6253,7, ,B2,29 BUFFINGTON AVENUE                     ,            ,10312,2,0,2,4000,2926,1984,1,B2,550000,2014-09-29 00:00:00
127,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6260,52, ,B2,225 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,4000,3200,2013,1,B2,735000,2014-03-10 00:00:00
128,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6261,15, ,B2,238 IONIA AVENUE                         ,            ,10312,2,0,2,4000,3244,2013,1,B2,753505,2014-04-18 00:00:00
129,5,ANNADALE                 ,02  TWO FAMILY DWELLINGS                    ,1,6261,18, ,B2,234 EDGEGROVE AVENUE                     ,            ,10312,2,0,2,4000,3244,2013,1,B2,750360,2014-08-08 00:00:00
