,"BRONX ANNUALIZE SALE FOR 2015.  (All Sales From  January 1, 2015 - December 31, 2015)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2016.  Coop Sales Files as of 4/1/2016.,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name 4/1/16.  Descriptive Data as of 4/1/16.,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
2077,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,22, ,V1,861 BARRY STREET                         ,            ,10474,0,0,0,2500,0,0,4,V1,0,2015-03-02 00:00:00
2078,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,23, ,V1,863 BARRY STREET                         ,            ,10474,0,0,0,7500,0,0,4,V1,0,2015-08-25 00:00:00
2079,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,23, ,V1,863 BARRY STREET                         ,            ,10474,0,0,0,7500,0,0,4,V1,0,2015-05-04 00:00:00
2080,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,23, ,V1,863 BARRY STREET                         ,            ,10474,0,0,0,7500,0,0,4,V1,0,2015-05-04 00:00:00
2081,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,23, ,V1,863 BARRY STREET                         ,            ,10474,0,0,0,7500,0,0,4,V1,0,2015-05-04 00:00:00
2082,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,23, ,V1,863 BARRY STREET                         ,            ,10474,0,0,0,7500,0,0,4,V1,0,2015-03-02 00:00:00
2083,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,38, ,V1,857 BARRY STREET                         ,            ,10474,0,0,0,5000,0,0,4,V1,0,2015-08-25 00:00:00
2084,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,38, ,V1,857 BARRY STREET                         ,            ,10474,0,0,0,5000,0,0,4,V1,0,2015-05-04 00:00:00
2085,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,38, ,V1,857 BARRY STREET                         ,            ,10474,0,0,0,5000,0,0,4,V1,0,2015-05-04 00:00:00
2086,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,38, ,V1,857 BARRY STREET                         ,            ,10474,0,0,0,5000,0,0,4,V1,0,2015-05-04 00:00:00
2087,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,38, ,V1,857 BARRY STREET                         ,            ,10474,0,0,0,5000,0,0,4,V1,0,2015-03-02 00:00:00
2088,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,40, ,V1,N/A BARRY STREET                         ,            ,10474,0,0,0,2500,0,0,4,V1,0,2015-08-25 00:00:00
2089,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,40, ,V1,N/A BARRY STREET                         ,            ,10474,0,0,0,2500,0,0,4,V1,0,2015-05-04 00:00:00
2090,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,40, ,V1,N/A BARRY STREET                         ,            ,10474,0,0,0,2500,0,0,4,V1,0,2015-05-04 00:00:00
2091,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,40, ,V1,N/A BARRY STREET                         ,            ,10474,0,0,0,2500,0,0,4,V1,0,2015-05-04 00:00:00
2092,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,40, ,V1,N/A BARRY STREET                         ,            ,10474,0,0,0,2500,0,0,4,V1,0,2015-03-02 00:00:00
2093,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,41, ,V1,N/A BARRY STREET                         ,            ,10474,0,0,0,2020,0,0,4,V1,0,2015-08-25 00:00:00
2094,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,41, ,V1,N/A BARRY STREET                         ,            ,10474,0,0,0,2020,0,0,4,V1,0,2015-05-04 00:00:00
2095,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,41, ,V1,N/A BARRY STREET                         ,            ,10474,0,0,0,2020,0,0,4,V1,0,2015-05-04 00:00:00
2096,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,41, ,V1,N/A BARRY STREET                         ,            ,10474,0,0,0,2020,0,0,4,V1,0,2015-05-04 00:00:00
2097,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2737,41, ,V1,N/A BARRY STREET                         ,            ,10474,0,0,0,2020,0,0,4,V1,0,2015-03-02 00:00:00
2098,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2764,125, ,V1,SPOFFORD AVENUE                          ,            ,10474,0,0,0,5000,0,0,4,V1,175000,2015-04-16 00:00:00
2099,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2768,251, ,V1,543 MANIDA STREET                        ,            ,10474,0,0,0,5000,0,0,4,V1,720000,2015-12-17 00:00:00
2100,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2775,155, ,V1,N/A DRAKE STREET                         ,            ,10474,0,0,0,13750,0,0,4,V1,0,2015-07-27 00:00:00
2101,2,HUNTS POINT              ,31  COMMERCIAL VACANT LAND                  ,4,2775,155, ,V1,N/A DRAKE STREET                         ,            ,10474,0,0,0,13750,0,0,4,V1,0,2015-07-27 00:00:00
2102,2,HUNTS POINT              ,41  TAX CLASS 4 - OTHER                     ,4,2771,212, ,Z9,429 MANIDA STREET                        ,            ,10474,0,0,0,7500,375,1943,4,Z9,3100000,2015-01-15 00:00:00
2103,2,HUNTS POINT              ,41  TAX CLASS 4 - OTHER                     ,4,2772,9, ,Z9,424 MANIDA STREET                        ,            ,10474,0,0,0,21400,0,1948,4,Z9,0,2015-01-15 00:00:00
2104,2,HUNTS POINT              ,41  TAX CLASS 4 - OTHER                     ,4,2772,20, ,Z9,1271 EAST BAY AVENUE                     ,            ,10474,0,1,1,11300,300,1936,4,Z9,700000,2015-07-15 00:00:00
2105,2,HUNTS POINT              ,41  TAX CLASS 4 - OTHER                     ,4,2774,163, ,Z9,320 TIFFANY STREET                       ,            ,10474,0,1,1,6300,2400,1931,4,Z9,0,2015-10-03 00:00:00
2106,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3199,50, ,A9,29 WEST 184TH STREET                     ,            ,10468,1,0,1,1320,1920,1901,1,A9,0,2015-11-04 00:00:00
2107,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3199,50, ,A9,29 WEST 184TH STREET                     ,            ,10468,1,0,1,1320,1920,1901,1,A9,0,2015-07-24 00:00:00
2108,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3199,128, ,A9,11 WEST 184 STREET                       ,            ,10468,1,0,1,1625,1920,1901,1,A9,1000,2015-05-14 00:00:00
2109,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3214,46, ,A1,2533 GRAND AVENUE                        ,            ,10468,1,0,1,5300,3344,1915,1,A1,600000,2015-04-24 00:00:00
2110,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3217,25, ,A1,2238 ANDREWS AVENUE                      ,            ,10453,1,0,1,5000,2184,1901,1,A1,425000,2015-01-16 00:00:00
2111,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3217,40, ,A1,2229 UNIVERSITY AVENUE                   ,            ,10453,1,0,1,2500,1843,1920,1,A1,515000,2015-07-30 00:00:00
2112,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3217,40, ,A1,2229 UNIVERSITY AVENUE                   ,            ,10453,1,0,1,2500,1843,1920,1,A1,0,2015-07-30 00:00:00
2113,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3217,40, ,A1,2229 UNIVERSITY AVE                      ,            ,10453,1,0,1,2500,1843,1920,1,A1,260000,2015-01-09 00:00:00
2114,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3218,93, ,A1,2312 ANDREWS AVENUE NORTH                ,            ,10468,1,0,1,2800,3512,1901,1,A1,478400,2015-07-07 00:00:00
2115,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3219,182, ,A1,2500 DEVOE TERRACE                       ,            ,10468,1,0,1,2125,1392,1910,1,A1,0,2015-04-15 00:00:00
2116,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3221,56, ,A1,145 WEST 179 STREET                      ,            ,10453,1,0,1,4040,2510,1910,1,A1,189000,2015-08-06 00:00:00
2117,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3228,36, ,A1,202 WEST 180 STREET                      ,            ,10453,1,0,1,2985,2751,1910,1,A1,10,2015-06-09 00:00:00
2118,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3228,70, ,A1,1931 HENNESSY PLACE                      ,            ,10453,1,0,1,8500,2704,1901,1,A1,350000,2015-03-25 00:00:00
2119,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3228,78, ,A1,1917 HENNESSY PLACE                      ,            ,10453,1,0,1,2125,2444,1910,1,A1,355000,2015-12-21 00:00:00
2120,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3232,100, ,A1,2194 CEDAR AVENUE                        ,            ,10468,1,0,1,5000,2919,1899,1,A1,10,2015-08-17 00:00:00
2121,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3239,89, ,A1,2685 HEATH AVENUE                        ,            ,10463,1,0,1,2500,2109,1901,1,A1,230000,2015-12-31 00:00:00
2122,2,KINGSBRIDGE HTS/UNIV HTS ,01  ONE FAMILY DWELLINGS                    ,1,3239,93, ,A1,2675 HEATH AVENUE                        ,            ,10463,1,0,1,2500,2613,1901,1,A1,397961,2015-02-11 00:00:00
2123,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3193,16, ,B1,2074 GRAND AVENUE                        ,            ,10453,2,0,2,2610,2160,1992,1,B1,444000,2015-12-29 00:00:00
2124,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3198,28, ,B9,26 WEST 184 STREET                       ,            ,10468,2,0,2,1320,2172,1901,1,B9,390000,2015-06-22 00:00:00
2125,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3206,60, ,B9,2119 GRAND AVE                           ,            ,10453,2,0,2,3000,3564,1920,1,B9,0,2015-11-25 00:00:00
2126,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3206,163, ,B2,2115 GRAND AVENUE                        ,            ,10453,2,0,2,2500,2940,1991,1,B2,370000,2015-12-03 00:00:00
2127,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3208,7, ,B3,2216 AQUEDUCT AVENUE EAST                ,            ,10453,2,0,2,2660,1858,1901,1,B3,200000,2015-03-30 00:00:00
2128,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3208,7, ,B3,2216 AQUEDUCT AVENUE EAST                ,            ,10453,2,0,2,2660,1858,1901,1,B3,125000,2015-03-02 00:00:00
2129,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3209,14, ,S2,51 WEST 183 STREET                       ,            ,10453,2,1,3,2000,4500,1920,1,S2,956000,2015-07-27 00:00:00
2130,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3219,190, ,B3,114 WEST 190 STREET                      ,            ,10468,2,0,2,1547,2250,1901,1,B3,431500,2015-12-06 00:00:00
2131,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3219,220, ,B3,125 FATHER ZEISER PLACE                  ,            ,10468,2,0,2,2467,1672,1910,1,B3,0,2015-05-15 00:00:00
2132,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3225,88, ,B9,2253 LORING PLACE NORTH                  ,            ,10468,2,0,2,2209,3654,1901,1,B9,250000,2015-06-16 00:00:00
2133,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3233,196, ,B1,2093 CEDAR AVENUE                        ,            ,10468,2,0,2,1643,2628,2008,1,B1,450500,2015-07-23 00:00:00
2134,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3234,87, ,B9,2272 HAMPDEN PLACE                       ,            ,10468,2,0,2,2266,3170,1910,1,B9,296000,2015-05-05 00:00:00
2135,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3234,87, ,B9,2272 HAMPDEN PLACE                       ,            ,10468,2,0,2,2266,3170,1910,1,B9,245000,2015-05-05 00:00:00
2136,2,KINGSBRIDGE HTS/UNIV HTS ,02  TWO FAMILY DWELLINGS                    ,1,3237,127, ,B1,2595 SEDGWICK AVE                        ,            ,10468,2,0,2,3173,3312,1910,1,B1,470000,2015-06-18 00:00:00
2137,2,KINGSBRIDGE HTS/UNIV HTS ,03  THREE FAMILY DWELLINGS                  ,1,3205,5, ,C0,2600 GRAND AVENUE                        ,            ,10468,3,0,3,1667,3000,2008,1,C0,0,2015-06-10 00:00:00
2138,2,KINGSBRIDGE HTS/UNIV HTS ,03  THREE FAMILY DWELLINGS                  ,1,3221,77, ,C0,1931 ANDREWS AVE                         ,            ,10453,3,0,3,3392,4665,1901,1,C0,549000,2015-06-02 00:00:00
2139,2,KINGSBRIDGE HTS/UNIV HTS ,03  THREE FAMILY DWELLINGS                  ,1,3228,111, ,C0,1915 LORING PLACE SOUTH                  ,            ,10453,3,0,3,2618,3136,1910,1,C0,359970,2015-09-10 00:00:00
2140,2,KINGSBRIDGE HTS/UNIV HTS ,03  THREE FAMILY DWELLINGS                  ,1,3240,24, ,C0,2706 HEATH AVENUE                        ,            ,10463,3,0,3,2735,2932,1901,1,C0,0,2015-02-02 00:00:00
2141,2,KINGSBRIDGE HTS/UNIV HTS ,05  TAX CLASS 1 VACANT LAND                 ,1B,3208,51, ,V0,61 BUCHANAN PLACE                        ,            ,10453,0,0,0,2500,0,0,1,V0,0,2015-09-14 00:00:00
2142,2,KINGSBRIDGE HTS/UNIV HTS ,05  TAX CLASS 1 VACANT LAND                 ,1B,3231,265, ,V0,WEST FORDHAM ROAD                        ,            ,0,0,0,0,162200,0,0,1,V0,0,2015-05-21 00:00:00
2143,2,KINGSBRIDGE HTS/UNIV HTS ,05  TAX CLASS 1 VACANT LAND                 ,2B,3240,59, ,C1,166 WEST KINGSBRIDGE RD                  ,            ,10463,10,0,10,2721,7200,2015,1,V0,0,2015-10-21 00:00:00
2144,2,KINGSBRIDGE HTS/UNIV HTS ,05  TAX CLASS 1 VACANT LAND                 ,2B,3240,60, ,C1,WEST KINGSBRIDGE RD                      ,            ,10463,10,0,10,2742,6500,2015,1,V0,0,2015-10-21 00:00:00
2145,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3195,61, ,C1,10 WEST 182 STREET                       ,            ,10453,46,0,46,10000,47000,1927,2,C1,5500000,2015-12-30 00:00:00
2146,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3198,18, ,C1,2320 GRAND AVENUE                        ,            ,10468,22,0,22,4800,20000,1922,2,C1,3250000,2015-05-26 00:00:00
2147,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3198,34, ,C1,2353 DAVIDSON AVENUE                     ,            ,10468,11,0,11,3900,11740,1912,2,C1,0,2015-07-08 00:00:00
2148,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3198,36, ,C1,2349 DAVIDSON AVENUE                     ,            ,10468,11,0,11,3900,11740,1912,2,C1,0,2015-07-08 00:00:00
2149,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3199,44, ,C1,2391 DAVIDSON AVENUE                     ,            ,10468,17,0,17,5000,17900,1912,2,C1,2231928,2015-03-20 00:00:00
2150,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3200,9, ,C1,2486 DAVIDSON AVENUE                     ,            ,10468,25,0,25,6242,26500,1921,2,C1,5107500,2015-07-29 00:00:00
2151,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3200,16, ,C7,6 WEST 190TH STREET                      ,            ,10468,57,7,64,11500,60000,1924,2,C7,10500000,2015-07-09 00:00:00
2152,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3202,55, ,C1,2607 JEROME AVE                          ,            ,10468,26,0,26,7623,32000,1915,2,C1,2181356,2015-04-21 00:00:00
2153,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3207,23, ,C7,2155 GRAND AVENUE                        ,            ,10453,46,2,48,10000,48500,1922,2,C7,7150000,2015-10-08 00:00:00
2154,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2A,3209,16, ,C2,55 WEST 183RD STREET                     ,            ,10453,6,0,6,2000,3360,1916,2,C2,600000,2015-06-16 00:00:00
2155,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3214,13, ,C7,2532 UNIVERSITY AVENUE                   ,            ,10468,56,1,57,12500,42730,1922,2,C7,6475000,2015-07-29 00:00:00
2156,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3214,22, ,C1,2542 UNIVERSITY AVENUE                   ,            ,10468,56,0,56,12500,42730,1922,2,C1,6725000,2015-07-29 00:00:00
2157,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2A,3217,17, ,C5,2220 ANDREWS AVENUE                      ,            ,10453,4,0,4,5000,2275,1901,2,C5,281000,2015-03-25 00:00:00
2158,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3219,94, ,C1,2454 WEBB AVENUE                         ,            ,10468,36,0,36,8000,33600,1920,2,C1,5072500,2015-04-28 00:00:00
2159,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3220,96, ,C1,2523-2525 UNIVERSITY AVENUE              ,            ,10468,60,0,60,21150,58585,1922,2,C1,9000000,2015-03-03 00:00:00
2160,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3221,13, ,C1,1920 LORING PLACE SOUTH                  ,            ,10453,11,0,11,4247,14400,1915,2,C1,890000,2015-09-16 00:00:00
2161,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2B,3221,84, ,C1,1917 ANDREWS AVENUE SOUTH                ,            ,10453,10,0,10,4396,12500,1915,2,C1,2051000,2015-01-15 00:00:00
2162,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3224,17, ,C1,2226 LORING PLACE NORTH                  ,            ,10453,32,0,32,9416,31050,1917,2,C1,3900000,2015-10-28 00:00:00
2163,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3225,104, ,C1,2322 LORING PLACE NORTH                  ,            ,10468,21,0,21,5184,28000,1914,2,C1,3225000,2015-10-28 00:00:00
2164,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3225,156, ,C7,2304 SEDGWICK AVENUE                     ,            ,10468,57,6,63,16000,68800,1927,2,C7,10500000,2015-02-03 00:00:00
2165,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3225,156, ,C7,2304 SEDGWICK AVENUE                     ,            ,10468,57,6,63,16000,68800,1927,2,C7,0,2015-02-03 00:00:00
2166,2,KINGSBRIDGE HTS/UNIV HTS ,07  RENTALS - WALKUP APARTMENTS             ,2,3225,169, ,C7,2333 LORING PLACE NORTH                  ,            ,10468,24,2,26,5811,26556,1927,2,C7,4100000,2015-10-28 00:00:00
2167,2,KINGSBRIDGE HTS/UNIV HTS ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3199,38, ,D1,2401 DAVIDSON AVENUE                     ,            ,10468,62,0,62,15000,63108,1926,2,D1,7518072,2015-03-20 00:00:00
2168,2,KINGSBRIDGE HTS/UNIV HTS ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3208,48, ,D1,51 BUCHANAN PLACE                        ,            ,10453,37,0,37,7500,40500,1935,2,D1,4600000,2015-03-20 00:00:00
2169,2,KINGSBRIDGE HTS/UNIV HTS ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3218,7, ,D1,2266 ANDREWS AVENUE                      ,            ,10468,27,0,27,5000,25000,1939,2,D1,3000000,2015-03-09 00:00:00
2170,2,KINGSBRIDGE HTS/UNIV HTS ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3221,26, ,D1,150 WEST 179 STREET                      ,            ,10453,36,0,36,7609,33564,1931,2,D1,4025000,2015-03-16 00:00:00
2171,2,KINGSBRIDGE HTS/UNIV HTS ,09  COOPS - WALKUP APARTMENTS               ,2,3199,62, ,C6,"2400-2410 DAVIDSON AVENUE, B3            ",            ,10468,0,0,0,0,0,1923,2,C6,40000,2015-06-26 00:00:00
2172,2,KINGSBRIDGE HTS/UNIV HTS ,09  COOPS - WALKUP APARTMENTS               ,2,3219,201, ,C6,2471 UNIVERSITY AVENUE                   ,            ,10453,20,0,20,5000,21750,1915,2,C6,0,2015-06-05 00:00:00
2173,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3201,3, ,D4,"2506 DAVIDSON AVENUE, 1A                 ",            ,10468,0,0,0,0,0,1941,2,D4,150000,2015-06-01 00:00:00
2174,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3201,3, ,D4,"2506 DAVIDSON AVENUE, 2B                 ",            ,10468,0,0,0,0,0,1941,2,D4,499500,2015-06-29 00:00:00
2175,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,2451 WEBB AVE                            ,            ,10468,1153,0,1153,355225,1230965,1950,2,D4,96000,2015-12-16 00:00:00
2176,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"6 FORDHAM HILL OVAL, 8H                  ",            ,10468,0,0,0,0,0,1950,2,D4,87000,2015-01-05 00:00:00
2177,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"2 FORDHAM HILL OVAL, 15C                 ",            ,10468,0,0,0,0,0,1950,2,D4,150000,2015-02-11 00:00:00
2178,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"3 FORDHAM HILL OVAL, 8C                  ",            ,10468,0,0,0,0,0,1950,2,D4,142000,2015-01-23 00:00:00
2179,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"6 FORDHAM HILL OVAL, 6B                  ",            ,10468,0,0,0,0,0,1950,2,D4,129000,2015-04-09 00:00:00
2180,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"3 FORDHAM HILL OVAL, 8D                  ",            ,10468,0,0,0,0,0,1950,2,D4,76000,2015-04-08 00:00:00
2181,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"7 FORDHAM HILL OVAL, 12F                 ",            ,10468,0,0,0,0,0,1950,2,D4,140000,2015-04-16 00:00:00
2182,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"5 FORDHAM HILL OVAL, 12B                 ",            ,10468,0,0,0,0,0,1950,2,D4,118000,2015-04-15 00:00:00
2183,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"9 FORDHAM HILL OVAL, 10F                 ",            ,10468,0,0,0,0,0,1950,2,D4,190000,2015-03-05 00:00:00
2184,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"6 FORDHAM HILL OVAL, 5B                  ",            ,10468,0,0,0,0,0,1950,2,D4,155000,2015-04-24 00:00:00
2185,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"7 FORDHAM HILL OVAL, 6H                  ",            ,10468,0,0,0,0,0,1950,2,D4,76000,2015-05-27 00:00:00
2186,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"3 FORDHAM HILL OVAL, 12D                 ",            ,10468,0,0,0,0,0,1950,2,D4,77000,2015-06-03 00:00:00
2187,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"4 FORDHAM HILL OVAL, 3H                  ",            ,10468,0,0,0,0,0,1950,2,D4,87000,2015-05-29 00:00:00
2188,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"5 FORDHAM HILL OVAL, 7C                  ",            ,10468,0,0,0,0,0,1950,2,D4,150000,2015-06-29 00:00:00
2189,2,KINGSBRIDGE HTS/UNIV HTS ,10  COOPS - ELEVATOR APARTMENTS             ,2,3226,53, ,D4,"4 FORDHAM HILL OVAL, 14H                 ",            ,10468,0,0,0,0,0,1950,2,D4,59000,2015-08-04 00:00:00
