,"BRONX ANNUALIZE SALE FOR 2015.  (All Sales From  January 1, 2015 - December 31, 2015)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2016.  Coop Sales Files as of 4/1/2016.,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name 4/1/16.  Descriptive Data as of 4/1/16.,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
4,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,2905,28, ,A9,1665 WASHINGTON AVENUE                   ,            ,10457,1,0,1,4750,2619,1899,1,A9,0,2015-08-07 00:00:00
5,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,2905,28, ,A9,1665 WASHINGTON AVENUE                   ,            ,10457,1,0,1,4750,2619,1899,1,A9,0,2015-08-07 00:00:00
6,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3035,2, ,S1,441 EAST 178 STREET                      ,            ,10457,1,1,2,1287,2528,1899,1,S1,0,2015-12-18 00:00:00
7,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3039,28, ,A1,2329 WASHINGTON AVE                      ,            ,10458,1,0,1,1103,1290,1910,1,A1,300000,2015-02-20 00:00:00
8,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3039,36, ,S1,455 EAST 184 STREET                      ,            ,10458,1,1,2,2500,2452,1910,1,S1,0,2015-08-18 00:00:00
9,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3039,36, ,S1,455 EAST 184 STREET                      ,            ,10458,1,1,2,2500,2452,1910,1,S1,400000,2015-07-01 00:00:00
10,2,BATHGATE                 ,01  ONE FAMILY DWELLINGS                    ,1,3053,87, ,S0,2368 WASHINGTON AVENUE                   ,            ,10458,1,2,3,1911,4080,1931,1,S0,510000,2015-01-06 00:00:00
11,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,2912,118, ,B1,1540 WASHINGTON AVENUE                   ,            ,10457,2,0,2,2000,2400,1993,1,B1,0,2015-12-12 00:00:00
12,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,2912,139, ,B1,3823 3 AVENUE                            ,            ,10457,2,0,2,2000,2400,1993,1,B1,430000,2015-08-04 00:00:00
13,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,2912,152, ,B1,517 EAST 171 STREET                      ,            ,10457,2,0,2,2000,2400,1993,1,B1,10000,2015-06-02 00:00:00
14,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,2929,118, ,B1,3862 3RD AVENUE                          ,            ,10457,2,0,2,2451,2394,1995,1,B1,389000,2015-01-29 00:00:00
15,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,2929,126, ,B1,1557 FULTON AVENUE                       ,            ,10457,2,0,2,3165,2394,1995,1,B1,505000,2015-08-05 00:00:00
16,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,2929,126, ,B1,1557 FULTON AVENUE                       ,            ,10457,2,0,2,3165,2394,1995,1,B1,250000,2015-02-19 00:00:00
17,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3030,151, ,S2,2264 WEBSTER AVENUE                      ,            ,10457,2,1,3,1620,3240,1931,1,S2,490000,2015-09-28 00:00:00
18,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3030,202, ,B3,4465 PARK AVE                            ,            ,10457,2,0,2,1569,1497,1899,1,B3,1000,2015-12-28 00:00:00
19,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3030,202, ,B3,4465 PARK AVE                            ,            ,10457,2,0,2,1569,1497,1899,1,B3,1000,2015-10-20 00:00:00
20,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3030,203, ,B3,4461 PARK AVENUE                         ,            ,10457,2,0,2,1592,1860,1899,1,B3,100000,2015-08-20 00:00:00
21,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3035,140, ,B1,1983 WASHINGTON AVENUE                   ,            ,10457,2,0,2,4124,2340,1998,1,B1,228000,2015-11-16 00:00:00
22,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3036,16, ,B2,4354 PARK AVENUE                         ,            ,10457,2,0,2,3525,2316,1899,1,B2,128778,2015-05-29 00:00:00
23,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3036,58, ,B1,465 EAST 179 STREET                      ,            ,10457,2,0,2,1984,2340,1998,1,B1,420000,2015-04-23 00:00:00
24,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3039,30, ,B1,469B EAST 184 STREET                     ,            ,10458,2,0,2,741,2133,2006,1,B1,0,2015-10-13 00:00:00
25,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3039,44, ,B1,444 EAST 186 STREET                      ,            ,10458,2,0,2,2000,2060,1901,1,B1,500,2015-02-23 00:00:00
26,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3045,4, ,B1,2034 BATHGATE AVENUE                     ,            ,10457,2,0,2,1575,1710,1998,1,B1,0,2015-09-09 00:00:00
27,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3047,9, ,B9,2122 WASHINGTON AVENUE                   ,            ,10457,2,0,2,1258,2340,1901,1,B9,10,2015-01-19 00:00:00
28,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3050,65, ,B2,508 EAST 183 STREET                      ,            ,10458,2,0,2,1316,2112,1901,1,B2,449000,2015-06-08 00:00:00
29,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3050,93, ,B2,2238 BASSFORD AVENUE                     ,            ,10457,2,0,2,1301,2300,1901,1,B2,261000,2015-09-25 00:00:00
30,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3053,5, ,B9,509 EAST 183 STREET                      ,            ,10458,2,0,2,1420,2805,1901,1,B9,393600,2015-04-01 00:00:00
31,2,BATHGATE                 ,02  TWO FAMILY DWELLINGS                    ,1,3053,109, ,B3,2315 BASSFORD AVENUE                     ,            ,10458,2,0,2,1202,1966,1901,1,B3,232215,2015-08-18 00:00:00
32,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3037,107, ,C0,459 EAST 181 STREET                      ,            ,10457,3,0,3,1095,2779,2006,1,C0,100,2015-03-16 00:00:00
33,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3038,125, ,C0,468 E 183 STREET                         ,            ,10458,3,0,3,1216,2916,2004,1,C0,435919,2015-05-29 00:00:00
34,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3038,126, ,C0,470 EAST 183RD STREET                    ,            ,10458,3,0,3,1278,2955,2004,1,C0,0,2015-10-21 00:00:00
35,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3038,126, ,C0,470 EAST 183 STREET                      ,            ,10458,3,0,3,1278,2955,2004,1,C0,400000,2015-06-18 00:00:00
36,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3047,29, ,C0,2108 BATHGATE AVENUE                     ,            ,10457,3,0,3,1650,3316,2005,1,C0,0,2015-09-09 00:00:00
37,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3047,29, ,C0,2108 BATHGATE                            ,            ,10457,3,0,3,1650,3316,2005,1,C0,452000,2015-09-09 00:00:00
38,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3050,28, ,C0,2265 BASSFORD AVENUE                     ,            ,10457,3,0,3,1250,2730,2003,1,C0,692258,2015-03-02 00:00:00
39,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3050,128, ,C0,2263 BASSFORD AVENUE                     ,            ,10457,3,0,3,1250,2730,2003,1,C0,581540,2015-04-06 00:00:00
40,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3050,129, ,C0,2261 BASSFORD AVENUE                     ,            ,10457,3,0,3,1739,2730,2003,1,C0,658620,2015-05-11 00:00:00
41,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3053,120, ,C0,504 EAST 184 STREET                      ,            ,10458,3,0,3,1334,2936,2005,1,C0,455000,2015-04-27 00:00:00
42,2,BATHGATE                 ,03  THREE FAMILY DWELLINGS                  ,1,3053,122, ,C0,508 EAST 184TH STREET                    ,            ,10458,3,0,3,1269,2936,2005,1,C0,457314,2015-09-04 00:00:00
43,2,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,2912,161, ,V3,CLAREMONT PARKWAY                        ,            ,10457,0,0,0,29400,0,0,1,V3,75000,2015-12-23 00:00:00
44,2,BATHGATE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3050,78, ,V0,BATHGATE AVENUE                          ,            ,10457,0,0,0,2025,0,0,1,V0,0,2015-11-27 00:00:00
45,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3032,3, ,C1,2408 WEBSTER AVENUE                      ,            ,10458,8,0,8,3441,9240,1909,2,C1,1150000,2015-09-01 00:00:00
46,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3032,6, ,C7,2420 WEBSTER AVENUE                      ,            ,10458,8,1,9,4444,9333,1909,2,C7,1150000,2015-09-01 00:00:00
47,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3032,54, ,C1,4683 PARK AVENUE                         ,            ,10458,8,0,8,4025,9600,1910,2,C1,0,2015-01-16 00:00:00
48,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3040,10, ,C1,452 EAST 187 STREET                      ,            ,10458,27,0,27,5000,22000,1926,2,C1,2800000,2015-04-22 00:00:00
49,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3048,31, ,C7,550 EAST 182 STREET                      ,            ,10457,22,2,24,4009,18000,1913,2,C7,3100000,2015-05-18 00:00:00
50,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3050,8, ,C1,2235 BASSFORD AVENUE                     ,            ,10457,33,0,33,5592,28000,1925,2,C1,4250000,2015-05-05 00:00:00
51,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3050,20, ,C1,2268 WASHINGTON AVENUE                   ,            ,10457,20,0,20,4750,14900,1910,2,C1,0,2015-04-28 00:00:00
52,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,3050,101, ,C1,2252 BASSFORD AVENUE                     ,            ,10457,8,0,8,2692,8820,1910,2,C1,1355000,2015-01-13 00:00:00
53,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3053,25, ,C1,505 EAST 184TH STREET                    ,            ,10458,32,0,32,5148,22550,1910,2,C1,0,2015-04-28 00:00:00
54,2,BATHGATE                 ,07  RENTALS - WALKUP APARTMENTS             ,2,3053,74, ,C7,2334 WASHINGTON AVE                      ,            ,10458,32,2,34,6675,32400,1920,2,C7,2768644,2015-04-21 00:00:00
55,2,BATHGATE                 ,08  RENTALS - ELEVATOR APARTMENTS           ,2,3050,76, ,D1,2265 BATHGATE AVENUE                     ,            ,10457,17,0,17,4088,16086,2012,2,D1,0,2015-11-27 00:00:00
56,2,BATHGATE                 ,09  COOPS - WALKUP APARTMENTS               ,2,3045,19, ,C6,"2072 BATHGATE AVENUE, 8                  ",            ,10457,0,0,0,0,0,1911,2,C6,30000,2015-05-18 00:00:00
57,2,BATHGATE                 ,10  COOPS - ELEVATOR APARTMENTS             ,2,3035,48, ,D4,"463 EAST 178TH STREET, 5B                ",            ,10457,0,0,0,0,0,1935,2,D4,35000,2015-10-23 00:00:00
58,2,BATHGATE                 ,14  RENTALS - 4-10 UNIT                     ,2B,2924,36, ,S9,4175 THIRD AVENUE                        ,            ,10457,6,2,8,2400,7124,1931,2,S9,1125000,2015-02-06 00:00:00
59,2,BATHGATE                 ,21  OFFICE BUILDINGS                        ,4,2919,50, ,O7,505 CLAREMONT PARKWAY                    ,            ,10457,0,1,1,1826,1728,1930,4,O7,0,2015-11-18 00:00:00
60,2,BATHGATE                 ,21  OFFICE BUILDINGS                        ,4,3043,8, ,O5,1932 WASHINGTON AVENUE                   ,            ,10457,0,1,1,4525,18000,1931,4,O5,2650000,2015-12-07 00:00:00
61,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2900,10, ,K1,1834 WEBSTER AVENUE                      ,            ,10457,0,1,1,5740,11480,1988,4,K1,0,2015-05-06 00:00:00
62,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2909,28, ,K2,1891 WASHINGTON AVENUE                   ,            ,10457,0,1,1,1858,3198,1925,4,K2,0,2015-06-19 00:00:00
63,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,2909,29, ,K1,1889 WASHINGTON AVENUE                   ,            ,10457,0,1,1,1451,1451,1952,4,K1,0,2015-06-19 00:00:00
64,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3027,16, ,K9,1940 WEBSTER AVENUE                      ,            ,10457,0,7,7,11963,16426,1943,4,K9,2100000,2015-01-30 00:00:00
65,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3028,3, ,V1,1973 WEBSTER AVENUE                      ,            ,10457,0,2,2,17637,0,1930,4,K2,2800000,2015-11-16 00:00:00
66,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3030,145, ,K1,2252 WEBSTER AVENUE                      ,            ,10457,0,3,3,6480,5750,1913,4,K1,1600000,2015-08-03 00:00:00
67,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3039,21, ,K1,2345 WASHINGTON AVENUE                   ,            ,10458,0,1,1,4239,4239,1931,4,K1,1350000,2015-08-11 00:00:00
68,2,BATHGATE                 ,22  STORE BUILDINGS                         ,4,3053,28, ,K1,510 EAST 185 STREET                      ,            ,10458,0,1,1,21425,21250,1963,4,K1,4000000,2015-07-28 00:00:00
69,2,BATHGATE                 ,27  FACTORIES                               ,4,2906,63, ,F1,4010 PARK AVENUE                         ,            ,10457,0,2,2,33900,32500,1952,4,F1,2450000,2015-04-21 00:00:00
70,2,BATHGATE                 ,27  FACTORIES                               ,4,2918,34, ,F9,1869 BATHGATE AVENUE                     ,            ,10457,0,1,1,16682,16632,2001,4,F9,1400000,2015-12-30 00:00:00
71,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,2900,7, ,G1,1828 WEBSTER AVENUE                      ,            ,10457,0,1,1,8870,8870,1925,4,G2,3200000,2015-05-06 00:00:00
72,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,2900,12, ,G9,1838 WEBSTER AVENUE                      ,            ,10457,0,2,2,8444,1600,1900,4,G9,0,2015-05-06 00:00:00
73,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3029,26, ,G2,2090 WEBSTER AVENUE                      ,            ,10457,0,1,1,4360,1200,1996,4,G2,575000,2015-10-20 00:00:00
74,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3031,54, ,G7,4607 PARK AVE                            ,            ,10458,0,0,0,3954,0,0,4,G7,480000,2015-04-29 00:00:00
75,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3031,56, ,G7,4603 PARK AVE                            ,            ,10458,0,0,0,3882,0,0,4,G7,480000,2015-04-29 00:00:00
76,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3031,57, ,G7,PARK AVENUE                              ,            ,10458,0,0,0,3817,0,1912,4,G7,480000,2015-04-29 00:00:00
77,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3031,59, ,G7,PARK AVENUE                              ,            ,10458,0,0,0,3745,0,0,4,G7,485000,2015-04-29 00:00:00
78,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3032,30, ,G7,408 EAST 189 STREET                      ,            ,10458,0,0,0,943,0,0,4,G7,245000,2015-04-22 00:00:00
79,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3032,37, ,G7,PARK AVENUE                              ,            ,10458,0,0,0,9375,0,0,4,G7,0,2015-01-21 00:00:00
80,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3032,129, ,G7,406 EAST 189 STREET                      ,            ,10458,0,0,0,1040,0,0,4,G7,115000,2015-08-03 00:00:00
81,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3032,129, ,G7,406 EAST 189 STREET                      ,            ,10458,0,0,0,1040,0,0,4,G7,48200,2015-04-30 00:00:00
82,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,3, ,G7,443 EAST 178 STREET                      ,            ,10457,0,0,0,1300,0,0,4,G7,0,2015-12-18 00:00:00
83,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,4, ,G7,N/A EAST 178 STREET                      ,            ,10457,0,0,0,1299,0,0,4,G7,0,2015-12-18 00:00:00
84,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,60, ,G7,N/A EAST 178 STREET                      ,            ,10457,0,0,0,1299,0,0,4,G7,0,2015-12-18 00:00:00
85,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3035,61, ,G7,449 EAST 178 STREET                      ,            ,10457,0,0,0,1287,0,0,4,G7,0,2015-12-18 00:00:00
86,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3036,30, ,G7,454 EAST 180 STREET                      ,            ,10457,0,0,0,3448,0,0,4,G7,600000,2015-11-02 00:00:00
87,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3036,31, ,G7,456 EAST 180 STREET                      ,            ,10457,0,0,0,5533,0,0,4,G7,0,2015-11-02 00:00:00
88,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3038,20, ,G7,456 EAST 183 STREET                      ,            ,10458,0,0,0,1485,0,0,4,G7,0,2015-06-05 00:00:00
89,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3039,37, ,G6,453 EAST 184 STREET                      ,            ,10458,0,0,0,5000,0,0,4,G6,0,2015-08-18 00:00:00
90,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3039,37, ,G6,453 EAST 184 STREET                      ,            ,10458,0,0,0,5000,0,0,4,G6,100000,2015-07-01 00:00:00
91,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3045,25, ,G7,2086 BATHGATE AVENUE                     ,            ,10457,0,0,0,1163,0,0,4,G7,125000,2015-10-29 00:00:00
92,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3045,26, ,G7,2088 BATHGATE AVENUE                     ,            ,10457,0,0,0,1139,0,0,4,G7,0,2015-10-29 00:00:00
93,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3045,49, ,G7,3 AVENUE                                 ,            ,10457,0,0,0,9344,0,0,4,G7,0,2015-06-15 00:00:00
94,2,BATHGATE                 ,29  COMMERCIAL GARAGES                      ,4,3051,49, ,G2,4477 3 AVENUE                            ,            ,10457,0,1,1,7250,7250,1931,4,G9,2150000,2015-05-27 00:00:00
95,2,BATHGATE                 ,30  WAREHOUSES                              ,4,2907,6, ,E1,4044-4046 PARK AVENUE                    ,            ,10457,0,1,1,7500,12430,1925,4,E1,0,2015-12-04 00:00:00
96,2,BATHGATE                 ,30  WAREHOUSES                              ,4,2907,63, ,E1,453 EAST 174 STREET                      ,            ,10457,0,1,1,5029,5000,1954,4,E1,0,2015-12-04 00:00:00
97,2,BATHGATE                 ,30  WAREHOUSES                              ,4,3045,54, ,E1,4315 3 AVENUE                            ,            ,10457,0,1,1,9750,19256,1925,4,E1,0,2015-06-15 00:00:00
98,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,3027,1, ,V1,4215 PARK AVENUE                         ,            ,10457,0,12,12,58771,0,1943,4,V1,6927600,2015-12-22 00:00:00
99,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,3034,23, ,V1,448 EAST 178 STREET                      ,            ,10457,0,0,0,2598,0,0,4,V1,0,2015-12-18 00:00:00
100,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,3034,24, ,V1,N/A EAST 178 STREET                      ,            ,10457,0,0,0,3240,0,0,4,V1,0,2015-12-18 00:00:00
101,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,3043,46, ,V1,1904 BATHGATE AVENUE                     ,            ,10457,0,0,0,2115,0,0,4,V1,0,2015-08-03 00:00:00
102,2,BATHGATE                 ,31  COMMERCIAL VACANT LAND                  ,4,3051,26, ,V1,536 EAST 183 STREET                      ,            ,10458,0,0,0,3807,0,0,4,V1,400000,2015-07-30 00:00:00
103,2,BATHGATE                 ,32  HOSPITAL AND HEALTH FACILITIES          ,4,3051,45, ,I5,4487 3 AVENUE                            ,            ,10457,0,1,1,19980,67815,1999,4,I5,0,2015-10-19 00:00:00
104,2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2900,1, ,Z9,1816 WEBSTER AVENUE                      ,            ,10457,0,0,0,3082,0,0,4,Z9,225000,2015-05-15 00:00:00
105,2,BATHGATE                 ,41  TAX CLASS 4 - OTHER                     ,4,2909,26, ,Z9,1893 WASHINGTON AVENUE                   ,            ,10457,0,0,0,2673,0,0,4,Z9,450000,2015-06-19 00:00:00
106,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4707,59, ,A5,1108 EAST 213TH STREET                   ,            ,10469,1,0,1,1494,1512,1950,1,A5,72500,2015-03-19 00:00:00
107,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4707,59, ,A5,1108 EAST 213TH STREET                   ,            ,10469,1,0,1,1494,1512,1950,1,A5,72500,2015-03-16 00:00:00
108,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4707,62, ,A5,1114 EAST 213 STREET                     ,            ,10469,1,0,1,1914,1386,1950,1,A5,301600,2015-03-30 00:00:00
109,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4709,49, ,A5,1138 EAST 215TH STREET                   ,            ,10469,1,0,1,1710,1732,1945,1,A5,345360,2015-01-13 00:00:00
110,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4709,50, ,A5,1142 EAST 215TH STREET                   ,            ,10469,1,0,1,1710,1732,1945,1,A5,185000,2015-02-18 00:00:00
111,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4709,150, ,A5,1146 E. 215TH STREET                     ,            ,10469,1,0,1,1710,1732,1945,1,A5,386900,2015-08-31 00:00:00
112,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4709,150, ,A5,1146 EAST 215 STREET                     ,            ,10469,1,0,1,1710,1732,1945,1,A5,210000,2015-01-08 00:00:00
113,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4711,99, ,A5,1315 HICKS STREET                        ,            ,10469,1,0,1,1710,1701,1950,1,A5,330000,2015-11-04 00:00:00
114,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4711,100, ,A5,1313 HICKS STREET                        ,            ,10469,1,0,1,1710,1701,1950,1,A5,386000,2015-06-18 00:00:00
115,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4715,79, ,A9,1451 STICKNEY PLACE                      ,            ,10469,1,0,1,1638,1690,1950,1,A9,0,2015-02-13 00:00:00
116,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4723,6, ,A2,3477 MICKLE AVENUE                       ,            ,10469,1,0,1,1918,1024,1945,1,A2,156750,2015-11-16 00:00:00
117,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4724,6, ,A2,3487 KINGSLAND AVENUE                    ,            ,10469,1,0,1,2288,1480,1925,1,A2,330000,2015-10-20 00:00:00
118,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4730,41, ,A5,3410 GUNTHER AVENUE                      ,            ,10469,1,0,1,1710,1714,1950,1,A5,0,2015-05-15 00:00:00
119,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4733,14, ,A5,3341 BOUCK AVENUE                        ,            ,10469,1,0,1,1900,1254,1940,1,A5,385000,2015-12-21 00:00:00
120,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4733,14, ,A5,3341 BOUCK AVENUE                        ,            ,10469,1,0,1,1900,1254,1940,1,A5,190000,2015-06-11 00:00:00
121,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4733,17, ,A5,3335 BOUCK AVENUE                        ,            ,10469,1,0,1,1900,1254,1940,1,A5,363279,2015-01-28 00:00:00
122,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4734,66, ,A5,3344 BOUCK AVENUE                        ,            ,10469,1,0,1,1900,1681,1940,1,A5,379000,2015-06-30 00:00:00
123,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4735,51, ,A5,3340 WILSON AVE.                         ,            ,10469,1,0,1,1900,1681,1930,1,A5,0,2015-05-21 00:00:00
124,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4735,83, ,S1,3304 WILSON AVENUE                       ,            ,10469,1,1,2,2208,2430,1930,1,S1,320000,2015-10-20 00:00:00
125,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4735,84, ,A5,3308 WILSON AVENUE                       ,            ,10469,1,0,1,2216,2430,1930,1,A5,385000,2015-03-02 00:00:00
126,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4735,87, ,A5,3322 WILSON AVENUE                       ,            ,10469,1,0,1,2367,2430,1930,1,A5,310000,2015-01-30 00:00:00
127,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4738,45, ,A5,3324 FENTON AVENUE                       ,            ,10469,1,0,1,2208,1476,1940,1,A5,429000,2015-02-06 00:00:00
128,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4740,51, ,A5,3244 FISH AVENUE                         ,            ,10469,1,0,1,2500,1736,1935,1,A5,467500,2015-08-13 00:00:00
129,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4740,51, ,A5,3244 FISH AVENUE                         ,            ,10469,1,0,1,2500,1736,1935,1,A5,305000,2015-03-11 00:00:00
130,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4741,26, ,A5,3213 FENTON AVENUE                       ,            ,10469,1,0,1,2050,1280,1920,1,A5,0,2015-08-05 00:00:00
131,2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4743,129, ,A5,3307 EASTCHESTER ROAD                    ,            ,10469,1,0,1,1800,1633,1950,1,A5,298700,2015-10-26 00:00:00
